season,game_id,game_date,play_id,page,game_round,game_type_id,game_type_name,inning,game_state_name,inning_ab_num,umpire_home,umpire_first,umpire_second,umpire_third,umpire_left,umpire_right,H_HV,home_team_id,home_team_name,home_team_abv,home_total_runs,away_team_id,away_team_name,away_team_abv,away_total_runs,result_id,end_time,win_pitcher,loss_pitcher,save_pitcher,description_jap,description,PlayInfo_SeqNo,PlayInfo_AB,PlayInfo_PlayerID,PlayInfo_PlayerName,atBatBallCount,fiveDigitSerialNumber,pitch_number,release_speed_kmh,release_speed_mph,pitch_id,plate_x,plate_y,presult,bresult,pitcher,batter,hc_x,hc_y,fielder,fielder_name,hit_location,ballCatcherNum,addedRuns,pitcher_hand,batter_hand,strikes,balls,outs_when_up,on_1b,on_1b_name,on_2b,on_2b_name,on_3b,on_3b_name,fielder_1,fielder_1_name,fielder_2,fielder_2_name,fielder_3,fielder_3_name,fielder_4,fielder_4_name,fielder_5,fielder_5_name,fielder_6,fielder_6_name,fielder_7,fielder_7_name,fielder_8,fielder_8_name,fielder_9,fielder_9_name,UpdatedAt,CreatedAt,is_double_header_finale,game_attendance,stadium_id,stadium_name
2023,2021012565,2023-02-26 12:31:00+09:00,525136535,,1,5,オープン戦,,試合前情報,1,岩下,正木,市川,原,,,1,1,巨人,G,,3,DeNA,DB,,,,,,,先発ピッチャーは巨人が横川、DeNAが上茶谷,"Senpatsu Pitcher wa Kyojin ga Yokogawa, Dena ga Ue Chatani",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-26 06:43:14+00:00,2023-02-26 06:43:14+00:00,0,7070,88,那覇
2023,2021012565,2023-02-26 12:31:00+09:00,525136536,,1,5,オープン戦,,試合前情報,1,岩下,正木,市川,原,,,1,1,巨人,G,,3,DeNA,DB,,,,,,,先攻:DeNAのスターティングラインナップは1番:森(遊)、2番:神里(中)、3番:蝦名(右)、4番:宮崎(指)、5番:大田(左)、6番:大和(二)、7番:伊藤(捕)、8番:知野(一)、9番:京田(三),"Senkou:Dena no Starting Lineup wa 1 Ban: Mori (Yuu), 2 Ban: Kamisato (Chuu), 3 Ban: Ebina (Migi), 4 Ban: Miyazaki (Yubi), 5 Ban: Oota (Hidari), 6 Ban: Yamato (Ni), 7 Ban: Itou (Ho), 8 Ban: Chino (Ichi), 9 Ban: Kyouda (San)",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-26 06:43:14+00:00,2023-02-26 06:43:14+00:00,0,7070,88,那覇
2023,2021012565,2023-02-26 12:31:00+09:00,525136537,,1,5,オープン戦,,試合前情報,1,岩下,正木,市川,原,,,1,1,巨人,G,,3,DeNA,DB,,,,,,,後攻:巨人のスターティングラインナップは1番:オコエ(右)、2番:中山(二)、3番:門脇(遊)、4番:ウォーカー(左)、5番:ブリンソン(指)、6番:松田(三)、7番:増田陸(一)、8番:岸田(捕)、9番:岡田(中),"Koukou: Kyojin no Starting Lineup wa 1 Ban: Okoe (Migi), 2 Ban: Nakayama (Ni), 3 Ban: Kadowaki (Yuu), 4 Ban: Walker (Hidari), 5 Ban: Brin Son (Yubi), 6 Ban: Matsuda (San), 7 Ban: Masuda Riku (Ichi), 8 Ban: Kishida (Ho), 9 Ban: Okada (Chuu)",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-26 06:43:14+00:00,2023-02-26 06:43:14+00:00,0,7070,88,那覇
2023,2021012565,2023-02-26 12:31:00+09:00,525136538,110100.0,1,5,オープン戦,1.0,1回表,1,岩下,正木,市川,原,,,1,1,巨人,G,,3,DeNA,DB,,,,,,,試合開始 1回表 巨0-0デ　DeNAは1番森からの攻撃,Shiai Kaishi 1 Kai Hyou Kyo 0-0 Des Dena wa 1 Ban Mori kara no Kougeki,,,,,0,1101.0,0.0,,,,,,0.0,0.0,1800026.0,1900030.0,,,,,,,0.0,left,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-26 06:43:14+00:00,2023-02-26 06:43:14+00:00,0,7070,88,那覇
2023,2021012565,2023-02-26 12:31:00+09:00,525136539,110100.0,1,5,オープン戦,1.0,1回表,1,岩下,正木,市川,原,,,1,1,巨人,G,,3,DeNA,DB,,,,,,,＜1番：森＞無死走者なし,<1 Ban: Mori> Mushi Sousha Nashi,,,,,0,1101.0,0.0,,,,,,0.0,0.0,1800026.0,1900030.0,,,,,,,0.0,left,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-26 06:43:14+00:00,2023-02-26 06:43:14+00:00,0,7070,88,那覇
2023,2021012565,2023-02-26 12:31:00+09:00,525136540,110101.0,1,5,オープン戦,1.0,1回表,1,岩下,正木,市川,原,,,1,1,巨人,G,,3,DeNA,DB,,,,,,,1球目:初球から打ちにいくもファウル 0-1,1 Tamame: Shokyuu kara Uchi ni Iku mo Foul 0-1,,,,,1,1101.0,1.0,,,31.0,163.0,70.0,101.0,0.0,1800026.0,1900030.0,212.0,254.0,,,,,0.0,left,left,0.0,0.0,0.0,,,,,,,1800026.0,横川凱,1700043.0,岸田行倫,1800024.0,増田陸,2000007.0,中山礼都,,松田宣浩,2107874.0,門脇誠,2105889.0,ウォーカー,1651302.0,岡田悠希,,オコエ瑠偉,2023-02-26 06:43:14+00:00,2023-02-26 06:43:14+00:00,0,7070,88,那覇
2023,2021012565,2023-02-26 12:31:00+09:00,525136541,110102.0,1,5,オープン戦,1.0,1回表,1,岩下,正木,市川,原,,,1,1,巨人,G,,3,DeNA,DB,,,,,,,2球目:セカンドゴロ 1アウト,2 Tamame: Sekando Grounder 1 Out,,,,,2,1101.0,2.0,138.0,85.76755748912367,31.0,62.0,89.0,108.0,43.0,1800026.0,1900030.0,135.0,160.0,2000007.0,中山,4.0,40.0,0.0,left,left,1.0,0.0,0.0,,,,,,,1800026.0,横川凱,1700043.0,岸田行倫,1800024.0,増田陸,2000007.0,中山礼都,,松田宣浩,2107874.0,門脇誠,2105889.0,ウォーカー,1651302.0,岡田悠希,,オコエ瑠偉,2023-02-26 06:43:14+00:00,2023-02-26 06:43:14+00:00,0,7070,88,那覇
2023,2021012565,2023-02-26 12:31:00+09:00,525136542,110200.0,1,5,オープン戦,1.0,1回表,2,岩下,正木,市川,原,,,1,1,巨人,G,,3,DeNA,DB,,,,,,,＜2番：神里＞一死走者なし,<2 Ban: Kamisato> Ichi Shi Sousha Nashi,,,,,0,1102.0,0.0,,,,,,0.0,0.0,1800026.0,1700059.0,,,,,,,0.0,left,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-26 06:43:14+00:00,2023-02-26 06:43:14+00:00,0,7070,88,那覇
2023,2021012565,2023-02-26 12:31:00+09:00,525136543,110201.0,1,5,オープン戦,1.0,1回表,2,岩下,正木,市川,原,,,1,1,巨人,G,,3,DeNA,DB,,,,,,,1球目:内角高めのストレートを見送ってボール 1-0,1 Tamame: Naikaku Takame no Straight wo Miokutte Ball 1-0,,,,,1,1102.0,1.0,141.0,87.63206960845245,31.0,171.0,65.0,118.0,0.0,1800026.0,1700059.0,,,,,,,0.0,left,left,0.0,0.0,1.0,,,,,,,1800026.0,横川凱,1700043.0,岸田行倫,1800024.0,増田陸,2000007.0,中山礼都,,松田宣浩,2107874.0,門脇誠,2105889.0,ウォーカー,1651302.0,岡田悠希,,オコエ瑠偉,2023-02-26 06:43:14+00:00,2023-02-26 06:43:14+00:00,0,7070,88,那覇
2023,2021012565,2023-02-26 12:31:00+09:00,525136544,110202.0,1,5,オープン戦,1.0,1回表,2,岩下,正木,市川,原,,,1,1,巨人,G,,3,DeNA,DB,,,,,,,2球目:外角低めのストレートを見逃してストライク 1-1,2 Tamame: Gaikaku Hikume no Straight wo Minogashite Strike 1-1,,,,,2,1102.0,2.0,145.0,90.11808576755747,31.0,56.0,171.0,117.0,0.0,1800026.0,1700059.0,,,,,,,0.0,left,left,0.0,1.0,1.0,,,,,,,1800026.0,横川凱,1700043.0,岸田行倫,1800024.0,増田陸,2000007.0,中山礼都,,松田宣浩,2107874.0,門脇誠,2105889.0,ウォーカー,1651302.0,岡田悠希,,オコエ瑠偉,2023-02-26 06:43:14+00:00,2023-02-26 06:43:14+00:00,0,7070,88,那覇
