season,game_id,game_date,play_id,page,game_round,game_type_id,game_type_name,inning,game_state_name,inning_ab_num,umpire_home,umpire_first,umpire_second,umpire_third,umpire_left,umpire_right,H_HV,home_team_id,home_team_name,home_team_abv,home_total_runs,away_team_id,away_team_name,away_team_abv,away_total_runs,result_id,end_time,win_pitcher,loss_pitcher,save_pitcher,description_jap,description,PlayInfo_SeqNo,PlayInfo_AB,PlayInfo_PlayerID,PlayInfo_PlayerName,atBatBallCount,fiveDigitSerialNumber,pitch_number,release_speed_kmh,release_speed_mph,pitch_id,plate_x,plate_y,presult,bresult,pitcher,batter,hc_x,hc_y,fielder,fielder_name,hit_location,ballCatcherNum,addedRuns,pitcher_hand,batter_hand,strikes,balls,outs_when_up,on_1b,on_1b_name,on_2b,on_2b_name,on_3b,on_3b_name,fielder_1,fielder_1_name,fielder_2,fielder_2_name,fielder_3,fielder_3_name,fielder_4,fielder_4_name,fielder_5,fielder_5_name,fielder_6,fielder_6_name,fielder_7,fielder_7_name,fielder_8,fielder_8_name,fielder_9,fielder_9_name,UpdatedAt,CreatedAt,is_double_header_finale,game_attendance,stadium_id,stadium_name
2025,2021029929,2025-02-23 13:01:00+09:00,833005096,,1,5,オープン戦,,試合前情報,1,松本,眞鍋,村山,古賀,,,1,8,日本ハム,F,,376,楽天,E,,,,,,,先発ピッチャーは日本ハムが山崎福也、楽天が藤井,"Senpatsu Pitcher wa Nippon Ham ga Yamazaki Fuku na, Rakuten ga Fujii",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-23 07:13:44+00:00,2025-02-23 07:13:44+00:00,0,2786,87,名護
2025,2021029929,2025-02-23 13:01:00+09:00,833005097,,1,5,オープン戦,,試合前情報,1,松本,眞鍋,村山,古賀,,,1,8,日本ハム,F,,376,楽天,E,,,,,,,先攻:楽天のスターティングラインアップは1番:村林(二)、2番:宗山(遊)、3番:辰己(中)、4番:フランコ(三)、5番:小郷(右)、6番:鈴木大(指)、7番:伊藤(一)、8番:吉納(左)、9番:太田(捕),"Senkou: Rakuten no Starting Lineup wa 1 Ban: Murabayashi (Ni), 2 Ban: Souzan (Yuu), 3 Ban: Tatsumi (Chuu), 4 Ban: Franco (San), 5 Ban: Ogou (Migi), 6 Ban: Suzuki Dai (Yubi), 7 Ban: Itou (Ichi), 8 Ban: Yoshi Osamu (Hidari), 9 Ban: Oota (Ho)",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-23 07:13:44+00:00,2025-02-23 07:13:44+00:00,0,2786,87,名護
2025,2021029929,2025-02-23 13:01:00+09:00,833005098,,1,5,オープン戦,,試合前情報,1,松本,眞鍋,村山,古賀,,,1,8,日本ハム,F,,376,楽天,E,,,,,,,後攻:日本ハムのスターティングラインアップは1番:矢澤(左)、2番:松本剛(中)、3番:レイエス(指)、4番:野村(一)、5番:郡司(捕)、6番:今川(右)、7番:明瀬(三)、8番:奈良間(二)、9番:山縣(遊),"Koukou: Nippon Ham no Starting Lineup wa 1 Ban: Yazawa (Hidari), 2 Ban: Matsumoto Tsuyoshi (Chuu), 3 Ban: Reiesu (Yubi), 4 Ban: Nomura (Ichi), 5 Ban: Gunji (Ho), 6 Ban: Imagawa (Migi), 7 Ban: Min Se (San), 8 Ban: Narakan (Ni), 9 Ban: Yamagata (Yuu)",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-23 07:13:44+00:00,2025-02-23 07:13:44+00:00,0,2786,87,名護
2025,2021029929,2025-02-23 13:01:00+09:00,833005099,110100.0,1,5,オープン戦,1.0,1回表,1,松本,眞鍋,村山,古賀,,,1,8,日本ハム,F,,376,楽天,E,,,,,,,試合開始 1回表 日0-0楽　楽天は1番村林からの攻撃,Shiai Kaishi 1 Kai Hyou Nichi 0-0 Raku Rakuten wa 1 Ban Sonrin kara no Kougeki,,,,,0,1101.0,0.0,,,,,,0.0,0.0,1400195.0,1600007.0,,,,,,,0.0,left,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-23 07:13:44+00:00,2025-02-23 07:13:44+00:00,0,2786,87,名護
2025,2021029929,2025-02-23 13:01:00+09:00,833005100,110100.0,1,5,オープン戦,1.0,1回表,1,松本,眞鍋,村山,古賀,,,1,8,日本ハム,F,,376,楽天,E,,,,,,,＜1番：村林＞無死走者なし,<1 Ban: Murabayashi> Mushi Sousha Nashi,,,,,0,1101.0,0.0,,,,,,0.0,0.0,1400195.0,1600007.0,,,,,,,0.0,left,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-23 07:13:44+00:00,2025-02-23 07:13:44+00:00,0,2786,87,名護
2025,2021029929,2025-02-23 13:01:00+09:00,833005101,110101.0,1,5,オープン戦,1.0,1回表,1,松本,眞鍋,村山,古賀,,,1,8,日本ハム,F,,376,楽天,E,,,,,,,1球目:初球から打ちにいくもファウル 0-1,1 Tamame: Shokyuu kara Uchi ni Iku mo Foul 0-1,,,,,1,1101.0,1.0,137.0,85.14605344934742,31.0,118.0,101.0,101.0,0.0,1400195.0,1600007.0,75.0,280.0,,,,,0.0,left,right,0.0,0.0,0.0,,,,,,,,山崎福也,1900040.0,郡司裕也,1800091.0,野村佑希,1850932.0,奈良間大己,2112003.0,明瀬諒介,2114529.0,山縣秀,2106284.0,矢澤宏太,1100095.0,松本剛,2000084.0,今川優馬,2025-02-23 07:13:44+00:00,2025-02-23 07:13:44+00:00,0,2786,87,名護
2025,2021029929,2025-02-23 13:01:00+09:00,833005102,110102.0,1,5,オープン戦,1.0,1回表,1,松本,眞鍋,村山,古賀,,,1,8,日本ハム,F,,376,楽天,E,,,,,,,2球目:外角高めのストレートを見送ってボール 1-1,2 Tamame: Gaikaku Takame no Straight wo Miokutte Ball 1-1,,,,,2,1101.0,2.0,138.0,85.76755748912367,31.0,171.0,40.0,118.0,0.0,1400195.0,1600007.0,,,,,,,0.0,left,right,1.0,0.0,0.0,,,,,,,,山崎福也,1900040.0,郡司裕也,1800091.0,野村佑希,1850932.0,奈良間大己,2112003.0,明瀬諒介,2114529.0,山縣秀,2106284.0,矢澤宏太,1100095.0,松本剛,2000084.0,今川優馬,2025-02-23 07:13:44+00:00,2025-02-23 07:13:44+00:00,0,2786,87,名護
2025,2021029929,2025-02-23 13:01:00+09:00,833005103,110103.0,1,5,オープン戦,1.0,1回表,1,松本,眞鍋,村山,古賀,,,1,8,日本ハム,F,,376,楽天,E,,,,,,,3球目:外角低めのチェンジアップを見送ってボール 2-1,3 Tamame: Gaikaku Hikume no Change Up wo Miokutte Ball 2-1,,,,,3,1101.0,3.0,118.0,73.3374766935985,41.0,170.0,179.0,118.0,0.0,1400195.0,1600007.0,,,,,,,0.0,left,right,1.0,1.0,0.0,,,,,,,,山崎福也,1900040.0,郡司裕也,1800091.0,野村佑希,1850932.0,奈良間大己,2112003.0,明瀬諒介,2114529.0,山縣秀,2106284.0,矢澤宏太,1100095.0,松本剛,2000084.0,今川優馬,2025-02-23 07:13:44+00:00,2025-02-23 07:13:44+00:00,0,2786,87,名護
2025,2021029929,2025-02-23 13:01:00+09:00,833005104,110104.0,1,5,オープン戦,1.0,1回表,1,松本,眞鍋,村山,古賀,,,1,8,日本ハム,F,,376,楽天,E,,,,,,,4球目:内角高めのカットボールを打つもレフトフライ 1アウト,4 Tamame: Naikaku Takame no Cut Ball wo Utsu mo Left Fly 1 Out,,,,,4,1101.0,4.0,129.0,80.17402113113735,49.0,73.0,90.0,109.0,55.0,1400195.0,1600007.0,91.0,103.0,2106284.0,矢澤,7.0,12.0,0.0,left,right,1.0,2.0,0.0,,,,,,,,山崎福也,1900040.0,郡司裕也,1800091.0,野村佑希,1850932.0,奈良間大己,2112003.0,明瀬諒介,2114529.0,山縣秀,2106284.0,矢澤宏太,1100095.0,松本剛,2000084.0,今川優馬,2025-02-23 07:13:44+00:00,2025-02-23 07:13:44+00:00,0,2786,87,名護
2025,2021029929,2025-02-23 13:01:00+09:00,833005105,110200.0,1,5,オープン戦,1.0,1回表,2,松本,眞鍋,村山,古賀,,,1,8,日本ハム,F,,376,楽天,E,,,,,,,＜2番：宗山＞一死走者なし,<2 Ban: Souzan> Ichi Shi Sousha Nashi,,,,,0,1102.0,0.0,,,,,,0.0,0.0,1400195.0,1851157.0,,,,,,,0.0,left,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-23 07:13:44+00:00,2025-02-23 07:13:44+00:00,0,2786,87,名護
