player_jersey_number,player_name_jap,player_salary,pitching_ERA,total_games,pitching_W,pitching_L,pitching_IP,pitching_W%,pitching_CG,pitching_SHO,pitching_SV,pitching_H,pitching_SO,pitching_SO%,pitching_R,pitching_ER,pitching_H,pitching_HR,pitching_BB,pitching_HBP,pitching_BB%,Team,player_id
39,長谷部銀次,8000000.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,4.0,5.14,0.0,0.0,1.0,0.0,5.0,0.0,6.43,広島,1550974
41,矢崎拓也,56000000.0,3.6,26.0,1.0,1.0,25.0,0.5,0.0,0.0,0.0,10.0,17.0,6.12,10.0,10.0,22.0,2.0,13.0,1.0,4.68,広島,
42,トーマス・ハッチ,124000000.0,7.36,5.0,0.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,18.0,7.36,18.0,18.0,28.0,5.0,10.0,2.0,4.09,広島,
43,島内颯太郎,70000000.0,2.77,58.0,11.0,6.0,,0.647,0.0,0.0,0.0,24.0,53.0,8.62,20.0,17.0,43.0,2.0,27.0,2.0,4.39,広島,1800073
45,松本竜也,14000000.0,2.84,12.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,10.0,7.11,4.0,4.0,9.0,1.0,5.0,0.0,3.55,広島,1651377
46,河野佳,7000000.0,2.16,13.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,17.0,9.18,4.0,4.0,20.0,1.0,4.0,1.0,2.16,広島,1851151
47,斉藤優汰,8000000.0,,,,,,,,,,,,,,,,,,,,広島,2107847
48,アドゥワ誠,12000000.0,3.13,20.0,6.0,4.0,,0.6,1.0,1.0,0.0,0.0,61.0,5.16,43.0,37.0,102.0,9.0,29.0,5.0,2.45,広島,1600125
49,戸根千明,19000000.0,,,,,,,,,,,,,,,,,,,,広島,
53,小林樹斗,5500000.0,,,,,,,,,,,,,,,,,,,,広島,2000063
65,玉村昇悟,16000000.0,2.96,15.0,4.0,5.0,76.0,0.444,2.0,0.0,0.0,0.0,58.0,6.87,32.0,25.0,77.0,3.0,11.0,2.0,1.3,広島,1900057
66,遠藤淳志,25000000.0,4.5,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,3.0,0.0,6.75,広島,1700072
67,内間拓馬,7000000.0,,,,,,,,,,,,,,,,,,,,広島,
68,テイラー・ハーン,87600000.0,1.29,35.0,0.0,1.0,35.0,0.0,0.0,0.0,2.0,17.0,26.0,6.69,5.0,5.0,18.0,1.0,7.0,0.0,1.8,広島,
70,日高暖己,4500000.0,,,,,,,,,,,,,,,,,,,,広島,2106726
93,岡田明丈,8000000.0,,,,,,,,,,,,,,,,,,,,広島,
98,ロベルト・コルニエル,37400000.0,2.65,16.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,14.0,7.41,7.0,5.0,15.0,1.0,7.0,0.0,3.71,広島,
120,杉田健,3000000.0,,,,,,,,,,,,,,,,,,,,広島,2112142
122,坂田怜,3500000.0,,,,,,,,,,,,,,,,,,,,広島,
125,辻大雅,3250000.0,,,,,,,,,,,,,,,,,,,,広島,2106037
126,新家颯,3500000.0,,,,,,,,,,,,,,,,,,,,広島,
128,杉原望来,2500000.0,,,,,,,,,,,,,,,,,,,,広島,2104180
129,藤井黎來,5000000.0,,,,,,,,,,,,,,,,,,,,広島,
011,笠島尚樹,3900000.0,,,,,,,,,,,,,,,,,,,,巨人,2000014
012,三浦克也,4000000.0,,,,,,,,,,,,,,,,,,,,巨人,
15,大勢,56000000.0,0.88,43.0,1.0,2.0,41.0,0.333,0.0,0.0,29.0,5.0,54.0,11.85,4.0,4.0,28.0,0.0,8.0,0.0,1.76,巨人,
015,川嵜陽仁,3900000.0,,,,,,,,,,,,,,,,,,,,巨人,
016,千葉隆広,3600000.0,,,,,,,,,,,,,,,,,,,,巨人,2112123
17,西舘勇陽,16000000.0,3.82,28.0,1.0,3.0,,0.25,0.0,0.0,1.0,20.0,25.0,7.34,14.0,13.0,22.0,2.0,14.0,0.0,4.11,巨人,1850035
18,菅野智之,400000000.0,1.67,24.0,15.0,3.0,,0.833,3.0,1.0,0.0,0.0,111.0,6.38,31.0,29.0,132.0,6.0,16.0,4.0,0.92,巨人,
018,木下幹也,4000000.0,,,,,,,,,,,,,,,,,,,,巨人,2000015
19,山崎伊織,51000000.0,2.81,24.0,10.0,6.0,,0.625,1.0,1.0,0.0,0.0,103.0,6.29,48.0,46.0,140.0,8.0,42.0,10.0,2.57,巨人,2000006
019,園田純規,3600000.0,,,,,,,,,,,,,,,,,,,,巨人,2112163
20,戸郷翔征,180000000.0,1.95,26.0,12.0,8.0,180.0,0.6,4.0,3.0,0.0,0.0,156.0,7.8,39.0,39.0,129.0,12.0,44.0,7.0,2.2,巨人,1800028
020,戸田懐生,7000000.0,,,,,,,,,,,,,,,,,,,,巨人,
021,小沼健太,7200000.0,,,,,,,,,,,,,,,,,,,,巨人,
023,田村朋輝,3800000.0,,,,,,,,,,,,,,,,,,,,巨人,2107867
26,今村信貴,42000000.0,2.25,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,7.88,2.0,2.0,6.0,0.0,1.0,1.0,1.12,巨人,
026,吉村優聖歩,3800000.0,,,,,,,,,,,,,,,,,,,,巨人,2102924
28,高橋礼,43000000.0,3.66,11.0,2.0,2.0,,0.5,1.0,0.0,0.0,0.0,22.0,4.24,20.0,19.0,42.0,3.0,21.0,1.0,4.05,巨人,1700130
028,富田龍,4300000.0,,,,,,,,,,,,,,,,,,,,巨人,2103725
29,F.グリフィン,200000000.0,3.01,20.0,6.0,4.0,,0.6,0.0,0.0,0.0,0.0,126.0,9.72,40.0,39.0,99.0,9.0,23.0,4.0,1.77,巨人,
30,近藤大亮,42000000.0,,,,,,,,,,,,,,,,,,,,巨人,
030,山崎友輔,4300000.0,,,,,,,,,,,,,,,,,,,,巨人,
31,赤星優志,30000000.0,3.12,21.0,1.0,7.0,75.0,0.125,0.0,0.0,0.0,1.0,43.0,5.16,28.0,26.0,66.0,8.0,10.0,2.0,1.2,巨人,2103689
32,鈴木康平,27500000.0,,,,,,,,,,,,,,,,,,,,巨人,
33,K.ケラー,120000000.0,1.53,52.0,2.0,2.0,47.0,0.5,0.0,0.0,1.0,20.0,54.0,10.34,10.0,8.0,24.0,5.0,19.0,0.0,3.64,巨人,
034,森本哲星,3800000.0,,,,,,,,,,,,,,,,,,,,巨人,2106455
035,ルシアーノ,10000000.0,,,,,,,,,,,,,,,,,,,,巨人,
36,馬場皐輔,35000000.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,13.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,巨人,1700077
41,中川皓太,100000000.0,8.76,15.0,0.0,2.0,,0.0,0.0,0.0,0.0,7.0,7.0,5.11,12.0,12.0,19.0,3.0,3.0,0.0,2.19,巨人,1500052
041,黄錦豪,,,,,,,,,,,,,,,,,,,,,巨人,2114860
45,畠世周,25000000.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,巨人,1600060
46,又木鉄平,10000000.0,6.1,3.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,7.0,6.1,7.0,7.0,11.0,2.0,10.0,0.0,8.71,巨人,2108022
47,森田駿哉,15000000.0,,,,,,,,,,,,,,,,,,,,巨人,1450977
047,鴨打瑛二,3800000.0,,,,,,,,,,,,,,,,,,,,巨人,
48,田中千晴,19000000.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,巨人,2107899
49,A.バルドナード,90000000.0,2.44,58.0,2.0,3.0,,0.4,0.0,0.0,9.0,26.0,63.0,10.97,15.0,14.0,40.0,1.0,28.0,0.0,4.88,巨人,
52,伊藤優輔,7000000.0,1.04,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,8.0,8.31,1.0,1.0,5.0,0.0,3.0,1.0,3.12,巨人,2000008
53,高梨雄平,120000000.0,2.04,51.0,4.0,3.0,,0.571,0.0,0.0,0.0,25.0,29.0,7.39,9.0,8.0,26.0,1.0,15.0,0.0,3.82,巨人,1600100
54,直江大輔,13500000.0,,,,,,,,,,,,,,,,,,,,巨人,
56,石田隼都,6100000.0,,,,,,,,,,,,,,,,,,,,巨人,1950832
57,高橋優貴,23000000.0,,,,,,,,,,,,,,,,,,,,巨人,
057,E.ラモス,8000000.0,,,,,,,,,,,,,,,,,,,,巨人,
58,船迫大雅,23000000.0,2.37,51.0,4.0,0.0,38.0,1.0,0.0,0.0,0.0,22.0,23.0,5.45,12.0,10.0,28.0,4.0,8.0,3.0,1.89,巨人,1450689
62,横川凱,17000000.0,0.94,12.0,3.0,1.0,,0.75,0.0,0.0,0.0,0.0,9.0,2.83,4.0,3.0,23.0,0.0,10.0,0.0,3.14,巨人,1800026
63,泉圭輔,27000000.0,1.93,35.0,2.0,0.0,,1.0,0.0,0.0,1.0,5.0,30.0,7.23,10.0,8.0,28.0,0.0,11.0,4.0,2.65,巨人,1800111
063,花田侑樹,4500000.0,,,,,,,,,,,,,,,,,,,,巨人,2050382
64,大江竜聖,28000000.0,2.63,16.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,13.0,8.56,4.0,4.0,9.0,1.0,8.0,0.0,5.27,巨人,1600064
65,Y.メンデス,100000000.0,12.46,2.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,4.0,8.31,8.0,6.0,6.0,0.0,7.0,0.0,14.54,巨人,
66,平内龍太,23000000.0,2.16,31.0,1.0,2.0,,0.333,0.0,0.0,0.0,2.0,22.0,5.94,11.0,8.0,35.0,4.0,6.0,1.0,1.62,巨人,2000005
68,代木大和,7300000.0,,,,,,,,,,,,,,,,,,,,巨人,2050423
90,山田龍聖,10000000.0,,,,,,,,,,,,,,,,,,,,巨人,1750087
91,堀田賢慎,6300000.0,2.45,17.0,3.0,3.0,,0.5,0.0,0.0,0.0,0.0,30.0,5.26,14.0,14.0,43.0,2.0,13.0,2.0,2.28,巨人,1900016
93,松井颯,6600000.0,13.5,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,6.75,2.0,2.0,2.0,1.0,3.0,0.0,20.25,巨人,1850809
96,菊地大稀,30000000.0,,,,,,,,,,,,,,,,,,,,巨人,2103705
97,井上温大,6700000.0,2.76,25.0,8.0,5.0,101.0,0.615,0.0,0.0,0.0,2.0,99.0,8.82,33.0,31.0,87.0,5.0,27.0,3.0,2.41,巨人,1900019
99,京本眞,4200000.0,3.6,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,5.4,2.0,2.0,4.0,0.0,2.0,1.0,3.6,巨人,2100478
11,東克樹,105000000.0,2.16,26.0,13.0,4.0,183.0,0.765,2.0,2.0,0.0,0.0,140.0,6.89,45.0,44.0,166.0,11.0,27.0,6.0,1.33,DeNA,1700058
13,伊勢大夢,110000000.0,3.62,37.0,2.0,3.0,,0.4,0.0,0.0,0.0,18.0,28.0,7.79,13.0,13.0,28.0,5.0,5.0,2.0,1.39,DeNA,1900032
14,石田健大,80000000.0,3.38,6.0,2.0,3.0,32.0,0.4,0.0,0.0,0.0,0.0,24.0,6.75,13.0,12.0,28.0,5.0,6.0,0.0,1.69,DeNA,1400110
15,徳山壮磨,9100000.0,2.45,29.0,1.0,1.0,,0.5,0.0,0.0,0.0,8.0,12.0,3.68,10.0,8.0,27.0,1.0,15.0,0.0,4.6,DeNA,
16,大貫晋一,77000000.0,2.85,15.0,6.0,7.0,,0.462,0.0,0.0,0.0,0.0,58.0,5.91,35.0,28.0,78.0,6.0,24.0,4.0,2.45,DeNA,1800045
17,三嶋一輝,120000000.0,5.14,7.0,1.0,1.0,7.0,0.5,0.0,0.0,0.0,0.0,7.0,9.0,4.0,4.0,6.0,1.0,6.0,0.0,7.71,DeNA,
18,小園健太,9100000.0,16.88,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,3.0,10.12,5.0,5.0,7.0,0.0,3.0,0.0,10.12,DeNA,2100345
19,山崎康晃,300000000.0,3.35,38.0,3.0,5.0,,0.375,0.0,0.0,4.0,11.0,29.0,6.93,18.0,14.0,35.0,4.0,11.0,3.0,2.63,DeNA,1400109
20,坂本裕哉,20000000.0,2.2,48.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,13.0,39.0,7.8,16.0,11.0,43.0,3.0,12.0,1.0,2.4,DeNA,1900031
22,入江大生,44000000.0,,,,,,,,,,,,,,,,,,,,DeNA,2000034
24,吉野光樹,12000000.0,4.31,7.0,3.0,2.0,,0.6,0.0,0.0,0.0,0.0,29.0,8.33,15.0,15.0,34.0,5.0,11.0,1.0,3.16,DeNA,2105707
26,濱口遥大,54000000.0,3.25,11.0,2.0,4.0,,0.333,1.0,0.0,0.0,0.0,45.0,7.69,26.0,19.0,47.0,3.0,29.0,1.0,4.96,DeNA,
27,上茶谷大河,51000000.0,4.37,18.0,2.0,2.0,,0.5,0.0,0.0,0.0,1.0,16.0,6.35,14.0,11.0,32.0,3.0,11.0,1.0,4.37,DeNA,1800043
30,三浦銀二,7400000.0,,,,,,,,,,,,,,,,,,,,DeNA,
33,武田陸玖,5600000.0,,,,,,,,,,,,,,,,,,,,DeNA,2104341
34,松本凌人,12000000.0,5.91,10.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,3.0,2.53,7.0,7.0,10.0,0.0,6.0,2.0,5.06,DeNA,2108557
35,橋本達弥,7800000.0,,,,,,,,,,,,,,,,,,,,DeNA,2105007
36,森下瑠大,5300000.0,,,,,,,,,,,,,,,,,,,,DeNA,2100260
38,森唯斗,50000000.0,7.52,14.0,1.0,3.0,,0.25,0.0,0.0,0.0,1.0,25.0,6.96,33.0,27.0,50.0,4.0,8.0,3.0,2.23,DeNA,
40,松本隆之介,5600000.0,3.6,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,7.2,2.0,2.0,6.0,0.0,3.0,0.0,5.4,DeNA,2000036
41,佐々木千隼,30000000.0,1.95,28.0,0.0,1.0,37.0,0.0,0.0,0.0,1.0,6.0,28.0,6.81,9.0,8.0,30.0,3.0,17.0,2.0,4.14,DeNA,1600141
42,アンドレ・ジャクソン,145000000.0,2.9,25.0,8.0,7.0,143.0,0.533,0.0,0.0,0.0,0.0,121.0,7.62,53.0,46.0,109.0,8.0,51.0,6.0,3.21,DeNA,
43,深沢鳳介,5000000.0,,,,,,,,,,,,,,,,,,,,DeNA,2100109
45,森原康平,57000000.0,2.41,58.0,2.0,6.0,,0.25,0.0,0.0,29.0,11.0,59.0,8.9,18.0,16.0,54.0,3.0,12.0,1.0,1.81,DeNA,1600096
46,石川達也,16000000.0,1.93,15.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,8.0,5.14,3.0,3.0,15.0,1.0,3.0,1.0,1.93,DeNA,2000040
48,京山将弥,20500000.0,2.01,23.0,2.0,1.0,,0.667,0.0,0.0,0.0,5.0,20.0,8.06,7.0,5.0,18.0,0.0,18.0,0.0,7.25,DeNA,
49,J.B.ウェンデルケン,175000000.0,1.71,28.0,1.0,1.0,,0.5,0.0,0.0,0.0,16.0,25.0,8.54,5.0,5.0,20.0,1.0,9.0,2.0,3.08,DeNA,
53,中川颯,6500000.0,4.42,29.0,3.0,0.0,57.0,1.0,0.0,0.0,1.0,5.0,36.0,5.68,30.0,28.0,65.0,3.0,13.0,6.0,2.05,DeNA,2000099
54,石田裕太郎,7800000.0,3.97,12.0,4.0,3.0,59.0,0.571,1.0,1.0,0.0,0.0,39.0,5.95,27.0,26.0,76.0,4.0,12.0,0.0,1.83,DeNA,2112182
56,高田琢登,5100000.0,,,,,,,,,,,,,,,,,,,,DeNA,2000039
59,平良拳太郎,26000000.0,1.21,4.0,2.0,0.0,,1.0,1.0,1.0,0.0,0.0,22.0,6.67,4.0,4.0,24.0,1.0,2.0,0.0,0.61,DeNA,1300031
62,ローワン・ウィック,110000000.0,2.6,43.0,5.0,1.0,45.0,0.833,0.0,0.0,1.0,11.0,50.0,10.0,16.0,13.0,36.0,3.0,20.0,1.0,4.0,DeNA,
64,中川虎大,7600000.0,3.19,31.0,1.0,3.0,31.0,0.25,0.0,0.0,0.0,10.0,30.0,8.71,11.0,11.0,29.0,2.0,10.0,1.0,2.9,DeNA,1700067
65,宮城滝太,7400000.0,13.5,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,3.0,3.0,3.0,0.0,3.0,0.0,13.5,DeNA,1800049
69,アンソニー・ケイ,116000000.0,3.42,24.0,6.0,9.0,,0.4,1.0,0.0,0.0,0.0,119.0,7.84,61.0,52.0,130.0,6.0,53.0,7.0,3.49,DeNA,
92,堀岡隼人,6700000.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,6.0,9.0,0.0,0.0,5.0,0.0,1.0,0.0,1.5,DeNA,1600072
93,ジョフレック・ディアス,6700000.0,0.0,7.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,1.0,1.93,0.0,0.0,2.0,0.0,3.0,0.0,5.79,DeNA,
101,草野陽斗,3400000.0,,,,,,,,,,,,,,,,,,,,DeNA,
102,清水麻成,3400000.0,,,,,,,,,,,,,,,,,,,,DeNA,2106428
105,ウィルニー・モロン,3400000.0,,,,,,,,,,,,,,,,,,,,DeNA,
106,渡辺明貴,3400000.0,,,,,,,,,,,,,,,,,,,,DeNA,
107,ハンセル・マルセリーノ,3400000.0,,,,,,,,,,,,,,,,,,,,DeNA,
108,今野瑠斗,3400000.0,,,,,,,,,,,,,,,,,,,,DeNA,
110,アレクサンダー・マルティネス,3400000.0,,,,,,,,,,,,,,,,,,,,DeNA,
122,庄司陽斗,3400000.0,,,,,,,,,,,,,,,,,,,,DeNA,2112149
00,ハビー・ゲラ,147000000.0,1.55,59.0,1.0,4.0,58.0,0.2,0.0,0.0,14.0,31.0,48.0,7.45,10.0,10.0,47.0,3.0,11.0,0.0,1.71,阪神,
13,岩崎優,200000000.0,2.2,60.0,4.0,4.0,,0.5,0.0,0.0,23.0,17.0,46.0,7.22,14.0,14.0,48.0,3.0,15.0,0.0,2.35,阪神,1300075
14,岩貞祐太,100000000.0,5.4,2.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,2.0,10.8,2.0,1.0,1.0,0.0,2.0,1.0,10.8,阪神,1300070
15,西純矢,38000000.0,2.7,4.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,3.0,0.0,4.05,阪神,1900044
16,西勇輝,300000000.0,2.24,21.0,6.0,7.0,,0.462,1.0,1.0,0.0,0.0,71.0,5.13,39.0,31.0,113.0,5.0,23.0,5.0,1.66,阪神,900062
17,青柳晃洋,210000000.0,3.69,12.0,2.0,3.0,61.0,0.4,0.0,0.0,0.0,0.0,35.0,5.16,31.0,25.0,66.0,2.0,21.0,6.0,3.1,阪神,1500090
19,下村海翔,16000000.0,,,,,,,,,,,,,,,,,,,,阪神,2110265
20,森木大智,11000000.0,,,,,,,,,,,,,,,,,,,,阪神,
21,秋山拓巳,44000000.0,,,,,,,,,,,,,,,,,,,,阪神,
26,椎葉剛,10000000.0,,,,,,,,,,,,,,,,,,,,阪神,2105582
27,伊藤将司,160000000.0,4.62,18.0,4.0,5.0,74.0,0.444,1.0,0.0,0.0,0.0,33.0,4.01,46.0,38.0,90.0,5.0,16.0,2.0,1.95,阪神,2000052
28,鈴木勇斗,10000000.0,,,,,,,,,,,,,,,,,,,,阪神,
29,高橋遥人,18500000.0,1.52,5.0,4.0,1.0,,0.8,0.0,0.0,0.0,0.0,28.0,8.49,5.0,5.0,20.0,0.0,4.0,1.0,1.21,阪神,1700078
30,門別啓人,8000000.0,4.5,5.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,8.0,6.0,15.0,1.0,4.0,0.0,3.0,阪神,2104016
34,漆原大晟,14500000.0,3.89,38.0,1.0,4.0,,0.2,0.0,0.0,0.0,5.0,22.0,5.71,16.0,15.0,38.0,0.0,17.0,0.0,4.41,阪神,
35,才木浩人,50000000.0,1.83,25.0,13.0,3.0,,0.812,4.0,3.0,0.0,0.0,137.0,7.35,35.0,34.0,140.0,4.0,38.0,0.0,2.04,阪神,1600115
36,浜地真澄,30000000.0,2.11,18.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,3.8,6.0,5.0,17.0,2.0,2.0,0.0,0.84,阪神,1600116
37,及川雅貴,32000000.0,2.76,9.0,1.0,3.0,,0.25,1.0,0.0,0.0,0.0,23.0,7.06,11.0,9.0,25.0,2.0,10.0,0.0,3.07,阪神,1900046
41,村上頌樹,67000000.0,2.58,25.0,7.0,11.0,,0.389,2.0,0.0,0.0,0.0,130.0,7.61,57.0,44.0,143.0,7.0,33.0,2.0,1.93,阪神,2000055
46,島本浩也,48000000.0,2.81,33.0,2.0,1.0,,0.667,0.0,0.0,0.0,6.0,10.0,3.51,9.0,8.0,27.0,1.0,10.0,1.0,3.51,阪神,1000164
47,桐敷拓馬,33000000.0,1.79,70.0,3.0,1.0,,0.75,0.0,0.0,0.0,40.0,60.0,8.27,14.0,13.0,48.0,0.0,18.0,4.0,2.48,阪神,2103707
48,茨木秀俊,5000000.0,,,,,,,,,,,,,,,,,,,,阪神,2107862
49,大竹耕太郎,67000000.0,2.8,24.0,11.0,7.0,,0.611,0.0,0.0,0.0,0.0,91.0,5.66,47.0,45.0,134.0,8.0,33.0,1.0,2.05,阪神,1700137
50,富田蓮,9500000.0,0.76,33.0,0.0,1.0,,0.0,0.0,0.0,0.0,4.0,22.0,5.55,7.0,3.0,26.0,1.0,5.0,2.0,1.26,阪神,2106172
54,加治屋蓮,60000000.0,4.5,13.0,2.0,0.0,12.0,1.0,0.0,0.0,0.0,1.0,12.0,9.0,8.0,6.0,11.0,0.0,7.0,1.0,5.25,阪神,1300076
63,石黒佑弥,7500000.0,5.4,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,8.1,2.0,2.0,6.0,0.0,1.0,0.0,2.7,阪神,2106233
64,岡留英貴,8400000.0,2.84,35.0,1.0,0.0,38.0,1.0,0.0,0.0,1.0,6.0,24.0,5.68,16.0,12.0,36.0,1.0,11.0,2.0,2.61,阪神,2103848
65,湯浅京己,47000000.0,,,,,,,,,,,,,,,,,,,,阪神,1800070
66,津田淳哉,7200000.0,,,,,,,,,,,,,,,,,,,,阪神,2112141
69,石井大智,40000000.0,1.48,56.0,4.0,1.0,,0.8,0.0,0.0,1.0,30.0,58.0,10.73,12.0,8.0,34.0,0.0,14.0,0.0,2.59,阪神,2000058
92,川原陸,4200000.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,阪神,
93,岩田将貴,4400000.0,,,,,,,,,,,,,,,,,,,,阪神,2000059
98,佐藤蓮,5000000.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,阪神,
99,ジェレミー・ビーズリー,117600000.0,2.47,14.0,8.0,3.0,,0.727,1.0,0.0,0.0,0.0,75.0,8.8,23.0,21.0,53.0,6.0,24.0,5.0,2.82,阪神,
122,小川一平,10000000.0,,,,,,,,,,,,,,,,,,,,阪神,1900049
123,松原快,3000000.0,,,,,,,,,,,,,,,,,,,,阪神,2107888
125,伊藤稜,3000000.0,,,,,,,,,,,,,,,,,,,,阪神,1750802
131,ホセ・ベタンセス,3000000.0,,,,,,,,,,,,,,,,,,,,阪神,
132,アンソニー・マルティネス,3000000.0,,,,,,,,,,,,,,,,,,,,阪神,
