player_jersey_number,player_name_jap,player_salary,bating_AVG,total_games,batting_PA,batting_AB,batting_H,batting_2B,batting_3B,batting_HR,batting_TB,batting_R,batting_RBI,batting_SO,batting_BB,batting_HBP,batting_SB,batting_OBP,batting_SLG,batting_OPS,batting_SO%,Team,player_id
52,庄司隼人,6300000,0.0,12.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.067,0.0,0.067,0.133,広島,
54,船越涼太,7000000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,広島,
55,エルドレッド,115000000,0.212,38.0,94.0,80.0,17.0,9.0,0.0,5.0,41.0,8.0,14.0,19.0,11.0,3.0,0.0,0.33,0.512,0.842,0.202,広島,
59,美間優槻,5500000,0.139,30.0,38.0,36.0,5.0,0.0,0.0,0.0,5.0,2.0,1.0,11.0,1.0,0.0,0.0,0.162,0.139,0.301,0.289,広島,
59,曽根海成,5600000,0.278,11.0,22.0,18.0,5.0,0.0,1.0,0.0,7.0,3.0,2.0,9.0,2.0,1.0,1.0,0.381,0.389,0.77,0.409,広島,
60,永井敦士,5000000,,,,,,,,,,,,,,,,,,,,広島,
61,坂倉将吾,6000000,0.125,9.0,9.0,8.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.222,0.25,0.472,0.111,広島,1600124
63,西川龍馬,20000000,0.309,107.0,361.0,327.0,101.0,22.0,3.0,6.0,147.0,44.0,46.0,51.0,27.0,2.0,5.0,0.364,0.45,0.814,0.141,広島,1500096
69,青木陸,4500000,,,,,,,,,,,,,,,,,,,,広島,
95,バティスタ,22000000,0.242,99.0,302.0,273.0,66.0,8.0,0.0,25.0,149.0,38.0,55.0,81.0,26.0,1.0,0.0,0.308,0.546,0.854,0.268,広島,
96,A.メヒア,12000000,0.268,22.0,44.0,41.0,11.0,2.0,0.0,3.0,22.0,6.0,7.0,12.0,2.0,1.0,1.0,0.318,0.537,0.855,0.273,広島,
123,木村聡司,4000000,,,,,,,,,,,,,,,,,,,,広島,
00,寺内崇幸,32000000,,,,,,,,,,,,,,,,,,,,巨人,700010
0,吉川尚輝,13000000,0.253,92.0,355.0,316.0,80.0,16.0,3.0,4.0,114.0,51.0,29.0,61.0,19.0,5.0,11.0,0.304,0.361,0.665,0.172,巨人,1600059
001,比嘉賢伸,2500000,,,,,,,,,,,,,,,,,,,,巨人,
2,陽岱鋼,300000000,0.245,87.0,276.0,253.0,62.0,12.0,2.0,10.0,108.0,24.0,37.0,72.0,17.0,2.0,2.0,0.297,0.427,0.724,0.261,巨人,600037
002,加藤脩平,2500000,,,,,,,,,,,,,,,,,,,,巨人,
004,笠井駿,2500000,,,,,,,,,,,,,,,,,,,,巨人,
5,ゲレーロ,400000000,0.244,82.0,323.0,287.0,70.0,17.0,0.0,15.0,132.0,34.0,40.0,62.0,29.0,6.0,2.0,0.325,0.46,0.785,0.192,巨人,
005,広畑塁,2500000,,,,,,,,,,,,,,,,,,,,巨人,
6,坂本勇人,350000000,0.345,109.0,502.0,441.0,152.0,27.0,2.0,18.0,237.0,87.0,67.0,83.0,61.0,0.0,9.0,0.424,0.537,0.962,0.165,巨人,700003
7,長野久義,190000000,0.29,116.0,426.0,383.0,111.0,16.0,0.0,13.0,166.0,49.0,52.0,69.0,41.0,1.0,3.0,0.359,0.433,0.793,0.162,巨人,900397
007,小山翔平,2500000,,,,,,,,,,,,,,,,,,,,巨人,
008,折下光輝,2400000,,,,,,,,,,,,,,,,,,,,巨人,
9,亀井善行,52000000,0.254,123.0,461.0,422.0,107.0,20.0,0.0,13.0,166.0,47.0,49.0,70.0,36.0,2.0,4.0,0.315,0.393,0.708,0.152,巨人,500037
009,松原聖弥,2900000,,,,,,,,,,,,,,,,,,,,巨人,
10,阿部慎之助,210000000,0.247,95.0,223.0,198.0,49.0,6.0,0.0,11.0,88.0,22.0,46.0,55.0,21.0,2.0,0.0,0.324,0.444,0.769,0.247,巨人,12049
010,高山竜太朗,2800000,,,,,,,,,,,,,,,,,,,,巨人,
12,脇谷亮太,20000000,,,,,,,,,,,,,,,,,,,,巨人,600052
014,松澤裕介,2600000,,,,,,,,,,,,,,,,,,,,巨人,
018,田島洸成,2600000,,,,,,,,,,,,,,,,,,,,巨人,
22,小林誠司,54000000,0.219,119.0,313.0,265.0,58.0,9.0,0.0,2.0,73.0,22.0,26.0,58.0,27.0,4.0,0.0,0.3,0.275,0.575,0.185,巨人,1300027
022,荒井颯太,2400000,,,,,,,,,,,,,,,,,,,,巨人,
25,岡本和真,12000000,0.309,143.0,616.0,540.0,167.0,26.0,0.0,33.0,292.0,82.0,100.0,120.0,72.0,4.0,2.0,0.394,0.541,0.935,0.195,巨人,
27,宇佐見真吾,17000000,0.104,29.0,58.0,48.0,5.0,2.0,0.0,0.0,7.0,2.0,3.0,20.0,10.0,0.0,0.0,0.259,0.146,0.404,0.345,巨人,1500049
027,J.マルティネス,2400000,0.18,19.0,66.0,61.0,11.0,4.0,0.0,2.0,21.0,7.0,5.0,27.0,5.0,0.0,1.0,0.242,0.344,0.587,0.409,巨人,
32,橋本到,29000000,,,,,,,,,,,,,,,,,,,,巨人,900014
33,マギー,266000000,0.285,132.0,547.0,499.0,142.0,28.0,0.0,21.0,233.0,65.0,84.0,92.0,41.0,1.0,2.0,0.336,0.467,0.803,0.168,巨人,
38,岸田行倫,12000000,,,,,,,,,,,,,,,,,,,,巨人,1700043
43,重信慎之介,24000000,0.281,60.0,185.0,167.0,47.0,7.0,5.0,2.0,70.0,24.0,13.0,38.0,11.0,0.0,6.0,0.324,0.419,0.743,0.205,巨人,
46,大城卓三,10000000,0.265,83.0,202.0,185.0,49.0,12.0,0.0,4.0,73.0,19.0,17.0,46.0,15.0,0.0,0.0,0.32,0.395,0.715,0.228,巨人,1700044
49,石川慎吾,25000000,0.192,17.0,28.0,26.0,5.0,1.0,1.0,0.0,8.0,1.0,0.0,6.0,2.0,0.0,0.0,0.25,0.308,0.558,0.214,巨人,1100096
52,北村拓己,8000000,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,巨人,
56,山本泰寛,18000000,0.255,38.0,120.0,102.0,26.0,4.0,1.0,0.0,32.0,15.0,3.0,19.0,13.0,2.0,2.0,0.35,0.314,0.664,0.158,巨人,1500050
58,立岡宗一郎,29000000,0.231,42.0,60.0,52.0,12.0,0.0,0.0,0.0,12.0,10.0,5.0,11.0,7.0,1.0,4.0,0.333,0.231,0.564,0.183,巨人,900093
59,柿澤貴裕,6500000,,,,,,,,,,,,,,,,,,,,巨人,
60,若林晃弘,8000000,0.056,17.0,19.0,18.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,1.0,0.0,0.0,0.105,0.056,0.161,0.316,巨人,1700047
61,中井大介,24000000,0.186,70.0,97.0,86.0,16.0,5.0,0.0,1.0,24.0,8.0,6.0,25.0,6.0,2.0,0.0,0.255,0.279,0.534,0.258,巨人,800002
63,田中俊太,8000000,0.241,99.0,261.0,228.0,55.0,6.0,3.0,2.0,73.0,20.0,12.0,41.0,23.0,0.0,6.0,0.311,0.32,0.631,0.157,巨人,1700046
65,辻東倫,9600000,0.1,8.0,10.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,巨人,
66,村上海斗,8000000,,,,,,,,,,,,,,,,,,,,巨人,
67,和田恋,7300000,0.125,5.0,8.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.125,0.125,0.25,0.5,巨人,
68,吉川大幾,13600000,0.167,97.0,23.0,18.0,3.0,0.0,0.0,0.0,3.0,21.0,0.0,6.0,2.0,0.0,7.0,0.25,0.167,0.417,0.261,巨人,1000139
69,田中貴也,4400000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,巨人,1400107
93,湯浅大,4800000,,,,,,,,,,,,,,,,,,,,巨人,1700049
94,河野元貴,7000000,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,巨人,
98,増田大輝,4400000,,,,,,,,,,,,,,,,,,,,巨人,1500054
99,青山誠,4400000,,,,,,,,,,,,,,,,,,,,巨人,
00,宮本秀明,7500000,0.16,21.0,25.0,25.0,4.0,0.0,0.0,2.0,10.0,6.0,2.0,8.0,0.0,0.0,4.0,0.16,0.4,0.56,0.32,DeNA,
1,桑原将志,85000000,0.261,127.0,421.0,379.0,99.0,24.0,5.0,9.0,160.0,57.0,26.0,71.0,32.0,3.0,17.0,0.324,0.422,0.746,0.169,DeNA,1100061
2,J.ロペス,230000000,0.288,110.0,459.0,441.0,127.0,23.0,0.0,26.0,228.0,46.0,77.0,58.0,16.0,1.0,0.0,0.314,0.517,0.831,0.126,DeNA,
3,梶谷隆幸,128000000,0.268,41.0,137.0,127.0,34.0,8.0,0.0,8.0,66.0,21.0,18.0,21.0,8.0,2.0,5.0,0.321,0.52,0.841,0.153,DeNA,
4,荒波翔,30000000,0.0,11.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.154,0.0,0.154,0.308,DeNA,
5,倉本寿彦,73000000,0.232,85.0,235.0,228.0,53.0,7.0,0.0,1.0,63.0,11.0,14.0,51.0,6.0,0.0,1.0,0.251,0.276,0.527,0.217,DeNA,1400111
6,白崎浩之,18500000,,,,,,,,,,,,,,,,,,,,DeNA,
7,石川雄洋,55000000,0.23,41.0,91.0,74.0,17.0,1.0,0.0,0.0,18.0,10.0,7.0,19.0,11.0,0.0,5.0,0.322,0.243,0.565,0.209,DeNA,
8,神里和毅,12500000,0.251,86.0,273.0,247.0,62.0,14.0,3.0,5.0,97.0,31.0,21.0,68.0,19.0,3.0,15.0,0.312,0.393,0.705,0.249,DeNA,1700059
9,大和,100000000,0.244,113.0,435.0,394.0,96.0,24.0,3.0,2.0,132.0,54.0,27.0,73.0,24.0,5.0,10.0,0.293,0.335,0.628,0.168,DeNA,
10,戸柱恭孝,38000000,0.179,25.0,59.0,56.0,10.0,2.0,0.0,1.0,15.0,5.0,6.0,9.0,2.0,0.0,0.0,0.207,0.268,0.475,0.153,DeNA,1500064
23,松尾大河,6150000,,,,,,,,,,,,,,,,,,,,DeNA,
25,筒香嘉智,350000000,0.295,139.0,580.0,495.0,146.0,33.0,1.0,38.0,295.0,77.0,89.0,107.0,80.0,2.0,0.0,0.393,0.596,0.989,0.184,DeNA,1000002
29,伊藤光,55000000,0.195,47.0,151.0,128.0,25.0,5.0,0.0,1.0,33.0,12.0,11.0,29.0,18.0,3.0,1.0,0.305,0.258,0.562,0.192,DeNA,800075
31,柴田竜拓,23000000,0.219,113.0,265.0,224.0,49.0,6.0,0.0,3.0,64.0,32.0,13.0,45.0,30.0,5.0,2.0,0.324,0.286,0.61,0.17,DeNA,1500063
32,高城俊人,18000000,0.136,28.0,75.0,66.0,9.0,1.0,0.0,0.0,10.0,7.0,3.0,25.0,2.0,2.0,2.0,0.183,0.152,0.335,0.333,DeNA,
33,乙坂智,21000000,0.204,73.0,109.0,93.0,19.0,2.0,0.0,0.0,21.0,16.0,7.0,22.0,12.0,0.0,3.0,0.29,0.226,0.516,0.202,DeNA,
36,狩野行寿,7000000,,,,,,,,,,,,,,,,,,,,DeNA,
37,楠本泰史,7000000,0.205,56.0,82.0,73.0,15.0,3.0,0.0,0.0,18.0,4.0,2.0,19.0,6.0,3.0,2.0,0.293,0.247,0.539,0.232,DeNA,
38,山下幸輝,11400000,0.222,21.0,65.0,63.0,14.0,2.0,0.0,1.0,19.0,3.0,3.0,13.0,0.0,0.0,1.0,0.222,0.302,0.524,0.2,DeNA,
39,嶺井博希,19000000,0.177,91.0,230.0,209.0,37.0,7.0,0.0,5.0,59.0,10.0,25.0,56.0,6.0,8.0,0.0,0.228,0.282,0.51,0.243,DeNA,1300093
40,飛雄馬,7500000,0.143,4.0,8.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.25,0.143,0.393,0.375,DeNA,
44,佐野恵太,7000000,0.23,73.0,130.0,126.0,29.0,4.0,0.0,5.0,48.0,6.0,14.0,26.0,3.0,0.0,1.0,0.246,0.381,0.627,0.2,DeNA,1600089
50,山本祐大,5000000,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,DeNA,1700066
51,宮崎敏郎,80000000,0.318,142.0,590.0,551.0,175.0,34.0,0.0,28.0,293.0,71.0,71.0,45.0,38.0,1.0,0.0,0.363,0.532,0.894,0.076,DeNA,1200053
52,細川成也,5400000,0.222,11.0,22.0,18.0,4.0,1.0,0.0,1.0,8.0,2.0,2.0,11.0,3.0,1.0,0.0,0.364,0.444,0.808,0.5,DeNA,1600085
55,後藤武敏,18900000,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DeNA,
57,青柳昴樹,5300000,,,,,,,,,,,,,,,,,,,,DeNA,
60,白根尚貴,5400000,,,,,,,,,,,,,,,,,,,,DeNA,
61,中川大志,9600000,0.228,47.0,62.0,57.0,13.0,4.0,0.0,2.0,23.0,3.0,7.0,21.0,5.0,0.0,0.0,0.29,0.404,0.694,0.339,DeNA,
63,関根大気,15700000,0.28,29.0,26.0,25.0,7.0,2.0,1.0,0.0,11.0,4.0,3.0,6.0,0.0,0.0,2.0,0.28,0.44,0.72,0.231,DeNA,1300038
64,百瀬大騎,5400000,,,,,,,,,,,,,,,,,,,,DeNA,
66,西森将司,6100000,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,DeNA,
67,田中浩康,22000000,0.188,31.0,52.0,48.0,9.0,1.0,0.0,0.0,10.0,3.0,3.0,7.0,2.0,1.0,0.0,0.235,0.208,0.444,0.135,DeNA,500090
99,ネフタリ・ソト,35000000,0.31,107.0,459.0,416.0,129.0,16.0,0.0,41.0,268.0,74.0,95.0,100.0,29.0,9.0,0.0,0.364,0.644,1.008,0.218,DeNA,
100,網谷圭将,3600000,,,,,,,,,,,,,,,,,,,,DeNA,
101,山本武白志,3600000,,,,,,,,,,,,,,,,,,,,DeNA,
102,亀井塔生,3600000,,,,,,,,,,,,,,,,,,,,DeNA,
00,上本博紀,43000000,0.422,20.0,53.0,45.0,19.0,3.0,0.0,1.0,25.0,7.0,6.0,8.0,6.0,0.0,4.0,0.481,0.556,1.036,0.151,阪神,900023
1,鳥谷敬,400000000,0.232,121.0,261.0,220.0,51.0,11.0,0.0,1.0,65.0,15.0,22.0,37.0,34.0,1.0,1.0,0.333,0.295,0.629,0.142,阪神,
2,北條史也,20000000,0.322,62.0,266.0,239.0,77.0,8.0,1.0,1.0,90.0,34.0,20.0,32.0,19.0,1.0,1.0,0.37,0.377,0.747,0.12,阪神,
3,大山悠輔,25000000,0.274,117.0,378.0,347.0,95.0,19.0,4.0,11.0,155.0,48.0,48.0,54.0,26.0,2.0,5.0,0.326,0.447,0.773,0.143,阪神,1600113
4,熊谷敬宥,10000000,0.231,19.0,18.0,13.0,3.0,0.0,0.0,0.0,3.0,10.0,2.0,3.0,2.0,0.0,3.0,0.333,0.231,0.564,0.167,阪神,1700079
5,西岡剛,75000000,0.125,25.0,43.0,40.0,5.0,3.0,0.0,0.0,8.0,4.0,1.0,10.0,3.0,0.0,0.0,0.186,0.2,0.386,0.233,阪神,20219
7,糸井嘉男,400000000,0.308,119.0,509.0,419.0,129.0,24.0,0.0,16.0,201.0,60.0,68.0,63.0,77.0,8.0,22.0,0.42,0.48,0.9,0.124,阪神,
8,福留孝介,220000000,0.28,123.0,499.0,414.0,116.0,26.0,2.0,14.0,188.0,57.0,72.0,90.0,73.0,5.0,2.0,0.389,0.454,0.843,0.18,阪神,
9,高山俊,38000000,0.172,45.0,134.0,128.0,22.0,5.0,0.0,1.0,30.0,8.0,14.0,22.0,4.0,1.0,0.0,0.201,0.234,0.436,0.164,阪神,1500086
12,坂本誠志郎,16000000,0.154,15.0,16.0,13.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,7.0,2.0,0.0,0.0,0.25,0.231,0.481,0.438,阪神,1500087
20,ウィリン・ロサリオ,340000000,0.242,75.0,302.0,281.0,68.0,13.0,0.0,8.0,105.0,28.0,40.0,71.0,17.0,1.0,0.0,0.285,0.374,0.658,0.235,阪神,
25,江越大賀,16000000,0.15,29.0,40.0,40.0,6.0,2.0,0.0,1.0,11.0,6.0,1.0,22.0,0.0,0.0,3.0,0.15,0.275,0.425,0.55,阪神,
32,山崎憲晴,10000000,0.222,32.0,22.0,18.0,4.0,1.0,0.0,0.0,5.0,3.0,2.0,4.0,1.0,0.0,0.0,0.263,0.278,0.541,0.182,阪神,900051
33,糸原健斗,16000000,0.286,143.0,637.0,531.0,152.0,29.0,4.0,1.0,192.0,79.0,35.0,73.0,86.0,7.0,6.0,0.39,0.362,0.752,0.115,阪神,1600117
37,森越祐人,10000000,0.125,16.0,39.0,32.0,4.0,0.0,0.0,0.0,4.0,5.0,1.0,7.0,5.0,0.0,0.0,0.243,0.125,0.368,0.179,阪神,1000141
39,長坂拳弥,7200000,0.125,9.0,9.0,8.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.125,0.25,0.375,0.111,阪神,1600119
44,梅野隆太郎,25000000,0.259,132.0,455.0,386.0,100.0,27.0,1.0,8.0,153.0,45.0,47.0,67.0,39.0,1.0,5.0,0.328,0.396,0.724,0.147,阪神,1300073
49,今成亮太,30000000,,,,,,,,,,,,,,,,,,,,阪神,
51,伊藤隼太,18000000,0.247,96.0,172.0,150.0,37.0,7.0,2.0,1.0,51.0,17.0,13.0,41.0,20.0,0.0,0.0,0.335,0.34,0.675,0.238,阪神,1100075
52,小豆畑眞也,6000000,,,,,,,,,,,,,,,,,,,,阪神,
53,島田海吏,8000000,0.2,12.0,37.0,35.0,7.0,1.0,1.0,0.0,10.0,5.0,1.0,7.0,1.0,0.0,0.0,0.222,0.286,0.508,0.189,阪神,1700080
55,陽川尚将,8500000,0.252,75.0,299.0,274.0,69.0,16.0,5.0,6.0,113.0,27.0,48.0,76.0,17.0,7.0,5.0,0.311,0.412,0.723,0.254,阪神,
57,岡崎太一,17000000,0.0,6.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,阪神,
58,荒木郁也,10000000,,,,,,,,,,,,,,,,,,,,阪神,
59,小宮山慎二,8500000,,,,,,,,,,,,,,,,,,,,阪神,
60,中谷将大,38000000,0.23,77.0,246.0,222.0,51.0,6.0,2.0,5.0,76.0,24.0,26.0,65.0,17.0,2.0,0.0,0.287,0.342,0.629,0.264,阪神,1000145
62,植田海,5500000,0.192,104.0,243.0,198.0,38.0,1.0,0.0,0.0,39.0,29.0,1.0,55.0,25.0,2.0,19.0,0.289,0.197,0.486,0.226,阪神,1400172
63,板山祐太郎,8500000,0.257,20.0,39.0,35.0,9.0,0.0,0.0,1.0,12.0,1.0,3.0,14.0,3.0,0.0,0.0,0.308,0.343,0.651,0.359,阪神,1500091
65,緒方凌介,7500000,,,,,,,,,,,,,,,,,,,,阪神,
68,俊介,50000000,0.224,87.0,200.0,183.0,41.0,5.0,1.0,2.0,54.0,25.0,21.0,29.0,11.0,0.0,1.0,0.268,0.295,0.563,0.145,阪神,
93,西田直斗,5000000,,,,,,,,,,,,,,,,,,,,阪神,
94,原口文仁,20000000,0.315,82.0,124.0,111.0,35.0,2.0,0.0,2.0,43.0,8.0,19.0,27.0,8.0,5.0,0.0,0.387,0.387,0.774,0.218,阪神,
99,ナバーロ,23400000,0.276,66.0,225.0,203.0,56.0,11.0,0.0,3.0,76.0,18.0,25.0,55.0,20.0,1.0,0.0,0.342,0.374,0.717,0.244,阪神,
124,横田慎太郎,8700000,,,,,,,,,,,,,,,,,,,,阪神,
0,比屋根渉,15000000,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,ヤクルト,
1,山田哲人,280000000,0.315,140.0,637.0,524.0,165.0,30.0,4.0,34.0,305.0,130.0,89.0,119.0,106.0,4.0,33.0,0.432,0.582,1.014,0.187,ヤクルト,1000132
2,大引啓次,60000000,0.35,47.0,136.0,123.0,43.0,5.0,0.0,5.0,63.0,15.0,15.0,30.0,10.0,0.0,0.0,0.398,0.512,0.911,0.221,ヤクルト,700094
3,西浦直亨,17000000,0.242,138.0,550.0,479.0,116.0,28.0,0.0,10.0,174.0,57.0,55.0,88.0,40.0,8.0,1.0,0.309,0.363,0.673,0.16,ヤクルト,1300095
4,バレンティン,336000000,0.268,142.0,602.0,514.0,138.0,22.0,0.0,38.0,274.0,72.0,131.0,121.0,85.0,0.0,1.0,0.37,0.533,0.904,0.201,ヤクルト,
5,川端慎吾,140000000,0.259,97.0,334.0,297.0,77.0,9.0,1.0,3.0,97.0,22.0,31.0,37.0,32.0,3.0,1.0,0.336,0.327,0.663,0.111,ヤクルト,600011
8,武内晋一,17000000,0.286,15.0,16.0,14.0,4.0,1.0,0.0,1.0,8.0,2.0,3.0,2.0,2.0,0.0,0.0,0.375,0.571,0.946,0.125,ヤクルト,
9,塩見泰隆,10000000,0.04,16.0,26.0,25.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,7.0,1.0,0.0,0.0,0.077,0.08,0.157,0.269,ヤクルト,1700087
10,荒木貴裕,23000000,0.218,62.0,109.0,87.0,19.0,3.0,0.0,3.0,31.0,12.0,21.0,27.0,13.0,4.0,3.0,0.34,0.356,0.696,0.248,ヤクルト,
23,青木宣親,330000000,0.327,127.0,567.0,495.0,162.0,37.0,3.0,10.0,235.0,85.0,67.0,48.0,51.0,19.0,3.0,0.409,0.475,0.884,0.085,ヤクルト,
30,西田明央,15600000,0.143,4.0,7.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.143,0.143,0.286,0.286,ヤクルト,
31,山崎晃大朗,13000000,0.184,23.0,47.0,38.0,7.0,0.0,1.0,0.0,9.0,7.0,0.0,12.0,6.0,0.0,1.0,0.295,0.237,0.532,0.255,ヤクルト,1500044
32,松本直樹,9000000,0.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,ヤクルト,1700090
33,畠山和洋,110000000,0.248,75.0,155.0,129.0,32.0,6.0,0.0,5.0,53.0,9.0,27.0,23.0,26.0,0.0,0.0,0.374,0.411,0.785,0.148,ヤクルト,
36,廣岡大志,7000000,0.209,45.0,125.0,115.0,24.0,6.0,0.0,2.0,36.0,11.0,10.0,36.0,5.0,0.0,0.0,0.24,0.313,0.553,0.288,ヤクルト,1500041
39,宮本丈,8000000,0.22,26.0,48.0,41.0,9.0,1.0,0.0,0.0,10.0,3.0,6.0,11.0,5.0,0.0,0.0,0.298,0.244,0.542,0.229,ヤクルト,1700089
41,雄平,60000000,0.318,125.0,482.0,446.0,142.0,19.0,1.0,11.0,196.0,50.0,67.0,62.0,33.0,1.0,6.0,0.365,0.439,0.805,0.129,ヤクルト,
