player_jersey_number,player_name_jap,player_salary,bating_AVG,total_games,batting_PA,batting_AB,batting_H,batting_2B,batting_3B,batting_HR,batting_TB,batting_R,batting_RBI,batting_SO,batting_BB,batting_HBP,batting_SB,batting_OBP,batting_SLG,batting_OPS,batting_SO%,Team,player_id
63,板山祐太郎,8000000,0.143,43.0,17.0,14.0,2.0,1.0,1.0,0.0,5.0,5.0,1.0,6.0,2.0,0.0,0.0,0.25,0.357,0.607,0.353,阪神,1500091
67,高寺望夢,4800000,,,,,,,,,,,,,,,,,,,,阪神,2000057
68,俊介,16000000,,,,,,,,,,,,,,,,,,,,阪神,
94,原口文仁,28000000,0.204,56.0,58.0,49.0,10.0,2.0,1.0,0.0,14.0,3.0,3.0,12.0,5.0,4.0,0.0,0.328,0.286,0.613,0.207,阪神,
95,片山雄哉,4200000,,,,,,,,,,,,,,,,,,,,阪神,
125,藤谷洸介,6300000,,,,,,,,,,,,,,,,,,,,阪神,
127,小野寺暖,3000000,0.179,34.0,73.0,67.0,12.0,2.0,0.0,1.0,17.0,7.0,2.0,19.0,5.0,1.0,0.0,0.247,0.254,0.5,0.26,阪神,1900050
128,奥山皓太,3000000,,,,,,,,,,,,,,,,,,,,阪神,
0,奥村展征,10500000,0.05,16.0,21.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.095,0.05,0.145,0.238,ヤクルト,
0,並木秀尊,7500000,0.25,27.0,6.0,4.0,1.0,1.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,1.0,4.0,0.4,0.5,0.9,0.167,ヤクルト,2000028
1,山田哲人,500000000,0.272,137.0,581.0,493.0,134.0,18.0,0.0,34.0,254.0,84.0,101.0,100.0,76.0,5.0,4.0,0.37,0.515,0.885,0.172,ヤクルト,1000132
2,中村悠平,90000000,0.279,123.0,445.0,377.0,105.0,24.0,0.0,2.0,135.0,47.0,36.0,66.0,46.0,4.0,0.0,0.36,0.358,0.718,0.148,ヤクルト,900044
3,西浦直亨,34000000,0.223,92.0,276.0,242.0,54.0,9.0,0.0,5.0,78.0,27.0,24.0,60.0,24.0,3.0,1.0,0.298,0.322,0.62,0.217,ヤクルト,1300095
5,川端慎吾,20000000,0.372,91.0,93.0,86.0,32.0,5.0,1.0,1.0,42.0,8.0,18.0,16.0,7.0,0.0,0.0,0.419,0.488,0.908,0.172,ヤクルト,600011
6,元山飛優,7500000,0.255,97.0,235.0,208.0,53.0,1.0,3.0,3.0,69.0,20.0,17.0,42.0,17.0,4.0,2.0,0.322,0.332,0.653,0.179,ヤクルト,2000027
7,内川聖一,50000000,0.208,38.0,56.0,53.0,11.0,1.0,0.0,0.0,12.0,3.0,2.0,12.0,2.0,1.0,0.0,0.25,0.226,0.476,0.214,ヤクルト,
8,中山翔太,14000000,0.091,9.0,14.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,0.286,0.091,0.377,0.214,ヤクルト,1800034
9,塩見泰隆,13500000,0.278,140.0,534.0,474.0,132.0,21.0,7.0,14.0,209.0,80.0,59.0,156.0,48.0,10.0,21.0,0.357,0.441,0.798,0.292,ヤクルト,1700087
10,荒木貴裕,25000000,0.2,100.0,67.0,55.0,11.0,0.0,0.0,0.0,11.0,10.0,5.0,9.0,4.0,1.0,2.0,0.262,0.2,0.462,0.134,ヤクルト,
13,ホセ・オスナ,84000000,0.258,120.0,495.0,469.0,121.0,24.0,2.0,13.0,188.0,42.0,60.0,80.0,22.0,2.0,3.0,0.293,0.401,0.694,0.162,ヤクルト,
022,松井聖,2800000,,,,,,,,,,,,,,,,,,,,ヤクルト,
023,赤羽由紘,2800000,,,,,,,,,,,,,,,,,,,,ヤクルト,2000031
23,青木宣親,330000000,0.258,122.0,501.0,446.0,115.0,29.0,0.0,9.0,171.0,57.0,56.0,44.0,43.0,10.0,0.0,0.335,0.383,0.719,0.088,ヤクルト,
025,内山太嗣,3000000,,,,,,,,,,,,,,,,,,,,ヤクルト,
25,ドミンゴ・サンタナ,110000000,0.29,116.0,418.0,372.0,108.0,23.0,1.0,19.0,190.0,39.0,62.0,103.0,42.0,3.0,2.0,0.366,0.511,0.877,0.246,ヤクルト,
30,西田明央,25000000,0.111,11.0,19.0,18.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,0.158,0.111,0.269,0.211,ヤクルト,
31,山崎晃大朗,22000000,0.247,114.0,245.0,215.0,53.0,10.0,3.0,1.0,72.0,41.0,12.0,53.0,19.0,1.0,8.0,0.311,0.335,0.646,0.216,ヤクルト,1500044
32,松本直樹,9500000,,,,,,,,,,,,,,,,,,,,ヤクルト,1700090
33,内山壮真,5800000,0.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.167,0.0,0.167,0.167,ヤクルト,2000026
39,宮本丈,13000000,0.286,62.0,92.0,70.0,20.0,4.0,0.0,1.0,27.0,9.0,8.0,10.0,12.0,2.0,0.0,0.395,0.386,0.781,0.109,ヤクルト,1700089
