player_jersey_number,player_name_jap,player_salary,bating_AVG,total_games,batting_PA,batting_AB,batting_H,batting_2B,batting_3B,batting_HR,batting_TB,batting_R,batting_RBI,batting_SO,batting_BB,batting_HBP,batting_SB,batting_OBP,batting_SLG,batting_OPS,batting_SO%,Team,player_id
00,羽月隆太郎,23000000.0,0.295,74.0,119.0,105.0,31.0,2.0,2.0,0.0,37.0,26.0,4.0,29.0,13.0,0.0,17.0,0.373,0.352,0.725,0.244,広島,1800078
0,上本崇司,37000000.0,0.185,21.0,31.0,27.0,5.0,1.0,0.0,0.0,6.0,1.0,0.0,8.0,2.0,0.0,0.0,0.241,0.222,0.464,0.258,広島,
2,田中広輔,30000000.0,0.147,15.0,44.0,34.0,5.0,0.0,0.0,0.0,5.0,2.0,0.0,7.0,9.0,1.0,0.0,0.341,0.147,0.488,0.159,広島,
4,矢野雅哉,53000000.0,0.208,112.0,335.0,284.0,59.0,6.0,1.0,1.0,70.0,24.0,19.0,69.0,27.0,6.0,2.0,0.288,0.246,0.535,0.206,広島,2000065
5,小園海斗,90000000.0,0.309,138.0,573.0,521.0,161.0,24.0,4.0,3.0,202.0,51.0,47.0,47.0,42.0,5.0,12.0,0.365,0.388,0.753,0.082,広島,1800072
7,堂林翔太,60000000.0,0.186,44.0,77.0,70.0,13.0,6.0,0.0,1.0,22.0,5.0,4.0,23.0,6.0,0.0,0.0,0.25,0.314,0.564,0.299,広島,900430
9,秋山翔吾,180000000.0,0.262,64.0,157.0,145.0,38.0,6.0,0.0,1.0,47.0,12.0,5.0,27.0,9.0,2.0,0.0,0.314,0.324,0.638,0.172,広島,1000150
10,佐々木泰,16000000.0,0.271,54.0,187.0,181.0,49.0,2.0,1.0,0.0,53.0,11.0,6.0,23.0,5.0,1.0,2.0,0.294,0.293,0.587,0.123,広島,2050203
27,會澤翼,80000000.0,0.116,24.0,55.0,43.0,5.0,1.0,0.0,0.0,6.0,4.0,1.0,16.0,7.0,2.0,0.0,0.269,0.14,0.409,0.291,広島,700050
31,坂倉将吾,150000000.0,0.238,104.0,399.0,345.0,82.0,26.0,1.0,5.0,125.0,29.0,37.0,72.0,43.0,4.0,1.0,0.327,0.362,0.689,0.18,広島,1600124
32,石原貴規,19000000.0,0.192,51.0,116.0,104.0,20.0,4.0,0.0,0.0,24.0,4.0,3.0,29.0,4.0,3.0,0.0,0.243,0.231,0.474,0.25,広島,1900056
33,菊池涼介,250000000.0,0.251,113.0,389.0,355.0,89.0,19.0,0.0,4.0,120.0,30.0,28.0,70.0,14.0,1.0,5.0,0.28,0.338,0.618,0.18,広島,1100082
37,野間峻祥,80000000.0,0.247,79.0,166.0,154.0,38.0,3.0,2.0,0.0,45.0,10.0,15.0,30.0,10.0,1.0,2.0,0.295,0.292,0.587,0.181,広島,1400173
38,宇草孔基,13000000.0,,,,,,,,,,,,,,,,,,,,広島,
40,磯村嘉孝,21000000.0,0.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,広島,
44,林晃汰,12000000.0,0.188,22.0,49.0,48.0,9.0,0.0,0.0,2.0,15.0,2.0,4.0,18.0,1.0,0.0,0.0,0.204,0.312,0.517,0.367,広島,1800074
49,渡邉悠斗,8000000.0,0.125,2.0,8.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.125,0.125,0.25,0.0,広島,2110148
50,中村健人,12000000.0,0.0,4.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.4,0.0,0.4,0.1,広島,
52,末包昇大,36000000.0,0.243,123.0,477.0,437.0,106.0,18.0,3.0,11.0,163.0,40.0,62.0,97.0,33.0,2.0,2.0,0.296,0.373,0.669,0.203,広島,2103768
54,韮澤雄也,8000000.0,,,,,,,,,,,,,,,,,,,,広島,
55,松山竜平,35000000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,広島,800041
56,久保修,7000000.0,0.154,17.0,14.0,13.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,6.0,1.0,0.0,1.0,0.214,0.308,0.522,0.429,広島,2107875
57,持丸泰輝,5500000.0,,,,,,,,,,,,,,,,,,,,広島,1900058
58,仲田侑仁,5000000.0,,,,,,,,,,,,,,,,,,,,広島,2108424
59,大盛穂,20000000.0,0.265,102.0,173.0,162.0,43.0,6.0,1.0,3.0,60.0,28.0,11.0,42.0,9.0,0.0,7.0,0.304,0.37,0.674,0.243,広島,1800079
60,田村俊介,10000000.0,0.254,25.0,69.0,63.0,16.0,0.0,1.0,1.0,21.0,5.0,4.0,14.0,6.0,0.0,0.0,0.319,0.333,0.652,0.203,広島,2103358
61,サンドロ・ファビアン,108500000.0,0.276,138.0,572.0,539.0,149.0,30.0,0.0,17.0,230.0,60.0,65.0,84.0,22.0,9.0,2.0,0.315,0.427,0.741,0.147,広島,
62,清水叶人,5000000.0,0.154,4.0,14.0,13.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,4.0,1.0,0.0,0.0,0.214,0.231,0.445,0.286,広島,2100102
63,内田湘大,6000000.0,0.222,6.0,10.0,9.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.3,0.333,0.633,0.4,広島,2107865
64,高木翔斗,5000000.0,,,,,,,,,,,,,,,,,,,,広島,2103076
69,山足達也,19000000.0,0.111,11.0,14.0,9.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.273,0.111,0.384,0.0,広島,
93,前川誠太,4000000.0,0.185,28.0,56.0,54.0,10.0,3.0,0.0,0.0,13.0,1.0,9.0,10.0,2.0,0.0,0.0,0.214,0.241,0.455,0.179,広島,1950955
94,佐藤啓介,7000000.0,0.067,5.0,16.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,0.125,0.067,0.192,0.312,広島,2112143
95,エレフリス・モンテロ,130000000.0,0.255,105.0,396.0,368.0,94.0,21.0,1.0,9.0,144.0,23.0,41.0,89.0,23.0,2.0,0.0,0.301,0.391,0.692,0.225,広島,
96,中村奨成,8000000.0,0.282,104.0,368.0,344.0,97.0,21.0,3.0,9.0,151.0,43.0,33.0,48.0,17.0,3.0,2.0,0.321,0.439,0.76,0.13,広島,1700068
97,中村貴浩,8000000.0,,,,,,,,,,,,,,,,,,,,広島,1650187
99,二俣翔一,12000000.0,0.186,54.0,130.0,118.0,22.0,4.0,1.0,3.0,37.0,12.0,6.0,31.0,8.0,1.0,1.0,0.242,0.314,0.556,0.238,広島,2000066
121,名原典彦,4000000.0,,,,,,,,,,,,,,,,,,,,広島,1850405
122,安竹俊喜,3000000.0,,,,,,,,,,,,,,,,,,,,広島,1950886
130,モイセス・ラミレス,,,,,,,,,,,,,,,,,,,,,広島,
131,ネルソン・ロベルト,,,,,,,,,,,,,,,,,,,,,広島,
00,湯浅大,15000000.0,0.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,巨人,1700049
0,増田大輝,24500000.0,0.136,53.0,25.0,22.0,3.0,1.0,0.0,0.0,4.0,5.0,0.0,7.0,0.0,0.0,3.0,0.136,0.182,0.318,0.28,巨人,1500054
