player_jersey_number,player_name_jap,player_salary,pitching_ERA,total_games,pitching_W,pitching_L,pitching_IP,pitching_W%,pitching_CG,pitching_SHO,pitching_SV,pitching_H,pitching_SO,pitching_SO%,pitching_R,pitching_ER,pitching_H,pitching_HR,pitching_BB,pitching_HBP,pitching_BB%,Team,player_id
11,齊藤汰直,12000000.0,9.31,10.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,5.0,4.66,10.0,10.0,18.0,1.0,4.0,0.0,3.72,広島,2119338
13,森浦大輔,110000000.0,3.13,33.0,4.0,2.0,,0.667,0.0,0.0,9.0,7.0,39.0,11.08,14.0,11.0,25.0,3.0,11.0,2.0,3.13,広島,2000061
14,大瀬良大地,200000000.0,9.82,2.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,4.0,4.91,8.0,8.0,14.0,0.0,2.0,0.0,2.45,広島,1300057
16,森翔平,38000000.0,2.82,7.0,1.0,1.0,,0.5,0.0,0.0,0.0,0.0,29.0,6.81,13.0,12.0,35.0,5.0,11.0,1.0,2.58,広島,2103788
17,常廣羽也斗,14000000.0,4.5,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,6.75,4.0,4.0,9.0,0.0,7.0,0.0,7.88,広島,2110267
18,森下暢仁,200000000.0,4.52,14.0,5.0,6.0,,0.455,1.0,1.0,0.0,0.0,67.0,7.76,42.0,39.0,78.0,11.0,31.0,3.0,3.59,広島,1900052
19,床田寛樹,185000000.0,2.53,14.0,4.0,3.0,,0.571,0.0,0.0,0.0,0.0,60.0,6.33,31.0,24.0,86.0,7.0,20.0,2.0,2.11,広島,1600123
20,栗林良吏,180000000.0,1.19,8.0,4.0,3.0,53.0,0.571,2.0,2.0,0.0,0.0,45.0,7.64,9.0,7.0,25.0,1.0,6.0,1.0,1.02,広島,2000060
21,中崎翔太,62000000.0,3.2,27.0,1.0,4.0,,0.2,0.0,0.0,6.0,6.0,21.0,7.46,9.0,9.0,19.0,2.0,13.0,1.0,4.62,広島,1000116
22,高太一,18000000.0,2.17,32.0,0.0,2.0,29.0,0.0,0.0,0.0,0.0,13.0,28.0,8.69,9.0,7.0,22.0,0.0,13.0,2.0,4.03,広島,1950429
24,黒原拓未,27000000.0,19.29,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,19.29,5.0,5.0,7.0,0.0,1.0,0.0,3.86,広島,1750941
26,益田武尚,10000000.0,5.4,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,6.08,8.0,8.0,20.0,0.0,5.0,2.0,3.38,広島,2105565
28,佐藤柳之介,12000000.0,,,,,,,,,,,,,,,,,,,,広島,2110136
29,ケムナ誠,16000000.0,,,,,,,,,,,,,,,,,,,,広島,1700070
30,滝田一希,10000000.0,,,,,,,,,,,,,,,,,,,,広島,2110107
34,高橋昂也,14000000.0,,,,,,,,,,,,,,,,,,,,広島,1600122
35,工藤泰己,8000000.0,,,,,,,,,,,,,,,,,,,,広島,2100026
36,塹江敦哉,35000000.0,3.0,19.0,1.0,2.0,21.0,0.333,0.0,0.0,0.0,0.0,23.0,9.86,7.0,7.0,16.0,0.0,9.0,2.0,3.86,広島,1400175
38,赤木晴哉,7000000.0,6.75,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,4.05,5.0,5.0,12.0,0.0,1.0,0.0,1.35,広島,2114641
39,長谷部銀次,8000000.0,,,,,,,,,,,,,,,,,,,,広島,1550974
41,鈴木健矢,30000000.0,2.73,20.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,14.0,4.25,9.0,9.0,25.0,1.0,11.0,3.0,3.34,広島,1900073
42,フレディ・ターノック,156400000.0,4.01,9.0,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,42.0,8.86,20.0,19.0,45.0,0.0,14.0,3.0,2.95,広島,
43,島内颯太郎,130000000.0,4.09,12.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,11.0,9.0,5.0,5.0,8.0,0.0,9.0,2.0,7.36,広島,1800073
45,松本竜也,11000000.0,,,,,,,,,,,,,,,,,,,,広島,1651377
46,高木快大,6000000.0,,,,,,,,,,,,,,,,,,,,広島,2114567
47,斉藤優汰,7000000.0,2.79,2.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,9.0,8.38,3.0,3.0,9.0,0.0,5.0,0.0,4.66,広島,2107847
48,アドゥワ誠,29000000.0,5.4,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,3.0,3.0,3.0,1.0,2.0,2.0,3.6,広島,1600125
53,岡本駿,20000000.0,3.24,15.0,6.0,5.0,,0.545,0.0,0.0,0.0,0.0,69.0,7.45,30.0,30.0,67.0,5.0,31.0,1.0,3.35,広島,2114807
65,玉村昇悟,33000000.0,2.4,9.0,1.0,3.0,,0.25,0.0,0.0,0.0,0.0,31.0,5.73,15.0,13.0,38.0,4.0,9.0,2.0,1.66,広島,1900057
66,遠藤淳志,18000000.0,2.27,31.0,1.0,1.0,,0.5,0.0,0.0,0.0,10.0,31.0,8.81,8.0,8.0,25.0,2.0,8.0,0.0,2.27,広島,1700072
67,菊地ハルン,5500000.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,広島,2117693
68,テイラー・ハーン,116250000.0,0.85,33.0,2.0,1.0,,0.667,0.0,0.0,1.0,24.0,40.0,11.37,5.0,3.0,19.0,0.0,9.0,1.0,2.56,広島,
70,日高暖己,4500000.0,,,,,,,,,,,,,,,,,,,,広島,2106726
98,辻大雅,8000000.0,4.29,22.0,2.0,1.0,21.0,0.667,0.0,0.0,0.0,2.0,21.0,9.0,10.0,10.0,16.0,4.0,11.0,0.0,4.71,広島,2106037
