player_jersey_number,player_name_jap,player_salary,pitching_ERA,total_games,pitching_W,pitching_L,pitching_IP,pitching_W%,pitching_CG,pitching_SHO,pitching_SV,pitching_H,pitching_SO,pitching_SO%,pitching_R,pitching_ER,pitching_H,pitching_HR,pitching_BB,pitching_HBP,pitching_BB%,Team,player_id
97,井上温大,5100000.0,6.0,7.0,1.0,1.0,24.0,0.5,0.0,0.0,0.0,0.0,27.0,10.12,18.0,16.0,28.0,4.0,7.0,0.0,2.62,巨人,1900019
99,マット・シューメーカー,150000000.0,4.25,18.0,4.0,8.0,,0.333,1.0,1.0,0.0,0.0,65.0,6.14,50.0,45.0,92.0,13.0,30.0,5.0,2.83,巨人,
11,東克樹,25100000.0,4.62,12.0,1.0,6.0,,0.143,0.0,0.0,0.0,0.0,41.0,7.28,30.0,26.0,67.0,5.0,10.0,2.0,1.78,DeNA,1700058
12,阪口皓亮,9350000.0,9.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,3.0,4.0,1.0,1.0,0.0,3.0,DeNA,1700060
13,伊勢大夢,27600000.0,1.72,71.0,3.0,3.0,68.0,0.5,0.0,0.0,1.0,39.0,69.0,9.13,14.0,13.0,52.0,1.0,17.0,5.0,2.25,DeNA,1900032
14,石田健大,64900000.0,2.95,15.0,7.0,4.0,,0.636,0.0,0.0,0.0,0.0,68.0,7.43,30.0,27.0,67.0,8.0,26.0,1.0,2.84,DeNA,1400110
15,徳山壮磨,12000000.0,,,,,,,,,,,,,,,,,,,,DeNA,
16,大貫晋一,57750000.0,2.77,24.0,11.0,8.0,,0.579,0.0,0.0,0.0,0.0,118.0,7.77,48.0,42.0,126.0,13.0,36.0,8.0,2.37,DeNA,1800045
17,三嶋一輝,120000000.0,2.84,13.0,2.0,2.0,,0.5,0.0,0.0,1.0,5.0,11.0,7.82,4.0,4.0,8.0,1.0,6.0,0.0,4.26,DeNA,
18,小園健太,13200000.0,,,,,,,,,,,,,,,,,,,,DeNA,2100345
19,山崎康晃,280000000.0,1.33,56.0,0.0,2.0,,0.0,0.0,0.0,37.0,3.0,42.0,6.96,9.0,8.0,29.0,4.0,9.0,0.0,1.49,DeNA,1400109
20,坂本裕哉,22000000.0,6.19,15.0,0.0,5.0,48.0,0.0,0.0,0.0,0.0,0.0,28.0,5.25,33.0,33.0,52.0,9.0,21.0,3.0,3.94,DeNA,1900031
21,今永昇太,100000000.0,2.26,21.0,11.0,4.0,,0.733,3.0,2.0,0.0,0.0,132.0,8.27,37.0,36.0,106.0,14.0,29.0,3.0,1.82,DeNA,
22,入江大生,16000000.0,3.0,57.0,5.0,1.0,63.0,0.833,0.0,0.0,0.0,10.0,69.0,9.86,23.0,21.0,49.0,4.0,26.0,1.0,3.71,DeNA,2000034
26,濱口遥大,58300000.0,3.36,19.0,8.0,7.0,,0.533,0.0,0.0,0.0,0.0,88.0,7.05,42.0,42.0,104.0,8.0,33.0,2.0,2.64,DeNA,
27,上茶谷大河,33000000.0,4.72,13.0,3.0,6.0,,0.333,1.0,1.0,0.0,0.0,49.0,6.62,40.0,35.0,65.0,8.0,17.0,2.0,2.29,DeNA,1800043
30,三浦銀二,8700000.0,10.8,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,8.0,8.64,10.0,10.0,16.0,2.0,1.0,0.0,1.08,DeNA,
34,平田真吾,23000000.0,4.29,47.0,4.0,3.0,42.0,0.571,0.0,0.0,0.0,10.0,39.0,8.36,21.0,20.0,47.0,5.0,8.0,2.0,1.71,DeNA,
35,三上朋也,65000000.0,3.65,19.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,19.0,6.93,10.0,10.0,28.0,3.0,8.0,1.0,2.92,DeNA,
40,松本隆之介,5600000.0,,,,,,,,,,,,,,,,,,,,DeNA,2000036
41,櫻井周斗,13800000.0,,,,,,,,,,,,,,,,,,,,DeNA,
42,フェルナンド・ロメロ,120000000.0,4.87,23.0,6.0,8.0,,0.429,0.0,0.0,0.0,0.0,54.0,5.26,59.0,50.0,100.0,8.0,35.0,9.0,3.41,DeNA,
43,深沢鳳介,4800000.0,,,,,,,,,,,,,,,,,,,,DeNA,2100109
45,マイケル・ピープルズ,25000000.0,15.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,5.0,5.0,9.0,0.0,1.0,0.0,3.0,DeNA,
45,ロバート・ガゼルマン,40000000.0,2.66,4.0,1.0,1.0,,0.5,0.0,0.0,0.0,0.0,12.0,5.31,6.0,6.0,15.0,1.0,6.0,2.0,2.66,DeNA,
46,田中健二朗,13000000.0,2.63,47.0,3.0,0.0,,1.0,0.0,0.0,0.0,13.0,25.0,5.97,14.0,11.0,31.0,5.0,14.0,2.0,3.35,DeNA,
47,砂田毅樹,56000000.0,5.68,15.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,8.0,5.68,9.0,8.0,17.0,2.0,5.0,1.0,3.55,DeNA,
48,京山将弥,20900000.0,3.23,17.0,2.0,2.0,,0.5,0.0,0.0,0.0,1.0,39.0,6.31,24.0,20.0,56.0,4.0,30.0,5.0,4.85,DeNA,
49,ブルックス・クリスキー,80000000.0,2.57,18.0,1.0,1.0,21.0,0.5,0.0,0.0,1.0,4.0,26.0,11.14,7.0,6.0,15.0,2.0,13.0,0.0,5.57,DeNA,
53,池谷蒼大,7200000.0,3.38,6.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,7.0,11.81,2.0,2.0,3.0,1.0,7.0,0.0,11.81,DeNA,2000038
54,浅田将汰,5100000.0,,,,,,,,,,,,,,,,,,,,DeNA,
56,高田琢登,4900000.0,,,,,,,,,,,,,,,,,,,,DeNA,2000039
59,平良拳太郎,27000000.0,,,,,,,,,,,,,,,,,,,,DeNA,1300031
62,エドウィン・エスコバー,200000000.0,2.42,70.0,4.0,2.0,,0.667,0.0,0.0,2.0,34.0,51.0,7.25,17.0,17.0,48.0,4.0,29.0,5.0,4.12,DeNA,
64,中川虎大,6600000.0,4.35,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,11.0,9.58,5.0,5.0,8.0,1.0,7.0,1.0,6.1,DeNA,1700067
65,宮國椋丞,8400000.0,8.71,17.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,13.0,5.66,20.0,20.0,35.0,6.0,5.0,1.0,2.18,DeNA,
67,有吉優樹,27000000.0,6.75,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.25,3.0,3.0,4.0,0.0,1.0,1.0,2.25,DeNA,
68,森原康平,35000000.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,4.0,4.0,6.0,2.0,0.0,0.0,0.0,DeNA,1600096
92,宮城滝太,3700000.0,,,,,,,,,,,,,,,,,,,,DeNA,1800049
95,石川達也,3400000.0,8.44,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,5.06,5.0,5.0,4.0,1.0,7.0,1.0,11.81,DeNA,2000040
102,加藤大,3400000.0,,,,,,,,,,,,,,,,,,,,DeNA,
107,ハンセル・マルセリーノ,2600000.0,,,,,,,,,,,,,,,,,,,,DeNA,
109,ジョフレック・ディアス,2400000.0,,,,,,,,,,,,,,,,,,,,DeNA,
110,スターリン・コルデロ,3700000.0,,,,,,,,,,,,,,,,,,,,DeNA,
13,岩崎優,150000000.0,1.96,57.0,1.0,6.0,55.0,0.143,0.0,0.0,28.0,11.0,44.0,7.2,16.0,12.0,63.0,1.0,10.0,2.0,1.64,阪神,1300075
14,チェン・ウェイン,210000000.0,,,,,,,,,,,,,,,,,,,,阪神,
15,西純矢,12500000.0,2.68,14.0,6.0,3.0,,0.667,1.0,0.0,0.0,0.0,60.0,6.98,24.0,23.0,67.0,7.0,19.0,1.0,2.21,阪神,1900044
16,西勇輝,200000000.0,2.18,23.0,9.0,9.0,,0.5,2.0,2.0,0.0,0.0,93.0,5.64,40.0,36.0,132.0,8.0,26.0,5.0,1.58,阪神,900062
17,岩貞祐太,45000000.0,2.57,53.0,2.0,1.0,42.0,0.667,0.0,0.0,0.0,11.0,38.0,8.14,16.0,12.0,34.0,1.0,12.0,2.0,2.57,阪神,1300070
18,馬場皐輔,34000000.0,5.14,7.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,4.0,4.0,12.0,1.0,3.0,0.0,3.86,阪神,1700077
19,藤浪晋太郎,49000000.0,3.38,16.0,3.0,5.0,,0.375,0.0,0.0,0.0,0.0,65.0,8.78,28.0,25.0,58.0,6.0,21.0,3.0,2.83,阪神,1200062
20,森木大智,12000000.0,6.23,2.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,6.0,6.23,8.0,6.0,9.0,0.0,3.0,0.0,3.12,阪神,
21,秋山拓巳,110000000.0,5.48,5.0,1.0,3.0,23.0,0.25,0.0,0.0,0.0,0.0,15.0,5.87,15.0,14.0,29.0,1.0,3.0,0.0,1.17,阪神,
27,伊藤将司,44000000.0,2.63,20.0,9.0,5.0,,0.643,6.0,2.0,0.0,0.0,92.0,6.06,45.0,40.0,119.0,10.0,22.0,2.0,1.45,阪神,2000052
28,鈴木勇斗,12000000.0,,,,,,,,,,,,,,,,,,,,阪神,
29,高橋遥人,32000000.0,,,,,,,,,,,,,,,,,,,,阪神,1700078
30,佐藤蓮,9400000.0,,,,,,,,,,,,,,,,,,,,阪神,
34,二保旭,27000000.0,,,,,,,,,,,,,,,,,,,,阪神,
35,才木浩人,7000000.0,1.53,9.0,4.0,1.0,47.0,0.8,1.0,1.0,0.0,0.0,43.0,8.23,10.0,8.0,40.0,4.0,11.0,0.0,2.11,阪神,1600115
36,浜地真澄,7000000.0,1.14,52.0,1.0,3.0,,0.25,0.0,0.0,0.0,21.0,38.0,7.23,9.0,6.0,38.0,3.0,5.0,0.0,0.95,阪神,1600116
37,及川雅貴,20000000.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,阪神,1900046
40,尾仲祐哉,7500000.0,9.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,2.0,2.0,4.0,0.0,1.0,0.0,4.5,阪神,
41,村上頌樹,7500000.0,,,,,,,,,,,,,,,,,,,,阪神,2000055
42,カイル・ケラー,124300000.0,3.31,34.0,3.0,2.0,,0.6,0.0,0.0,3.0,5.0,46.0,12.67,12.0,12.0,25.0,2.0,5.0,2.0,1.38,阪神,
43,守屋功輝,15000000.0,,,,,,,,,,,,,,,,,,,,阪神,
44,ラウル・アルカンタラ,210000000.0,4.7,39.0,1.0,3.0,,0.25,0.0,0.0,1.0,17.0,29.0,6.81,21.0,20.0,38.0,5.0,8.0,1.0,1.88,阪神,
46,島本浩也,21000000.0,2.57,15.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,11.0,7.07,4.0,4.0,12.0,1.0,2.0,0.0,1.29,阪神,1000164
47,桐敷拓馬,10000000.0,5.02,7.0,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,16.0,10.05,8.0,8.0,20.0,2.0,4.0,0.0,2.51,阪神,2103707
48,齋藤友貴哉,12000000.0,5.01,20.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,27.0,10.41,14.0,13.0,23.0,2.0,10.0,3.0,3.86,阪神,1800068
49,ジョー・ガンケル,170000000.0,2.73,16.0,5.0,5.0,,0.5,1.0,0.0,0.0,0.0,52.0,5.07,32.0,28.0,80.0,6.0,16.0,3.0,1.56,阪神,
50,青柳晃洋,120000000.0,2.05,24.0,13.0,4.0,,0.765,4.0,2.0,0.0,0.0,132.0,7.32,46.0,37.0,126.0,7.0,32.0,8.0,1.77,阪神,1500090
52,アーロン・ウィルカーソン,73000000.0,4.08,14.0,5.0,5.0,,0.5,0.0,0.0,0.0,0.0,54.0,6.88,32.0,32.0,70.0,4.0,21.0,1.0,2.67,阪神,
54,加治屋蓮,15000000.0,2.43,39.0,0.0,2.0,,0.0,0.0,0.0,0.0,7.0,30.0,9.1,8.0,8.0,26.0,1.0,13.0,1.0,3.94,阪神,1300076
56,小林慶祐,18000000.0,1.59,10.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,7.15,2.0,2.0,12.0,1.0,4.0,0.0,3.18,阪神,1600154
64,岡留英貴,7200000.0,,,,,,,,,,,,,,,,,,,,阪神,2103848
65,湯浅京己,5000000.0,1.09,59.0,2.0,3.0,58.0,0.4,0.0,0.0,0.0,43.0,67.0,10.4,7.0,7.0,38.0,1.0,12.0,0.0,1.86,阪神,1800070
66,小川一平,14000000.0,4.38,6.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,22.0,8.03,12.0,12.0,16.0,3.0,9.0,3.0,3.28,阪神,1900049
69,石井大智,8000000.0,0.75,18.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,9.0,4.0,2.0,11.0,2.0,9.0,2.0,3.38,阪神,2000058
92,渡邉雄大,4500000.0,2.45,32.0,3.0,1.0,,0.75,0.0,0.0,0.0,10.0,18.0,8.84,5.0,5.0,16.0,2.0,4.0,1.0,1.96,阪神,
93,岩田将貴,3000000.0,,,,,,,,,,,,,,,,,,,,阪神,2000059
98,小野泰己,13500000.0,1.8,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,12.6,3.0,1.0,7.0,1.0,3.0,0.0,5.4,阪神,
124,望月惇志,6000000.0,,,,,,,,,,,,,,,,,,,,阪神,
125,伊藤稜,3000000.0,,,,,,,,,,,,,,,,,,,,阪神,1750802
126,牧丈一郎,4500000.0,,,,,,,,,,,,,,,,,,,,阪神,
127,川原陸,4200000.0,,,,,,,,,,,,,,,,,,,,阪神,
