player_jersey_number,player_name_jap,player_salary,pitching_ERA,total_games,pitching_W,pitching_L,pitching_IP,pitching_W%,pitching_CG,pitching_SHO,pitching_SV,pitching_H,pitching_SO,pitching_SO%,pitching_R,pitching_ER,pitching_H,pitching_HR,pitching_BB,pitching_HBP,pitching_BB%,Team,player_id
53,戸田隆矢,13000000.0,,,,,,,,,,,,,,,,,,,,広島,
57,田中法彦,4500000.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.5,広島,
58,DJ.ジョンソン,59400000.0,4.61,14.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,13.0,8.56,10.0,7.0,19.0,0.0,8.0,1.0,5.27,広島,
64,中村恭平,19000000.0,0.96,14.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,4.0,3.86,1.0,1.0,7.0,0.0,8.0,1.0,7.71,広島,
65,玉村昇悟,4500000.0,,,,,,,,,,,,,,,,,,,,広島,1900057
66,遠藤淳志,14000000.0,3.87,19.0,5.0,6.0,107.0,0.455,2.0,0.0,0.0,0.0,97.0,8.16,53.0,46.0,90.0,13.0,52.0,4.0,4.37,広島,1700072
67,中村祐太,10000000.0,2.31,8.0,3.0,4.0,,0.429,0.0,0.0,0.0,0.0,37.0,7.14,12.0,12.0,42.0,8.0,11.0,2.0,2.12,広島,1300061
68,平岡敬人,5000000.0,,,,,,,,,,,,,,,,,,,,広島,
70,スコット,56700000.0,15.75,7.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,7.88,14.0,14.0,17.0,1.0,8.0,1.0,9.0,広島,
97,フランスア,39800000.0,2.45,53.0,2.0,3.0,55.0,0.4,0.0,0.0,19.0,7.0,62.0,10.15,18.0,15.0,39.0,7.0,17.0,1.0,2.78,広島,
98,モンティージャ,8600000.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,広島,
120,畝章真,3000000.0,,,,,,,,,,,,,,,,,,,,広島,
121,藤井黎來,3500000.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,2.0,2.0,4.0,0.0,1.0,0.0,3.0,広島,
122,佐々木健,3300000.0,,,,,,,,,,,,,,,,,,,,広島,2000068
144,メナ,2400000.0,,,,,,,,,,,,,,,,,,,,広島,
003,山川和大,3100000.0,,,,,,,,,,,,,,,,,,,,巨人,
011,高井俊,2900000.0,,,,,,,,,,,,,,,,,,,,巨人,
12,R.デラロサ,130000000.0,2.56,35.0,2.0,0.0,,1.0,0.0,0.0,17.0,5.0,28.0,7.96,9.0,9.0,23.0,3.0,16.0,3.0,4.55,巨人,
012,平井快青,2600000.0,,,,,,,,,,,,,,,,,,,,巨人,
13,戸郷翔征,6500000.0,2.76,19.0,9.0,6.0,,0.6,0.0,0.0,0.0,0.0,106.0,8.86,33.0,33.0,87.0,12.0,42.0,6.0,3.51,巨人,1800028
013,谷岡竜平,10000000.0,,,,,,,,,,,,,,,,,,,,巨人,
15,澤村拓一,154000000.0,6.08,13.0,1.0,1.0,,0.5,0.0,0.0,0.0,1.0,11.0,7.42,9.0,9.0,14.0,1.0,8.0,2.0,5.4,巨人,
015,巽大介,4200000.0,,,,,,,,,,,,,,,,,,,,巨人,
016,沼田翔平,2600000.0,10.38,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,6.23,5.0,5.0,6.0,1.0,4.0,0.0,8.31,巨人,1800031
17,大竹寛,50000000.0,2.59,29.0,1.0,2.0,,0.333,0.0,0.0,0.0,16.0,16.0,5.92,9.0,7.0,20.0,3.0,9.0,1.0,3.33,巨人,12179
017,山上信吾,2800000.0,,,,,,,,,,,,,,,,,,,,巨人,
18,菅野智之,650000000.0,1.97,20.0,14.0,2.0,,0.875,3.0,3.0,0.0,0.0,131.0,8.58,33.0,30.0,97.0,8.0,25.0,7.0,1.64,巨人,
018,田中豊樹,4200000.0,4.88,31.0,1.0,1.0,,0.5,0.0,0.0,0.0,1.0,21.0,6.83,19.0,15.0,32.0,4.0,18.0,3.0,5.86,巨人,
019,田中優大,3300000.0,,,,,,,,,,,,,,,,,,,,巨人,
20,サンチェス,340000000.0,3.08,15.0,8.0,4.0,,0.667,0.0,0.0,0.0,0.0,59.0,6.06,35.0,30.0,74.0,8.0,34.0,0.0,3.49,巨人,
020,橋本篤郎,3100000.0,,,,,,,,,,,,,,,,,,,,巨人,
21,岩隈久志,20000000.0,,,,,,,,,,,,,,,,,,,,巨人,
23,野上亮磨,150000000.0,,,,,,,,,,,,,,,,,,,,巨人,900055
023,與那原大剛,4200000.0,,,,,,,,,,,,,,,,,,,,巨人,
025,ラモス,2400000.0,,,,,,,,,,,,,,,,,,,,巨人,
26,高橋優貴,24000000.0,4.3,8.0,1.0,3.0,23.0,0.25,0.0,0.0,0.0,2.0,23.0,9.0,12.0,11.0,22.0,2.0,12.0,0.0,4.7,巨人,
28,田口麗斗,85000000.0,4.63,26.0,5.0,7.0,,0.417,0.0,0.0,1.0,2.0,58.0,5.84,48.0,46.0,91.0,10.0,26.0,5.0,2.62,巨人,1300029
30,鍵谷陽平,45000000.0,2.89,46.0,3.0,1.0,,0.75,0.0,0.0,0.0,13.0,40.0,9.64,12.0,12.0,25.0,2.0,13.0,1.0,3.13,巨人,
31,畠世周,16300000.0,2.88,12.0,4.0,4.0,,0.5,1.0,1.0,0.0,0.0,49.0,6.72,22.0,21.0,47.0,5.0,23.0,4.0,3.15,巨人,1600060
32,堀田賢慎,8000000.0,,,,,,,,,,,,,,,,,,,,巨人,1900016
33,太田龍,12000000.0,,,,,,,,,,,,,,,,,,,,巨人,
35,桜井俊貴,30000000.0,4.95,24.0,2.0,4.0,,0.333,0.0,0.0,0.0,4.0,43.0,6.08,37.0,35.0,68.0,15.0,21.0,5.0,2.97,巨人,
40,古川侑利,16000000.0,11.57,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,7.71,6.0,6.0,12.0,1.0,1.0,0.0,1.93,巨人,
41,中川皓太,55000000.0,1.0,37.0,2.0,1.0,36.0,0.667,0.0,0.0,6.0,15.0,26.0,6.5,4.0,4.0,24.0,1.0,10.0,1.0,2.5,巨人,1500052
42,C.C.メルセデス,11000000.0,3.1,11.0,4.0,4.0,58.0,0.5,0.0,0.0,0.0,0.0,45.0,6.98,20.0,20.0,53.0,5.0,19.0,2.0,2.95,巨人,
45,今村信貴,28000000.0,3.16,12.0,5.0,2.0,,0.714,0.0,0.0,0.0,0.0,55.0,7.9,23.0,22.0,53.0,8.0,21.0,2.0,3.02,巨人,
46,鍬原拓也,16500000.0,6.43,5.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,6.0,7.71,5.0,5.0,6.0,0.0,5.0,1.0,6.43,巨人,
47,藤岡貴裕,25000000.0,3.12,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,6.23,3.0,3.0,7.0,1.0,6.0,1.0,6.23,巨人,
49,ビエイラ,55000000.0,3.28,27.0,0.0,1.0,,0.0,0.0,0.0,0.0,2.0,29.0,10.58,9.0,9.0,27.0,3.0,17.0,2.0,6.2,巨人,
50,戸根千明,20000000.0,,,,,,,,,,,,,,,,,,,,巨人,
53,高田萌生,7100000.0,,,,,,,,,,,,,,,,,,,,巨人,
53,高梨雄平,48000000.0,1.93,44.0,1.0,1.0,,0.5,0.0,0.0,2.0,21.0,37.0,8.92,10.0,8.0,17.0,2.0,13.0,6.0,3.13,巨人,1600100
54,直江大輔,5700000.0,3.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,8.25,4.0,4.0,10.0,2.0,3.0,1.0,2.25,巨人,
57,高木京介,30000000.0,3.65,17.0,0.0,1.0,,0.0,0.0,0.0,1.0,4.0,12.0,8.76,5.0,5.0,11.0,1.0,2.0,0.0,1.46,巨人,
58,宮國椋丞,27400000.0,5.33,21.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,22.0,7.82,15.0,15.0,27.0,5.0,8.0,0.0,2.84,巨人,
62,横川凱,5800000.0,1.59,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,3.18,1.0,1.0,4.0,1.0,1.0,0.0,1.59,巨人,1800026
63,田原誠次,32000000.0,,,,,,,,,,,,,,,,,,,,巨人,
64,大江竜聖,6200000.0,3.11,43.0,3.0,0.0,,1.0,0.0,0.0,0.0,9.0,30.0,7.17,15.0,13.0,21.0,5.0,22.0,5.0,5.26,巨人,1600064
68,池田駿,14500000.0,,,,,,,,,,,,,,,,,,,,巨人,
91,井上温大,5400000.0,,,,,,,,,,,,,,,,,,,,巨人,1900019
95,堀岡隼人,4600000.0,7.82,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,11.0,7.82,13.0,11.0,16.0,2.0,8.0,0.0,5.68,巨人,1600072
96,ディプラン,2600000.0,19.29,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,7.71,5.0,5.0,7.0,3.0,2.0,1.0,7.71,巨人,
11,東克樹,44000000.0,,,,,,,,,,,,,,,,,,,,DeNA,1700058
12,阪口皓亮,6100000.0,7.5,3.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,7.5,10.0,10.0,22.0,2.0,7.0,0.0,5.25,DeNA,1700060
13,伊勢大夢,10000000.0,1.8,33.0,3.0,1.0,35.0,0.75,0.0,0.0,0.0,4.0,39.0,10.03,9.0,7.0,28.0,2.0,12.0,2.0,3.09,DeNA,1900032
14,石田健大,70000000.0,2.53,50.0,1.0,4.0,,0.2,0.0,0.0,0.0,25.0,46.0,9.7,15.0,12.0,32.0,1.0,14.0,1.0,2.95,DeNA,1400110
15,井納翔一,61000000.0,3.94,17.0,6.0,7.0,89.0,0.462,1.0,0.0,0.0,0.0,69.0,6.98,41.0,39.0,98.0,10.0,26.0,1.0,2.63,DeNA,
16,大貫晋一,25000000.0,2.53,19.0,10.0,6.0,,0.625,1.0,0.0,0.0,0.0,81.0,6.41,34.0,32.0,96.0,13.0,29.0,3.0,2.3,DeNA,1800045
17,三嶋一輝,81000000.0,2.45,48.0,3.0,1.0,,0.75,0.0,0.0,18.0,5.0,46.0,8.69,13.0,13.0,30.0,1.0,13.0,1.0,2.45,DeNA,
19,山崎康晃,350000000.0,5.68,40.0,0.0,3.0,38.0,0.0,0.0,0.0,6.0,8.0,31.0,7.34,26.0,24.0,52.0,4.0,14.0,0.0,3.32,DeNA,1400109
20,坂本裕哉,12650000.0,5.67,10.0,4.0,1.0,46.0,0.8,0.0,0.0,0.0,0.0,29.0,5.67,30.0,29.0,48.0,10.0,17.0,3.0,3.33,DeNA,1900031
21,今永昇太,136000000.0,3.23,9.0,5.0,3.0,53.0,0.625,0.0,0.0,0.0,0.0,63.0,10.7,24.0,19.0,47.0,2.0,17.0,1.0,2.89,DeNA,
24,齋藤俊介,13450000.0,,,,,,,,,,,,,,,,,,,,DeNA,
26,濱口遥大,55000000.0,4.6,16.0,6.0,5.0,,0.545,0.0,0.0,0.0,0.0,67.0,7.7,43.0,40.0,84.0,8.0,47.0,3.0,5.4,DeNA,
27,上茶谷大河,43000000.0,4.12,11.0,2.0,3.0,59.0,0.4,1.0,1.0,0.0,0.0,50.0,7.63,29.0,27.0,57.0,8.0,20.0,2.0,3.05,DeNA,1800043
28,勝又温史,6200000.0,,,,,,,,,,,,,,,,,,,,DeNA,1800046
30,飯塚悟史,11200000.0,,,,,,,,,,,,,,,,,,,,DeNA,
34,平田真吾,12600000.0,2.84,43.0,1.0,1.0,,0.5,0.0,0.0,0.0,11.0,46.0,9.34,16.0,14.0,38.0,2.0,25.0,2.0,5.08,DeNA,
35,三上朋也,85000000.0,2.77,10.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,4.85,4.0,4.0,13.0,0.0,6.0,1.0,4.15,DeNA,
41,櫻井周斗,8200000.0,7.36,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,4.91,6.0,6.0,12.0,0.0,3.0,0.0,3.68,DeNA,
43,進藤拓也,6600000.0,5.06,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,8.0,13.5,3.0,3.0,5.0,1.0,3.0,0.0,5.06,DeNA,
45,ピープルズ,35000000.0,4.97,10.0,2.0,2.0,38.0,0.5,0.0,0.0,0.0,0.0,29.0,6.87,22.0,21.0,40.0,6.0,13.0,2.0,3.08,DeNA,
046,田中健二朗,10000000.0,,,,,,,,,,,,,,,,,,,,DeNA,
47,砂田毅樹,56000000.0,2.65,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,4.0,14.0,7.41,6.0,5.0,10.0,2.0,5.0,2.0,2.65,DeNA,
48,京山将弥,11200000.0,4.66,6.0,2.0,1.0,29.0,0.667,0.0,0.0,0.0,0.0,25.0,7.76,15.0,15.0,29.0,4.0,11.0,1.0,3.41,DeNA,
49,赤間謙,10200000.0,,,,,,,,,,,,,,,,,,,,DeNA,
53,パットン,160000000.0,4.92,57.0,3.0,2.0,53.0,0.6,0.0,0.0,0.0,19.0,65.0,11.04,31.0,29.0,52.0,6.0,27.0,2.0,4.58,DeNA,
54,浅田将汰,4700000.0,,,,,,,,,,,,,,,,,,,,DeNA,
56,濱矢廣大,7550000.0,,,,,,,,,,,,,,,,,,,,DeNA,
58,武藤祐太,20000000.0,7.47,21.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,22.0,6.32,29.0,26.0,42.0,3.0,18.0,1.0,5.17,DeNA,
59,平良拳太郎,21000000.0,2.27,14.0,4.0,6.0,,0.4,1.0,0.0,0.0,0.0,65.0,7.02,24.0,21.0,75.0,3.0,17.0,2.0,1.84,DeNA,1300031
62,Ｅ.エスコバー,160000000.0,2.33,56.0,1.0,4.0,54.0,0.2,0.0,0.0,0.0,17.0,58.0,9.67,15.0,14.0,39.0,3.0,17.0,4.0,2.83,DeNA,
67,古村徹,5700000.0,,,,,,,,,,,,,,,,,,,,DeNA,
68,藤岡好明,18000000.0,21.6,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,3.0,16.2,4.0,4.0,4.0,0.0,3.0,0.0,16.2,DeNA,600085
92,国吉佑樹,44000000.0,3.13,42.0,3.0,4.0,46.0,0.429,0.0,0.0,0.0,10.0,51.0,9.98,18.0,16.0,36.0,5.0,22.0,4.0,4.3,DeNA,1000007
93,中川虎大,4500000.0,7.11,3.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,3.0,4.26,5.0,5.0,6.0,2.0,4.0,0.0,5.68,DeNA,1700067
94,笠井崇正,6600000.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,2.0,2.0,0.0,2.0,0.0,18.0,DeNA,
100,宮城滝太,3700000.0,,,,,,,,,,,,,,,,,,,,DeNA,1800049
107,コルデロ,2400000.0,,,,,,,,,,,,,,,,,,,,DeNA,
109,ディアス,2400000.0,,,,,,,,,,,,,,,,,,,,DeNA,
14,能見篤史,95000000.0,4.74,34.0,1.0,0.0,,1.0,0.0,0.0,1.0,4.0,19.0,6.93,14.0,13.0,25.0,6.0,12.0,1.0,4.38,阪神,
15,西純矢,12000000.0,,,,,,,,,,,,,,,,,,,,阪神,1900044
16,西勇輝,200000000.0,2.26,21.0,11.0,5.0,,0.688,4.0,2.0,0.0,0.0,115.0,7.01,44.0,37.0,116.0,15.0,28.0,4.0,1.71,阪神,900062
17,岩貞祐太,32000000.0,3.3,38.0,7.0,3.0,71.0,0.7,0.0,0.0,0.0,8.0,63.0,7.99,32.0,26.0,67.0,7.0,23.0,0.0,2.92,阪神,1300070
18,馬場皐輔,14000000.0,2.08,32.0,2.0,1.0,,0.667,0.0,0.0,0.0,9.0,27.0,8.01,12.0,7.0,28.0,1.0,16.0,1.0,4.75,阪神,1700077
19,藤浪晋太郎,63000000.0,4.01,24.0,1.0,6.0,,0.143,0.0,0.0,0.0,7.0,85.0,10.02,47.0,34.0,71.0,5.0,40.0,2.0,4.72,阪神,1200062
20,中田賢一,35000000.0,7.59,3.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,11.0,9.28,9.0,9.0,18.0,0.0,5.0,0.0,4.22,阪神,500040
21,岩田稔,38000000.0,6.35,5.0,1.0,2.0,,0.333,0.0,0.0,0.0,0.0,15.0,5.96,16.0,16.0,26.0,1.0,15.0,2.0,5.96,阪神,
22,藤川球児,200000000.0,6.08,16.0,1.0,3.0,,0.25,0.0,0.0,2.0,1.0,15.0,10.12,11.0,9.0,16.0,3.0,9.0,1.0,6.08,阪神,11807
26,呂彦青,8000000.0,,,,,,,,,,,,,,,,,,,,阪神,
27,尾仲祐哉,9500000.0,6.23,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,4.15,3.0,3.0,6.0,0.0,2.0,0.0,4.15,阪神,
28,小野泰己,22000000.0,,,,,,,,,,,,,,,,,,,,阪神,
29,高橋遥人,22000000.0,2.49,12.0,5.0,4.0,76.0,0.556,1.0,0.0,0.0,0.0,75.0,8.88,25.0,21.0,67.0,4.0,17.0,1.0,2.01,阪神,1700078
30,高野圭佑,10000000.0,,,,,,,,,,,,,,,,,,,,阪神,
34,谷川昌希,9000000.0,5.02,14.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,15.0,9.42,8.0,8.0,13.0,2.0,4.0,2.0,2.51,阪神,
35,才木浩人,13000000.0,,,,,,,,,,,,,,,,,,,,阪神,1600115
36,浜地真澄,8500000.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,阪神,1600116
37,及川雅貴,6000000.0,,,,,,,,,,,,,,,,,,,,阪神,1900046
40,福永春吾,6800000.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,阪神,
42,エドワーズ,88000000.0,2.38,23.0,0.0,1.0,,0.0,0.0,0.0,0.0,12.0,17.0,6.75,6.0,6.0,17.0,2.0,3.0,2.0,1.19,阪神,
43,守屋功輝,23000000.0,11.25,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,6.75,5.0,5.0,6.0,1.0,4.0,2.0,9.0,阪神,
46,秋山拓巳,32000000.0,2.89,18.0,11.0,3.0,112.0,0.786,2.0,0.0,0.0,0.0,64.0,5.14,45.0,36.0,97.0,17.0,12.0,0.0,0.96,阪神,
47,川原陸,4800000.0,,,,,,,,,,,,,,,,,,,,阪神,
48,齋藤友貴哉,9500000.0,7.71,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,14.14,6.0,6.0,9.0,1.0,5.0,0.0,6.43,阪神,1800068
49,ガンケル,55000000.0,3.18,28.0,2.0,4.0,,0.333,0.0,0.0,0.0,11.0,39.0,6.19,21.0,20.0,54.0,6.0,13.0,3.0,2.06,阪神,
50,青柳晃洋,30000000.0,3.36,21.0,7.0,9.0,,0.438,1.0,0.0,0.0,0.0,88.0,6.56,51.0,45.0,111.0,4.0,44.0,5.0,3.28,阪神,1500090
56,飯田優也,16000000.0,,,,,,,,,,,,,,,,,,,,阪神,
56,小林慶祐,14000000.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,3.0,0.0,2.0,0.0,6.0,阪神,1600154
61,望月惇志,11500000.0,5.21,16.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,18.0,8.53,11.0,11.0,18.0,2.0,8.0,0.0,3.79,阪神,
64,桑原謙太朗,45000000.0,3.48,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,8.0,6.97,4.0,4.0,7.0,2.0,4.0,0.0,3.48,阪神,800021
65,湯浅京己,4800000.0,,,,,,,,,,,,,,,,,,,,阪神,1800070
66,小川一平,7000000.0,4.71,21.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,18.0,7.71,15.0,11.0,28.0,1.0,13.0,0.0,5.57,阪神,1900049
67,岩崎優,80000000.0,1.82,41.0,5.0,2.0,,0.714,0.0,0.0,2.0,17.0,37.0,8.39,9.0,8.0,26.0,2.0,15.0,2.0,3.4,阪神,1300075
69,島本浩也,37000000.0,,,,,,,,,,,,,,,,,,,,阪神,1000164
75,R.スアレス,80000000.0,2.24,51.0,3.0,1.0,,0.75,0.0,0.0,25.0,8.0,50.0,8.6,15.0,13.0,36.0,2.0,19.0,0.0,3.27,阪神,
77,ガルシア,170000000.0,4.42,14.0,2.0,6.0,,0.25,0.0,0.0,0.0,0.0,51.0,6.09,39.0,37.0,71.0,9.0,35.0,1.0,4.18,阪神,
92,伊藤和雄,7500000.0,3.52,15.0,1.0,1.0,,0.5,0.0,0.0,0.0,1.0,15.0,8.8,7.0,6.0,8.0,0.0,20.0,0.0,11.74,阪神,
115,横山雄哉,7000000.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,9.0,阪神,
121,石井将希,3000000.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,18.0,阪神,
126,牧丈一郎,4500000.0,,,,,,,,,,,,,,,,,,,,阪神,
11,奥川恭伸,16000000.0,22.5,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,5.0,5.0,9.0,1.0,0.0,0.0,0.0,ヤクルト,1900024
12,石山泰稚,80000000.0,2.01,44.0,3.0,2.0,,0.6,0.0,0.0,20.0,4.0,58.0,11.69,10.0,10.0,42.0,2.0,11.0,1.0,2.22,ヤクルト,1200075
13,中尾輝,15500000.0,5.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,5.0,9.0,3.0,5.0,0.0,5.0,ヤクルト,
14,高梨裕稔,33000000.0,4.12,18.0,3.0,6.0,94.0,0.333,0.0,0.0,0.0,0.0,84.0,8.04,43.0,43.0,101.0,11.0,38.0,0.0,3.64,ヤクルト,1300045
15,大下佑馬,15000000.0,5.51,13.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,10.0,5.51,11.0,10.0,20.0,2.0,3.0,0.0,1.65,ヤクルト,
16,原樹理,33000000.0,5.19,5.0,2.0,2.0,,0.5,0.0,0.0,0.0,1.0,14.0,7.27,16.0,10.0,20.0,6.0,13.0,1.0,6.75,ヤクルト,
17,清水昇,14000000.0,3.54,52.0,0.0,4.0,,0.0,0.0,0.0,0.0,30.0,58.0,9.79,23.0,21.0,45.0,10.0,16.0,1.0,2.7,ヤクルト,1800033
18,寺島成輝,8800000.0,2.48,30.0,1.0,0.0,,1.0,0.0,0.0,0.0,3.0,27.0,6.69,14.0,10.0,41.0,5.0,15.0,1.0,3.72,ヤクルト,
19,石川雅規,105000000.0,4.48,15.0,2.0,8.0,,0.2,0.0,0.0,0.0,0.0,41.0,4.83,40.0,38.0,85.0,7.0,19.0,2.0,2.24,ヤクルト,12113
20,近藤一樹,67000000.0,4.74,20.0,0.0,1.0,19.0,0.0,0.0,0.0,1.0,2.0,11.0,5.21,13.0,10.0,21.0,4.0,6.0,0.0,2.84,ヤクルト,
24,星知弥,15000000.0,5.25,36.0,0.0,1.0,48.0,0.0,0.0,0.0,0.0,3.0,40.0,7.5,28.0,28.0,57.0,7.0,24.0,1.0,4.5,ヤクルト,1600075
