player_jersey_number,player_name_jap,player_salary,bating_AVG,total_games,batting_PA,batting_AB,batting_H,batting_2B,batting_3B,batting_HR,batting_TB,batting_R,batting_RBI,batting_SO,batting_BB,batting_HBP,batting_SB,batting_OBP,batting_SLG,batting_OPS,batting_SO%,Team,player_id
5,中島宏之,20000000,0.297,100.0,312.0,279.0,83.0,13.0,0.0,7.0,117.0,19.0,29.0,59.0,31.0,1.0,0.0,0.369,0.419,0.788,0.189,巨人,
6,坂本勇人,500000000,0.289,115.0,479.0,412.0,119.0,28.0,1.0,19.0,206.0,64.0,65.0,85.0,62.0,0.0,4.0,0.379,0.5,0.879,0.177,巨人,700003
006,加藤壮太,2400000,,,,,,,,,,,,,,,,,,,,巨人,
007,小山翔平,2700000,,,,,,,,,,,,,,,,,,,,巨人,
008,折下光輝,2800000,,,,,,,,,,,,,,,,,,,,巨人,
8,丸佳浩,450000000,0.284,120.0,491.0,423.0,120.0,31.0,1.0,27.0,234.0,63.0,77.0,101.0,63.0,0.0,8.0,0.375,0.553,0.928,0.206,巨人,800043
9,亀井善行,110000000,0.255,51.0,156.0,141.0,36.0,7.0,0.0,2.0,49.0,21.0,17.0,21.0,11.0,1.0,0.0,0.31,0.348,0.657,0.135,巨人,500037
009,八百板卓丸,4600000,,,,,,,,,,,,,,,,,,,,巨人,
010,高山竜太朗,3800000,,,,,,,,,,,,,,,,,,,,巨人,
021,黒田響生,2650000,,,,,,,,,,,,,,,,,,,,巨人,
22,小林誠司,100000000,0.056,10.0,21.0,18.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,2.0,0.0,0.15,0.056,0.206,0.19,巨人,1300027
022,荒井颯太,2700000,,,,,,,,,,,,,,,,,,,,巨人,
24,大城卓三,35000000,0.27,93.0,308.0,274.0,74.0,10.0,1.0,9.0,113.0,30.0,41.0,82.0,30.0,0.0,1.0,0.339,0.412,0.751,0.266,巨人,1700044
25,岡本和真,140000000,0.275,118.0,500.0,440.0,121.0,26.0,0.0,31.0,240.0,79.0,97.0,85.0,55.0,5.0,2.0,0.362,0.545,0.907,0.17,巨人,
026,ウレーニャ,2600000,0.167,11.0,20.0,18.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,2.0,0.0,0.0,0.25,0.167,0.417,0.4,巨人,
27,炭谷銀仁朗,150000000,0.18,56.0,114.0,100.0,18.0,2.0,0.0,1.0,23.0,4.0,7.0,23.0,8.0,2.0,0.0,0.252,0.23,0.482,0.202,巨人,600026
29,吉川尚輝,23000000,0.274,112.0,389.0,354.0,97.0,16.0,2.0,8.0,141.0,47.0,32.0,60.0,30.0,3.0,11.0,0.336,0.398,0.734,0.154,巨人,1600059
36,石川慎吾,24000000,0.244,43.0,47.0,45.0,11.0,1.0,0.0,2.0,18.0,2.0,7.0,12.0,2.0,0.0,0.0,0.277,0.4,0.677,0.255,巨人,1100096
37,若林晃弘,19000000,0.247,76.0,159.0,146.0,36.0,6.0,1.0,2.0,50.0,22.0,14.0,32.0,8.0,1.0,2.0,0.288,0.342,0.631,0.201,巨人,1700047
38,岸田行倫,11000000,0.302,34.0,48.0,43.0,13.0,3.0,0.0,1.0,19.0,2.0,5.0,16.0,3.0,0.0,0.0,0.34,0.442,0.782,0.333,巨人,1700043
39,立岡宗一郎,26000000,0.261,29.0,27.0,23.0,6.0,0.0,1.0,1.0,11.0,5.0,4.0,6.0,4.0,0.0,1.0,0.37,0.478,0.849,0.222,巨人,900093
43,重信慎之介,35000000,0.256,60.0,96.0,90.0,23.0,5.0,1.0,1.0,33.0,17.0,6.0,33.0,6.0,0.0,5.0,0.302,0.367,0.669,0.344,巨人,
44,モタ,2400000,0.222,9.0,11.0,9.0,2.0,0.0,0.0,1.0,5.0,3.0,4.0,3.0,2.0,0.0,1.0,0.364,0.556,0.919,0.273,巨人,
48,ゼラス・ウィーラー,200000000,0.247,98.0,288.0,263.0,65.0,9.0,0.0,12.0,110.0,26.0,36.0,47.0,22.0,2.0,3.0,0.309,0.418,0.727,0.163,巨人,
51,田中俊太,17000000,0.265,48.0,78.0,68.0,18.0,2.0,1.0,1.0,25.0,7.0,6.0,15.0,8.0,1.0,2.0,0.346,0.368,0.714,0.192,巨人,1700046
52,北村拓己,8600000,0.227,57.0,88.0,75.0,17.0,2.0,0.0,2.0,25.0,9.0,10.0,24.0,10.0,1.0,0.0,0.326,0.333,0.659,0.273,巨人,
56,山本泰寛,26000000,,,,,,,,,,,,,,,,,,,,巨人,1500050
59,松原聖弥,6000000,0.263,86.0,313.0,278.0,73.0,11.0,5.0,3.0,103.0,42.0,19.0,71.0,29.0,0.0,12.0,0.33,0.371,0.701,0.227,巨人,
60,菊田拡和,6000000,,,,,,,,,,,,,,,,,,,,巨人,
61,増田陸,6500000,,,,,,,,,,,,,,,,,,,,巨人,1800024
65,松井義弥,5200000,,,,,,,,,,,,,,,,,,,,巨人,
66,村上海斗,7100000,,,,,,,,,,,,,,,,,,,,巨人,
67,山瀬慎之助,5400000,,,,,,,,,,,,,,,,,,,,巨人,1900020
69,田中貴也,6000000,,,,,,,,,,,,,,,,,,,,巨人,1400107
88,パーラ,160000000,0.267,47.0,154.0,146.0,39.0,3.0,1.0,4.0,56.0,14.0,13.0,35.0,8.0,0.0,0.0,0.305,0.384,0.689,0.227,巨人,
93,湯浅大,5500000,0.0,13.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,2.0,0.125,0.0,0.125,0.333,巨人,1700049
94,加藤脩平,4600000,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,巨人,
97,伊藤海斗,5400000,,,,,,,,,,,,,,,,,,,,巨人,
99,山下航汰,6000000,,,,,,,,,,,,,,,,,,,,巨人,
0,中井大介,21000000,0.25,69.0,105.0,100.0,25.0,3.0,1.0,2.0,36.0,12.0,4.0,23.0,3.0,1.0,1.0,0.279,0.36,0.639,0.219,DeNA,800002
00,宮本秀明,7600000,0.4,6.0,5.0,5.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.4,0.4,0.8,0.6,DeNA,
1,桑原将志,65000000,0.139,34.0,42.0,36.0,5.0,0.0,0.0,1.0,8.0,8.0,2.0,11.0,3.0,1.0,0.0,0.22,0.222,0.442,0.262,DeNA,1100061
2,J.ロペス,230000000,0.246,81.0,305.0,293.0,72.0,8.0,0.0,12.0,116.0,26.0,42.0,36.0,10.0,0.0,0.0,0.269,0.396,0.665,0.118,DeNA,
3,梶谷隆幸,74000000,0.323,109.0,482.0,433.0,140.0,29.0,1.0,19.0,228.0,88.0,53.0,85.0,45.0,1.0,14.0,0.387,0.527,0.913,0.176,DeNA,
4,伊藤裕季也,13750000,0.286,5.0,17.0,14.0,4.0,0.0,1.0,0.0,6.0,1.0,1.0,2.0,2.0,0.0,0.0,0.375,0.429,0.804,0.118,DeNA,1800044
5,倉本寿彦,50000000,0.276,82.0,216.0,199.0,55.0,4.0,0.0,1.0,62.0,19.0,17.0,42.0,16.0,1.0,0.0,0.333,0.312,0.645,0.194,DeNA,1400111
6,森敬斗,10000000,0.25,8.0,12.0,12.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.25,0.333,0.583,0.083,DeNA,1900030
8,神里和毅,48000000,0.308,80.0,190.0,169.0,52.0,8.0,1.0,3.0,71.0,38.0,17.0,42.0,15.0,3.0,7.0,0.37,0.42,0.79,0.221,DeNA,1700059
9,大和,100000000,0.281,85.0,225.0,199.0,56.0,7.0,1.0,4.0,77.0,23.0,23.0,28.0,20.0,0.0,3.0,0.342,0.387,0.729,0.124,DeNA,
10,戸柱恭孝,32000000,0.212,96.0,276.0,259.0,55.0,8.0,1.0,5.0,80.0,21.0,23.0,53.0,11.0,0.0,0.0,0.244,0.309,0.552,0.192,DeNA,1500064
23,オースティン,100000000,0.286,65.0,269.0,238.0,68.0,14.0,1.0,20.0,144.0,36.0,56.0,69.0,29.0,1.0,0.0,0.364,0.605,0.969,0.257,DeNA,
29,伊藤光,110000000,0.216,30.0,63.0,51.0,11.0,3.0,1.0,0.0,16.0,5.0,6.0,15.0,10.0,1.0,0.0,0.355,0.314,0.669,0.238,DeNA,800075
31,柴田竜拓,43000000,0.266,110.0,276.0,233.0,62.0,14.0,0.0,2.0,82.0,33.0,20.0,50.0,29.0,4.0,0.0,0.356,0.352,0.708,0.181,DeNA,1500063
32,益子京右,5400000,,,,,,,,,,,,,,,,,,,,DeNA,1800047
33,乙坂智,32000000,0.208,85.0,115.0,101.0,21.0,3.0,0.0,1.0,27.0,17.0,7.0,28.0,12.0,0.0,5.0,0.289,0.267,0.557,0.243,DeNA,
36,高城俊人,12000000,0.19,23.0,46.0,42.0,8.0,0.0,0.0,3.0,17.0,4.0,5.0,22.0,2.0,1.0,0.0,0.244,0.405,0.649,0.478,DeNA,
37,楠本泰史,13800000,0.154,28.0,29.0,26.0,4.0,2.0,0.0,1.0,9.0,6.0,1.0,7.0,2.0,1.0,0.0,0.241,0.346,0.588,0.241,DeNA,
38,山下幸輝,8850000,0.209,39.0,46.0,43.0,9.0,2.0,0.0,0.0,11.0,2.0,1.0,7.0,3.0,0.0,0.0,0.261,0.256,0.517,0.152,DeNA,
39,嶺井博希,31000000,0.327,41.0,60.0,55.0,18.0,3.0,0.0,0.0,21.0,2.0,8.0,14.0,4.0,1.0,0.0,0.383,0.382,0.765,0.233,DeNA,1300093
40,飛雄馬,6600000,,,,,,,,,,,,,,,,,,,,DeNA,
42,石川雄洋,39000000,,,,,,,,,,,,,,,,,,,,DeNA,
44,佐野恵太,24000000,0.328,106.0,451.0,402.0,132.0,20.0,1.0,20.0,214.0,48.0,69.0,58.0,42.0,4.0,0.0,0.395,0.532,0.927,0.129,DeNA,1600089
50,山本祐大,5950000,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,DeNA,1700066
51,宮崎敏郎,160000000,0.301,113.0,460.0,429.0,129.0,26.0,1.0,14.0,199.0,47.0,53.0,29.0,24.0,4.0,0.0,0.341,0.464,0.805,0.063,DeNA,1200053
52,細川成也,8800000,0.235,19.0,54.0,51.0,12.0,2.0,0.0,1.0,17.0,6.0,1.0,20.0,2.0,1.0,1.0,0.278,0.333,0.611,0.37,DeNA,1600085
55,田部隼人,5200000,,,,,,,,,,,,,,,,,,,,DeNA,
57,東妻純平,6200000,,,,,,,,,,,,,,,,,,,,DeNA,1900033
60,知野直人,6200000,,,,,,,,,,,,,,,,,,,,DeNA,1800048
61,蝦名達夫,7500000,0.143,17.0,24.0,21.0,3.0,1.0,0.0,1.0,7.0,3.0,1.0,8.0,2.0,1.0,0.0,0.25,0.333,0.583,0.333,DeNA,1900035
63,関根大気,12800000,,,,,,,,,,,,,,,,,,,,DeNA,1300038
64,百瀬大騎,5900000,0.25,4.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.25,0.25,0.5,0.5,DeNA,
99,ソト,185000000,0.252,114.0,480.0,428.0,108.0,18.0,0.0,25.0,201.0,59.0,78.0,103.0,44.0,3.0,0.0,0.323,0.47,0.793,0.215,DeNA,
108,F.デラロサ,2400000,,,,,,,,,,,,,,,,,,,,DeNA,
00,上本博紀,48000000,0.171,25.0,51.0,41.0,7.0,3.0,0.0,0.0,10.0,2.0,4.0,11.0,4.0,0.0,2.0,0.239,0.244,0.483,0.216,阪神,900023
0,木浪聖也,22000000,0.249,92.0,334.0,297.0,74.0,20.0,1.0,3.0,105.0,42.0,25.0,54.0,24.0,2.0,2.0,0.307,0.354,0.66,0.162,阪神,1800067
2,北條史也,28000000,0.192,40.0,112.0,99.0,19.0,4.0,0.0,2.0,29.0,10.0,7.0,23.0,9.0,1.0,2.0,0.266,0.293,0.559,0.205,阪神,
3,大山悠輔,47000000,0.288,116.0,471.0,423.0,122.0,21.0,5.0,28.0,237.0,66.0,85.0,96.0,41.0,5.0,1.0,0.357,0.56,0.918,0.204,阪神,1600113
4,熊谷敬宥,9000000,0.312,38.0,17.0,16.0,5.0,2.0,0.0,0.0,7.0,6.0,3.0,5.0,1.0,0.0,3.0,0.353,0.438,0.79,0.294,阪神,1700079
5,近本光司,45000000,0.293,120.0,519.0,474.0,139.0,21.0,5.0,9.0,197.0,81.0,45.0,61.0,30.0,7.0,31.0,0.344,0.416,0.759,0.118,阪神,1800065
7,糸井嘉男,400000000,0.268,86.0,311.0,269.0,72.0,16.0,1.0,2.0,96.0,25.0,28.0,50.0,38.0,3.0,2.0,0.363,0.357,0.72,0.161,阪神,
8,福留孝介,130000000,0.154,43.0,92.0,78.0,12.0,2.0,0.0,1.0,17.0,3.0,12.0,31.0,11.0,0.0,0.0,0.25,0.218,0.468,0.337,阪神,
9,高山俊,36000000,0.152,42.0,52.0,46.0,7.0,3.0,0.0,0.0,10.0,6.0,3.0,10.0,3.0,1.0,1.0,0.216,0.217,0.433,0.192,阪神,1500086
12,坂本誠志郎,14000000,0.213,38.0,95.0,75.0,16.0,4.0,0.0,0.0,20.0,5.0,4.0,20.0,13.0,0.0,1.0,0.33,0.267,0.596,0.211,阪神,1500087
25,江越大賀,14000000,0.0,45.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,6.0,2.0,0.0,3.0,0.154,0.0,0.154,0.462,阪神,
31,マルテ,140000000,0.252,29.0,119.0,103.0,26.0,6.0,1.0,4.0,46.0,9.0,14.0,14.0,14.0,0.0,1.0,0.336,0.447,0.783,0.118,阪神,
32,井上広大,7200000,0.091,6.0,11.0,11.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.091,0.182,0.273,0.455,阪神,1900045
33,糸原健斗,60000000,0.294,63.0,244.0,218.0,64.0,5.0,2.0,3.0,82.0,32.0,20.0,33.0,19.0,3.0,1.0,0.357,0.376,0.733,0.135,阪神,1600117
38,小幡竜平,7200000,0.22,54.0,134.0,127.0,28.0,1.0,2.0,0.0,33.0,15.0,7.0,37.0,5.0,1.0,3.0,0.256,0.26,0.515,0.276,阪神,1800066
39,長坂拳弥,7500000,0.4,5.0,5.0,5.0,2.0,0.0,0.0,1.0,5.0,1.0,2.0,3.0,0.0,0.0,1.0,0.4,1.0,1.4,0.6,阪神,1600119
41,ボーア,270000000,0.243,99.0,379.0,329.0,80.0,8.0,0.0,17.0,139.0,27.0,45.0,88.0,45.0,3.0,1.0,0.338,0.422,0.76,0.232,阪神,
44,梅野隆太郎,100000000,0.262,98.0,342.0,298.0,78.0,17.0,0.0,7.0,116.0,36.0,29.0,77.0,33.0,0.0,5.0,0.333,0.389,0.723,0.225,阪神,1300073
45,遠藤成,5000000,,,,,,,,,,,,,,,,,,,,阪神,1900047
51,伊藤隼太,18000000,,,,,,,,,,,,,,,,,,,,阪神,1100075
52,サンズ,121000000,0.257,110.0,443.0,377.0,97.0,16.0,0.0,19.0,170.0,47.0,64.0,106.0,61.0,3.0,2.0,0.363,0.451,0.814,0.239,阪神,
53,島田海吏,8000000,0.176,43.0,21.0,17.0,3.0,0.0,0.0,0.0,3.0,4.0,1.0,4.0,2.0,1.0,3.0,0.3,0.176,0.476,0.19,阪神,1700080
55,陽川尚将,19000000,0.247,71.0,182.0,158.0,39.0,6.0,0.0,8.0,69.0,19.0,24.0,42.0,15.0,6.0,2.0,0.333,0.437,0.77,0.231,阪神,
57,岡崎太一,13000000,,,,,,,,,,,,,,,,,,,,阪神,
58,荒木郁也,8500000,0.091,16.0,11.0,11.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,2.0,0.091,0.091,0.182,0.364,阪神,
59,藤田健斗,5000000,,,,,,,,,,,,,,,,,,,,阪神,1900048
60,中谷将大,30000000,0.215,70.0,87.0,79.0,17.0,1.0,0.0,2.0,24.0,10.0,16.0,27.0,5.0,1.0,1.0,0.267,0.304,0.571,0.31,阪神,1000145
62,植田海,16000000,0.153,74.0,83.0,59.0,9.0,2.0,0.0,0.0,11.0,16.0,3.0,22.0,14.0,4.0,9.0,0.351,0.186,0.537,0.265,阪神,1400172
63,板山祐太郎,8500000,0.167,5.0,14.0,12.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,1.0,0.286,0.167,0.452,0.214,阪神,1500091
68,俊介,32000000,0.125,9.0,8.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.125,0.125,0.25,0.25,阪神,
94,原口文仁,28000000,0.278,48.0,78.0,72.0,20.0,3.0,0.0,3.0,32.0,5.0,19.0,16.0,5.0,1.0,0.0,0.333,0.444,0.778,0.205,阪神,
95,片山雄哉,4200000,,,,,,,,,,,,,,,,,,,,阪神,
125,藤谷洸介,6300000,,,,,,,,,,,,,,,,,,,,阪神,
127,小野寺暖,3000000,,,,,,,,,,,,,,,,,,,,阪神,1900050
128,奥山皓太,3000000,,,,,,,,,,,,,,,,,,,,阪神,
00,奥村展征,14000000,,,,,,,,,,,,,,,,,,,,ヤクルト,
0,藤井亮太,11000000,0.278,10.0,20.0,18.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,1.0,0.0,0.0,0.316,0.278,0.594,0.15,ヤクルト,
1,山田哲人,500000000,0.254,94.0,384.0,334.0,85.0,17.0,1.0,12.0,140.0,52.0,52.0,83.0,48.0,0.0,8.0,0.346,0.419,0.766,0.216,ヤクルト,1000132
2,A.エスコバー,88000000,0.273,104.0,402.0,377.0,103.0,14.0,2.0,1.0,124.0,27.0,30.0,52.0,13.0,9.0,6.0,0.312,0.329,0.641,0.129,ヤクルト,
3,西浦直亨,30000000,0.245,101.0,310.0,286.0,70.0,10.0,0.0,10.0,110.0,24.0,43.0,74.0,16.0,2.0,4.0,0.288,0.385,0.672,0.239,ヤクルト,1300095
5,川端慎吾,40000000,0.128,39.0,42.0,39.0,5.0,0.0,0.0,0.0,5.0,3.0,2.0,4.0,3.0,0.0,0.0,0.19,0.128,0.319,0.095,ヤクルト,600011
8,中山翔太,15000000,0.229,29.0,53.0,48.0,11.0,1.0,0.0,4.0,24.0,4.0,8.0,19.0,3.0,1.0,0.0,0.283,0.5,0.783,0.358,ヤクルト,1800034
9,塩見泰隆,10500000,0.279,43.0,179.0,154.0,43.0,4.0,2.0,8.0,75.0,20.0,21.0,44.0,17.0,5.0,13.0,0.369,0.487,0.856,0.246,ヤクルト,1700087
10,荒木貴裕,30000000,0.164,63.0,84.0,73.0,12.0,1.0,1.0,1.0,18.0,10.0,7.0,18.0,6.0,1.0,0.0,0.235,0.247,0.481,0.214,ヤクルト,
23,青木宣親,340000000,0.317,107.0,425.0,357.0,113.0,30.0,1.0,18.0,199.0,64.0,51.0,51.0,62.0,5.0,2.0,0.424,0.557,0.981,0.12,ヤクルト,
30,西田明央,15000000,0.232,69.0,215.0,190.0,44.0,5.0,0.0,7.0,70.0,20.0,20.0,48.0,20.0,3.0,0.0,0.313,0.368,0.682,0.223,ヤクルト,
31,山崎晃大朗,13000000,0.245,109.0,323.0,282.0,69.0,6.0,1.0,3.0,86.0,29.0,23.0,70.0,31.0,1.0,8.0,0.32,0.305,0.625,0.217,ヤクルト,1500044
32,松本直樹,10000000,0.231,6.0,14.0,13.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.286,0.231,0.516,0.214,ヤクルト,1700090
36,廣岡大志,15000000,0.215,87.0,142.0,121.0,26.0,4.0,0.0,8.0,54.0,15.0,15.0,43.0,16.0,0.0,4.0,0.302,0.446,0.748,0.303,ヤクルト,1500041
39,宮本丈,8500000,0.274,94.0,171.0,146.0,40.0,8.0,0.0,2.0,54.0,16.0,12.0,23.0,18.0,2.0,3.0,0.361,0.37,0.731,0.135,ヤクルト,1700089
41,雄平,100000000,0.223,43.0,113.0,103.0,23.0,4.0,0.0,0.0,27.0,6.0,9.0,23.0,6.0,1.0,3.0,0.265,0.262,0.528,0.204,ヤクルト,
42,坂口智隆,115000000,0.246,114.0,458.0,398.0,98.0,14.0,1.0,9.0,141.0,55.0,36.0,60.0,47.0,7.0,4.0,0.334,0.354,0.688,0.131,ヤクルト,
45,嶋基宏,50000000,0.098,20.0,45.0,41.0,4.0,2.0,0.0,0.0,6.0,2.0,4.0,19.0,3.0,0.0,0.0,0.159,0.146,0.305,0.422,ヤクルト,700072
46,太田賢吾,17000000,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,ヤクルト,
