player_jersey_number,player_name_jap,player_salary,bating_AVG,total_games,batting_PA,batting_AB,batting_H,batting_2B,batting_3B,batting_HR,batting_TB,batting_R,batting_RBI,batting_SO,batting_BB,batting_HBP,batting_SB,batting_OBP,batting_SLG,batting_OPS,batting_SO%,Team,player_id
00,曽根海成,14000000.0,,,,,,,,,,,,,,,,,,,,広島,
0,上本崇司,41000000.0,0.209,62.0,146.0,129.0,27.0,2.0,0.0,0.0,29.0,16.0,7.0,24.0,4.0,4.0,0.0,0.255,0.225,0.48,0.164,広島,
2,田中広輔,50000000.0,0.156,66.0,108.0,96.0,15.0,2.0,0.0,2.0,23.0,5.0,7.0,26.0,9.0,1.0,1.0,0.231,0.24,0.471,0.241,広島,
7,堂林翔太,64000000.0,0.23,87.0,273.0,244.0,56.0,13.0,0.0,1.0,72.0,15.0,17.0,67.0,16.0,1.0,0.0,0.277,0.295,0.572,0.245,広島,900430
9,秋山翔吾,150000000.0,0.289,138.0,587.0,547.0,158.0,20.0,1.0,4.0,192.0,60.0,30.0,96.0,29.0,5.0,6.0,0.328,0.351,0.679,0.164,広島,1000150
10,マット・レイノルズ,82500000.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.167,0.0,0.167,0.333,広島,
27,會澤翼,110000000.0,0.187,57.0,159.0,150.0,28.0,6.0,0.0,0.0,34.0,9.0,13.0,43.0,7.0,2.0,0.0,0.233,0.227,0.459,0.27,広島,700050
31,坂倉将吾,125000000.0,0.279,121.0,462.0,427.0,119.0,19.0,1.0,12.0,176.0,43.0,44.0,80.0,31.0,1.0,3.0,0.328,0.412,0.74,0.173,広島,1600124
32,石原貴規,10000000.0,0.23,56.0,139.0,122.0,28.0,6.0,0.0,3.0,43.0,11.0,11.0,22.0,5.0,5.0,0.0,0.284,0.352,0.636,0.158,広島,1900056
33,菊池涼介,250000000.0,0.241,136.0,497.0,453.0,109.0,19.0,0.0,9.0,155.0,27.0,38.0,69.0,25.0,1.0,2.0,0.281,0.342,0.623,0.139,広島,1100082
37,野間峻祥,68000000.0,0.271,113.0,443.0,391.0,106.0,14.0,5.0,1.0,133.0,40.0,28.0,52.0,43.0,5.0,8.0,0.35,0.34,0.69,0.117,広島,1400173
38,宇草孔基,9000000.0,0.242,41.0,75.0,66.0,16.0,2.0,0.0,3.0,27.0,10.0,8.0,22.0,4.0,2.0,3.0,0.306,0.409,0.715,0.293,広島,
40,磯村嘉孝,26000000.0,0.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.1,0.0,0.1,0.4,広島,
44,林晃汰,11500000.0,0.183,27.0,64.0,60.0,11.0,4.0,0.0,0.0,15.0,4.0,2.0,20.0,4.0,0.0,0.0,0.234,0.25,0.484,0.312,広島,1800074
50,中村健人,13000000.0,0.083,12.0,24.0,24.0,2.0,0.0,0.0,1.0,5.0,1.0,2.0,8.0,0.0,0.0,0.0,0.083,0.208,0.292,0.333,広島,
51,小園海斗,54000000.0,0.28,143.0,588.0,540.0,151.0,15.0,3.0,2.0,178.0,52.0,61.0,53.0,30.0,6.0,13.0,0.322,0.33,0.651,0.09,広島,1800072
52,末包昇大,25000000.0,0.238,79.0,304.0,286.0,68.0,14.0,0.0,9.0,109.0,22.0,37.0,85.0,12.0,6.0,1.0,0.283,0.381,0.664,0.28,広島,2103768
54,韮澤雄也,8000000.0,0.133,11.0,15.0,15.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.133,0.133,0.267,0.133,広島,
55,松山竜平,65000000.0,0.178,65.0,78.0,73.0,13.0,4.0,0.0,1.0,20.0,2.0,10.0,12.0,4.0,0.0,0.0,0.218,0.274,0.492,0.154,広島,800041
56,久保修,6000000.0,0.059,19.0,18.0,17.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0,0.0,0.111,0.059,0.17,0.444,広島,2107875
57,持丸泰輝,5500000.0,,,,,,,,,,,,,,,,,,,,広島,1900058
58,仲田侑仁,5000000.0,0.25,1.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25,0.25,0.5,0.25,広島,2108424
59,大盛穂,15000000.0,0.226,74.0,35.0,31.0,7.0,2.0,0.0,0.0,9.0,7.0,4.0,10.0,2.0,0.0,2.0,0.273,0.29,0.563,0.286,広島,1800079
