player_jersey_number,player_name_jap,player_salary,bating_AVG,total_games,batting_PA,batting_AB,batting_H,batting_2B,batting_3B,batting_HR,batting_TB,batting_R,batting_RBI,batting_SO,batting_BB,batting_HBP,batting_SB,batting_OBP,batting_SLG,batting_OPS,batting_SO%,Team,player_id
10,中田翔,300000000.0,0.255,92.0,288.0,263.0,67.0,8.0,1.0,15.0,122.0,27.0,37.0,63.0,19.0,2.0,0.0,0.306,0.464,0.769,0.219,巨人,
12,萩尾匡也,12000000.0,0.062,11.0,16.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.062,0.062,0.125,0.625,巨人,2105013
13,梶谷隆幸,200000000.0,0.275,102.0,291.0,265.0,73.0,8.0,0.0,2.0,87.0,26.0,19.0,45.0,17.0,3.0,2.0,0.326,0.328,0.655,0.155,巨人,
013,J.ティマ,2400000.0,,,,,,,,,,,,,,,,,,,,巨人,
22,小林誠司,100000000.0,0.125,21.0,9.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.25,0.0,巨人,1300027
022,亀田啓太,4100000.0,,,,,,,,,,,,,,,,,,,,巨人,1550940
23,松田宣浩,20000000.0,0.062,12.0,17.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.062,0.062,0.125,0.294,巨人,
24,大城卓三,80000000.0,0.281,134.0,490.0,424.0,119.0,20.0,1.0,16.0,189.0,50.0,55.0,109.0,36.0,5.0,0.0,0.341,0.446,0.787,0.222,巨人,1700044
024,前田研輝,4100000.0,,,,,,,,,,,,,,,,,,,,巨人,
25,岡本和真,270000000.0,0.278,140.0,589.0,503.0,140.0,31.0,0.0,41.0,294.0,83.0,93.0,111.0,72.0,8.0,0.0,0.374,0.584,0.958,0.188,巨人,
025,岡本大翔,4100000.0,,,,,,,,,,,,,,,,,,,,巨人,
27,岸田行倫,16000000.0,0.25,46.0,72.0,68.0,17.0,2.0,0.0,2.0,25.0,5.0,3.0,12.0,2.0,1.0,0.0,0.282,0.368,0.649,0.167,巨人,1700043
027,北村流音,3600000.0,,,,,,,,,,,,,,,,,,,,巨人,2104605
031,三塚琉生,3600000.0,,,,,,,,,,,,,,,,,,,,巨人,2104612
32,廣岡大志,17000000.0,0.214,9.0,30.0,28.0,6.0,0.0,0.0,1.0,9.0,5.0,2.0,8.0,0.0,1.0,1.0,0.233,0.321,0.555,0.267,巨人,1500041
35,門脇誠,8400000.0,0.263,126.0,348.0,316.0,83.0,12.0,1.0,3.0,106.0,34.0,21.0,58.0,18.0,0.0,11.0,0.302,0.335,0.638,0.167,巨人,2107874
37,若林晃弘,25000000.0,0.125,21.0,18.0,16.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,2.0,0.0,1.0,0.222,0.125,0.347,0.278,巨人,1700047
38,岡田悠希,9500000.0,0.167,26.0,52.0,48.0,8.0,1.0,0.0,1.0,12.0,4.0,2.0,14.0,3.0,0.0,0.0,0.216,0.25,0.466,0.269,巨人,1651302
039,立岡宗一郎,23500000.0,,,,,,,,,,,,,,,,,,,,巨人,900093
40,中山礼都,12600000.0,0.239,78.0,147.0,138.0,33.0,5.0,1.0,0.0,40.0,9.0,3.0,30.0,7.0,0.0,5.0,0.276,0.29,0.566,0.204,巨人,2000007
42,L.ブリンソン,130000000.0,0.248,88.0,294.0,282.0,70.0,16.0,0.0,11.0,119.0,25.0,35.0,71.0,9.0,1.0,1.0,0.272,0.422,0.694,0.241,巨人,
43,重信慎之介,32000000.0,0.157,67.0,57.0,51.0,8.0,0.0,0.0,0.0,8.0,16.0,1.0,16.0,5.0,0.0,10.0,0.232,0.157,0.389,0.281,巨人,
44,A.ウォーカー,100000000.0,0.263,57.0,120.0,118.0,31.0,4.0,2.0,6.0,57.0,15.0,20.0,39.0,2.0,0.0,1.0,0.275,0.483,0.758,0.325,巨人,
044,大城元,3600000.0,,,,,,,,,,,,,,,,,,,,巨人,
50,オコエ瑠偉,8500000.0,0.235,41.0,127.0,119.0,28.0,7.0,0.0,2.0,41.0,11.0,6.0,35.0,5.0,2.0,1.0,0.278,0.345,0.622,0.276,巨人,
51,浅野翔吾,12000000.0,0.25,24.0,41.0,40.0,10.0,1.0,0.0,1.0,14.0,2.0,2.0,14.0,1.0,0.0,0.0,0.268,0.35,0.618,0.341,巨人,2102410
52,北村拓己,17000000.0,0.206,27.0,38.0,34.0,7.0,1.0,0.0,0.0,8.0,2.0,0.0,7.0,2.0,1.0,0.0,0.27,0.235,0.506,0.184,巨人,
55,秋広優人,6300000.0,0.273,121.0,439.0,406.0,111.0,18.0,2.0,10.0,163.0,36.0,41.0,79.0,26.0,2.0,0.0,0.318,0.401,0.72,0.18,巨人,2000009
055,保科広一,4200000.0,,,,,,,,,,,,,,,,,,,,巨人,
59,松原聖弥,31000000.0,0.0,21.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.077,0.0,0.077,0.308,巨人,
60,菊田拡和,6200000.0,0.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.167,0.0,0.167,0.0,巨人,
61,増田陸,18000000.0,,,,,,,,,,,,,,,,,,,,巨人,1800024
66,香月一也,11000000.0,,,,,,,,,,,,,,,,,,,,巨人,1400192
67,山瀬慎之助,6500000.0,0.143,5.0,7.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.143,0.143,0.286,0.429,巨人,1900020
069,萩原哲,6500000.0,,,,,,,,,,,,,,,,,,,,巨人,
94,喜多隆介,6500000.0,,,,,,,,,,,,,,,,,,,,巨人,2000013
00,林琢真,9100000.0,0.206,65.0,154.0,141.0,29.0,5.0,0.0,0.0,34.0,12.0,11.0,29.0,6.0,0.0,7.0,0.235,0.241,0.476,0.188,DeNA,1850208
0,大田泰示,50000000.0,0.217,75.0,186.0,175.0,38.0,12.0,0.0,4.0,62.0,18.0,15.0,49.0,9.0,2.0,0.0,0.263,0.354,0.618,0.263,DeNA,900011
1,桑原将志,120000000.0,0.252,132.0,479.0,429.0,108.0,23.0,4.0,7.0,160.0,48.0,35.0,54.0,23.0,10.0,3.0,0.301,0.373,0.674,0.113,DeNA,1100061
2,牧秀悟,120000000.0,0.293,143.0,605.0,559.0,164.0,39.0,3.0,29.0,296.0,78.0,103.0,85.0,33.0,7.0,2.0,0.337,0.53,0.867,0.14,DeNA,2000035
3,タイラー・オースティン,200000000.0,0.277,22.0,54.0,47.0,13.0,6.0,0.0,0.0,19.0,5.0,6.0,13.0,6.0,0.0,0.0,0.352,0.404,0.756,0.241,DeNA,
5,松尾汐恩,10000000.0,,,,,,,,,,,,,,,,,,,,DeNA,2100277
6,森敬斗,20000000.0,0.167,9.0,14.0,12.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.231,0.167,0.397,0.071,DeNA,1900030
7,佐野恵太,170000000.0,0.264,141.0,613.0,560.0,148.0,26.0,2.0,13.0,217.0,67.0,65.0,77.0,46.0,4.0,0.0,0.323,0.388,0.711,0.126,DeNA,1600089
8,神里和毅,45000000.0,0.163,64.0,53.0,49.0,8.0,1.0,1.0,0.0,11.0,11.0,3.0,16.0,3.0,1.0,0.0,0.226,0.224,0.451,0.302,DeNA,1700059
9,大和,80000000.0,0.235,88.0,230.0,213.0,50.0,4.0,0.0,0.0,54.0,12.0,18.0,23.0,14.0,0.0,1.0,0.282,0.254,0.535,0.1,DeNA,
10,戸柱恭孝,40000000.0,0.242,70.0,181.0,165.0,40.0,8.0,1.0,5.0,65.0,11.0,19.0,30.0,13.0,0.0,0.0,0.296,0.394,0.69,0.166,DeNA,1500064
23,藤田一也,18000000.0,0.286,23.0,24.0,21.0,6.0,1.0,0.0,0.0,7.0,0.0,0.0,5.0,2.0,0.0,0.0,0.348,0.333,0.681,0.208,DeNA,500051
028,勝又温史,6200000.0,,,,,,,,,,,,,,,,,,,,DeNA,1800046
29,伊藤光,110000000.0,0.225,61.0,176.0,160.0,36.0,8.0,0.0,1.0,47.0,11.0,8.0,41.0,9.0,2.0,0.0,0.273,0.294,0.567,0.233,DeNA,800075
31,柴田竜拓,56000000.0,0.143,86.0,66.0,49.0,7.0,1.0,1.0,0.0,10.0,7.0,2.0,9.0,9.0,2.0,0.0,0.3,0.204,0.504,0.136,DeNA,1500063
32,益子京右,6000000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DeNA,1800047
33,粟飯原龍之介,6100000.0,,,,,,,,,,,,,,,,,,,,DeNA,
37,楠本泰史,36000000.0,0.191,94.0,176.0,157.0,30.0,9.0,0.0,2.0,45.0,14.0,21.0,35.0,11.0,3.0,0.0,0.253,0.287,0.539,0.199,DeNA,
38,田中俊太,16000000.0,,,,,,,,,,,,,,,,,,,,DeNA,1700046
39,西浦直亨,26000000.0,0.111,13.0,9.0,9.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.111,0.111,0.222,0.444,DeNA,1300095
42,アンバギー,35000000.0,0.125,4.0,8.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.125,0.125,0.25,0.375,DeNA,
44,小深田大地,5600000.0,,,,,,,,,,,,,,,,,,,,DeNA,
50,山本祐大,10300000.0,0.277,71.0,200.0,173.0,48.0,7.0,1.0,3.0,66.0,18.0,16.0,26.0,18.0,1.0,0.0,0.347,0.382,0.729,0.13,DeNA,1700066
51,宮崎敏郎,200000000.0,0.326,124.0,461.0,408.0,133.0,27.0,0.0,20.0,220.0,47.0,71.0,43.0,41.0,8.0,1.0,0.395,0.539,0.934,0.093,DeNA,1200053
57,東妻純平,6000000.0,,,,,,,,,,,,,,,,,,,,DeNA,1900033
58,梶原昂希,6900000.0,0.226,21.0,54.0,53.0,12.0,2.0,1.0,0.0,16.0,1.0,2.0,18.0,1.0,0.0,1.0,0.241,0.302,0.543,0.333,DeNA,2103703
60,知野直人,9100000.0,0.167,39.0,39.0,30.0,5.0,1.0,0.0,2.0,12.0,9.0,5.0,9.0,7.0,1.0,2.0,0.342,0.4,0.742,0.231,DeNA,1800048
61,蝦名達夫,16000000.0,0.14,42.0,51.0,43.0,6.0,1.0,0.0,0.0,7.0,6.0,0.0,12.0,1.0,4.0,1.0,0.229,0.163,0.392,0.235,DeNA,1900035
63,関根大気,35000000.0,0.261,140.0,532.0,482.0,126.0,17.0,3.0,4.0,161.0,69.0,31.0,53.0,29.0,4.0,11.0,0.308,0.334,0.642,0.1,DeNA,1300038
66,上甲凌大,3400000.0,,,,,,,,,,,,,,,,,,,,DeNA,2105406
67,西巻賢二,6000000.0,0.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,DeNA,1700037
98,京田陽太,50000000.0,0.227,93.0,287.0,251.0,57.0,4.0,0.0,1.0,64.0,31.0,9.0,33.0,25.0,2.0,3.0,0.302,0.255,0.557,0.115,DeNA,1600107
99,ネフタリ・ソト,270000000.0,0.234,109.0,399.0,354.0,83.0,22.0,0.0,14.0,147.0,31.0,50.0,99.0,39.0,4.0,0.0,0.316,0.415,0.731,0.248,DeNA,
100,鈴木蓮,3400000.0,,,,,,,,,,,,,,,,,,,,DeNA,
103,村川凪,3400000.0,,,,,,,,,,,,,,,,,,,,DeNA,
104,東出直也,3400000.0,,,,,,,,,,,,,,,,,,,,DeNA,
105,大橋武尊,3400000.0,,,,,,,,,,,,,,,,,,,,DeNA,
00,山本泰寛,28000000.0,,,,,,,,,,,,,,,,,,,,阪神,1500050
0,木浪聖也,21000000.0,0.267,127.0,470.0,408.0,109.0,22.0,1.0,1.0,136.0,41.0,41.0,103.0,31.0,4.0,0.0,0.32,0.333,0.653,0.219,阪神,1800067
1,森下翔太,16000000.0,0.237,94.0,377.0,333.0,79.0,14.0,1.0,10.0,125.0,42.0,41.0,70.0,29.0,11.0,1.0,0.316,0.375,0.691,0.186,阪神,1850183
2,梅野隆太郎,160000000.0,0.194,72.0,251.0,217.0,42.0,4.0,0.0,1.0,49.0,17.0,19.0,56.0,28.0,2.0,3.0,0.288,0.226,0.514,0.223,阪神,1300073
3,大山悠輔,130000000.0,0.288,143.0,625.0,513.0,148.0,29.0,0.0,19.0,234.0,80.0,78.0,120.0,99.0,5.0,3.0,0.403,0.456,0.859,0.192,阪神,1600113
4,熊谷敬宥,17500000.0,0.333,26.0,9.0,6.0,2.0,0.0,0.0,0.0,2.0,7.0,0.0,2.0,2.0,0.0,3.0,0.5,0.333,0.833,0.222,阪神,1700079
5,近本光司,170000000.0,0.285,129.0,585.0,501.0,143.0,24.0,12.0,8.0,215.0,83.0,54.0,71.0,67.0,12.0,28.0,0.379,0.429,0.809,0.121,阪神,1800065
7,ノイジー,179400000.0,0.24,133.0,516.0,475.0,114.0,13.0,1.0,9.0,156.0,42.0,56.0,85.0,36.0,2.0,0.0,0.295,0.328,0.623,0.165,阪神,
8,佐藤輝明,85000000.0,0.263,132.0,548.0,486.0,128.0,30.0,6.0,24.0,242.0,70.0,92.0,139.0,54.0,4.0,7.0,0.339,0.498,0.837,0.254,阪神,2000051
9,高山俊,21000000.0,,,,,,,,,,,,,,,,,,,,阪神,1500086
12,坂本誠志郎,28000000.0,0.226,84.0,289.0,243.0,55.0,5.0,1.0,0.0,62.0,10.0,21.0,62.0,19.0,4.0,0.0,0.288,0.255,0.543,0.215,阪神,1500087
25,渡邉諒,50000000.0,0.177,59.0,85.0,79.0,14.0,4.0,0.0,2.0,24.0,8.0,10.0,18.0,5.0,0.0,0.0,0.224,0.304,0.527,0.212,阪神,1300042
26,北條史也,18000000.0,,,,,,,,,,,,,,,,,,,,阪神,
32,井上広大,7200000.0,0.229,13.0,37.0,35.0,8.0,2.0,1.0,0.0,12.0,3.0,7.0,18.0,2.0,0.0,0.0,0.27,0.343,0.613,0.486,阪神,1900045
33,糸原健斗,80000000.0,0.236,69.0,83.0,72.0,17.0,1.0,0.0,0.0,18.0,1.0,5.0,16.0,9.0,2.0,0.0,0.337,0.25,0.587,0.193,阪神,1600117
38,小幡竜平,14000000.0,0.282,47.0,91.0,78.0,22.0,1.0,1.0,0.0,25.0,12.0,8.0,23.0,8.0,0.0,3.0,0.349,0.321,0.669,0.253,阪神,1800066
39,榮枝裕貴,8000000.0,0.333,2.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.333,0.333,0.667,0.25,阪神,2000054
40,井坪陽生,6000000.0,,,,,,,,,,,,,,,,,,,,阪神,2104697
43,高濱祐仁,22000000.0,,,,,,,,,,,,,,,,,,,,阪神,
44,戸井零士,5000000.0,,,,,,,,,,,,,,,,,,,,阪神,2100322
45,遠藤成,5000000.0,,,,,,,,,,,,,,,,,,,,阪神,1900047
51,中野拓夢,70000000.0,0.285,143.0,660.0,575.0,164.0,17.0,5.0,2.0,197.0,80.0,40.0,107.0,57.0,2.0,20.0,0.349,0.343,0.692,0.162,阪神,2000056
53,島田海吏,30000000.0,0.145,101.0,121.0,110.0,16.0,0.0,1.0,1.0,21.0,12.0,6.0,26.0,7.0,3.0,7.0,0.217,0.191,0.408,0.215,阪神,1700080
55,ミエセス,70000000.0,0.222,60.0,143.0,126.0,28.0,3.0,0.0,5.0,46.0,11.0,16.0,45.0,14.0,1.0,0.0,0.301,0.365,0.666,0.315,阪神,
57,長坂拳弥,10000000.0,0.222,10.0,12.0,9.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.222,0.222,0.444,0.25,阪神,1600119
58,前川右京,5000000.0,0.255,33.0,107.0,94.0,24.0,3.0,2.0,0.0,31.0,6.0,7.0,25.0,9.0,4.0,0.0,0.346,0.33,0.676,0.234,阪神,1950996
59,藤田健斗,5000000.0,,,,,,,,,,,,,,,,,,,,阪神,1900048
60,小野寺暖,8200000.0,0.347,43.0,83.0,75.0,26.0,2.0,2.0,0.0,32.0,8.0,11.0,12.0,7.0,0.0,0.0,0.402,0.427,0.829,0.145,阪神,1900050
61,豊田寛,8000000.0,,,,,,,,,,,,,,,,,,,,阪神,1450841
62,植田海,18000000.0,0.0,28.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,4.0,0.5,0.0,0.5,0.0,阪神,1400172
63,板山祐太郎,10000000.0,0.059,12.0,17.0,17.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.059,0.059,0.118,0.412,阪神,1500091
67,高寺望夢,6000000.0,,,,,,,,,,,,,,,,,,,,阪神,2000057
68,中川勇斗,4600000.0,,,,,,,,,,,,,,,,,,,,阪神,2100253
94,原口文仁,31000000.0,0.192,54.0,56.0,52.0,10.0,1.0,0.0,2.0,17.0,2.0,8.0,18.0,3.0,1.0,0.0,0.25,0.327,0.577,0.321,阪神,
95,片山雄哉,4500000.0,,,,,,,,,,,,,,,,,,,,阪神,
121,野口恭佑,3000000.0,,,,,,,,,,,,,,,,,,,,阪神,1850525
00,奥村展征,12000000.0,0.5,3.0,5.0,4.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.4,0.75,1.15,0.4,ヤクルト,
0,並木秀尊,9000000.0,0.242,82.0,174.0,161.0,39.0,3.0,1.0,1.0,47.0,37.0,7.0,33.0,8.0,1.0,15.0,0.282,0.292,0.574,0.19,ヤクルト,2000028
1,山田哲人,500000000.0,0.231,105.0,422.0,376.0,87.0,21.0,3.0,14.0,156.0,43.0,40.0,102.0,39.0,3.0,4.0,0.306,0.415,0.721,0.242,ヤクルト,1000132
3,西浦直亨,26000000.0,0.167,6.0,12.0,12.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,0.167,0.167,0.333,0.417,ヤクルト,1300095
4,丸山和郁,15000000.0,0.206,67.0,106.0,97.0,20.0,5.0,0.0,0.0,25.0,13.0,7.0,27.0,6.0,0.0,7.0,0.252,0.258,0.51,0.255,ヤクルト,1650522
5,川端慎吾,25000000.0,0.319,80.0,105.0,94.0,30.0,3.0,0.0,2.0,39.0,4.0,16.0,10.0,9.0,1.0,0.0,0.385,0.415,0.8,0.095,ヤクルト,600011
6,元山飛優,13000000.0,0.179,22.0,42.0,39.0,7.0,1.0,0.0,0.0,8.0,1.0,3.0,13.0,0.0,0.0,0.0,0.175,0.205,0.38,0.31,ヤクルト,2000027
7,長岡秀樹,33000000.0,0.227,135.0,488.0,445.0,101.0,19.0,1.0,3.0,131.0,43.0,35.0,57.0,29.0,5.0,4.0,0.281,0.294,0.575,0.117,ヤクルト,1900028
9,塩見泰隆,86000000.0,0.301,51.0,209.0,186.0,56.0,9.0,2.0,8.0,93.0,33.0,31.0,40.0,19.0,3.0,1.0,0.373,0.5,0.873,0.191,ヤクルト,1700087
10,荒木貴裕,23000000.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ヤクルト,
13,ホセ・オスナ,158000000.0,0.253,134.0,543.0,501.0,127.0,23.0,0.0,23.0,219.0,49.0,71.0,79.0,39.0,1.0,2.0,0.308,0.437,0.745,0.145,ヤクルト,
022,松井聖,3000000.0,,,,,,,,,,,,,,,,,,,,ヤクルト,
023,橋本星哉,2800000.0,,,,,,,,,,,,,,,,,,,,ヤクルト,2105063
23,青木宣親,340000000.0,0.253,96.0,264.0,217.0,55.0,8.0,0.0,3.0,72.0,25.0,19.0,28.0,39.0,4.0,2.0,0.371,0.332,0.703,0.106,ヤクルト,
