player_jersey_number,player_name_jap,player_salary,pitching_ERA,total_games,pitching_W,pitching_L,pitching_IP,pitching_W%,pitching_CG,pitching_SHO,pitching_SV,pitching_H,pitching_SO,pitching_SO%,pitching_R,pitching_ER,pitching_H,pitching_HR,pitching_BB,pitching_HBP,pitching_BB%,Team,player_id
20,マシソン,355000000,4.37,28.0,2.0,2.0,,0.5,0.0,0.0,1.0,8.0,19.0,7.54,11.0,11.0,28.0,2.0,9.0,0.0,3.57,巨人,
020,橋本篤郎,3100000,,,,,,,,,,,,,,,,,,,,巨人,
21,岩隈久志,50000000,,,,,,,,,,,,,,,,,,,,巨人,
23,野上亮磨,150000000,3.5,13.0,1.0,2.0,18.0,0.333,0.0,0.0,1.0,3.0,16.0,8.0,10.0,7.0,19.0,1.0,6.0,0.0,3.0,巨人,900055
023,與那原大剛,5100000,,,,,,,,,,,,,,,,,,,,巨人,
24,クック,143000000,4.8,13.0,0.0,2.0,15.0,0.0,0.0,0.0,6.0,0.0,9.0,5.4,8.0,8.0,19.0,2.0,6.0,0.0,3.6,巨人,
024,山下亜文,3000000,,,,,,,,,,,,,,,,,,,,巨人,
025,ラモス,2400000,,,,,,,,,,,,,,,,,,,,巨人,
28,田口麗斗,75000000,4.13,55.0,3.0,3.0,,0.5,0.0,0.0,1.0,14.0,66.0,9.09,30.0,30.0,59.0,11.0,18.0,2.0,2.48,巨人,1300029
29,鍬原拓也,16500000,4.74,15.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,2.0,16.0,7.58,11.0,10.0,17.0,4.0,4.0,2.0,1.89,巨人,
30,宮國椋丞,26400000,3.94,28.0,0.0,2.0,,0.0,0.0,0.0,0.0,3.0,21.0,6.37,16.0,13.0,26.0,2.0,9.0,1.0,2.73,巨人,
31,畠世周,19200000,6.89,5.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,14.0,8.04,14.0,12.0,26.0,2.0,5.0,1.0,2.87,巨人,1600060
32,鍵谷陽平,43000000,3.0,27.0,0.0,2.0,27.0,0.0,0.0,0.0,0.0,6.0,11.0,3.67,11.0,9.0,21.0,4.0,18.0,0.0,6.0,巨人,
35,桜井俊貴,10000000,4.32,29.0,8.0,6.0,,0.571,0.0,0.0,0.0,0.0,82.0,6.81,53.0,52.0,109.0,12.0,42.0,4.0,3.49,巨人,
37,田原誠次,36000000,4.32,25.0,2.0,2.0,,0.5,0.0,0.0,0.0,5.0,9.0,4.86,8.0,8.0,14.0,1.0,7.0,0.0,3.78,巨人,
40,谷岡竜平,15000000,,,,,,,,,,,,,,,,,,,,巨人,
41,中川皓太,19000000,2.37,67.0,4.0,3.0,,0.571,0.0,0.0,16.0,17.0,74.0,10.3,19.0,17.0,57.0,3.0,18.0,2.0,2.51,巨人,1500052
42,C.C.メルセデス,8500000,3.52,22.0,8.0,8.0,,0.5,0.0,0.0,0.0,0.0,89.0,6.66,49.0,47.0,137.0,12.0,28.0,5.0,2.09,巨人,
45,今村信貴,26000000,4.08,17.0,3.0,2.0,,0.6,0.0,0.0,0.0,0.0,54.0,5.95,39.0,37.0,82.0,9.0,26.0,8.0,2.87,巨人,
47,吉川光夫,75000000,9.95,9.0,0.0,1.0,,0.0,0.0,0.0,0.0,3.0,4.0,5.68,7.0,7.0,12.0,2.0,6.0,0.0,8.53,巨人,
48,池田駿,17000000,18.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,2.0,2.0,1.0,1.0,0.0,9.0,巨人,
49,ヤングマン,110000000,6.09,10.0,3.0,4.0,,0.429,0.0,0.0,0.0,0.0,28.0,5.68,33.0,30.0,49.0,9.0,26.0,3.0,5.28,巨人,
50,戸根千明,15000000,1.99,26.0,0.0,1.0,,0.0,0.0,0.0,0.0,8.0,21.0,8.34,7.0,5.0,17.0,2.0,17.0,3.0,6.75,巨人,
53,高田萌生,6800000,5.4,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,12.6,3.0,3.0,7.0,0.0,2.0,0.0,3.6,巨人,
54,直江大輔,5000000,,,,,,,,,,,,,,,,,,,,巨人,
57,高木京介,5000000,3.83,55.0,3.0,1.0,54.0,0.75,0.0,0.0,0.0,10.0,48.0,8.0,23.0,23.0,51.0,11.0,13.0,0.0,2.17,巨人,
58,坂本工宜,3700000,13.5,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,13.5,3.0,3.0,5.0,0.0,0.0,1.0,0.0,巨人,
62,横川凱,5000000,,,,,,,,,,,,,,,,,,,,巨人,1800026
64,大江竜聖,5600000,6.75,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,7.0,5.91,9.0,8.0,13.0,3.0,3.0,0.0,2.53,巨人,1600064
67,古川侑利,16000000,7.2,3.0,1.0,1.0,5.0,0.5,0.0,0.0,0.0,0.0,10.0,18.0,4.0,4.0,4.0,0.0,2.0,0.0,3.6,巨人,
68,戸郷翔征,5000000,2.08,2.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,11.0,11.42,2.0,2.0,6.0,1.0,3.0,1.0,3.12,巨人,1800028
92,アダメス,9100000,6.75,11.0,0.0,1.0,,0.0,0.0,0.0,0.0,3.0,4.0,3.86,7.0,7.0,10.0,2.0,4.0,0.0,3.86,巨人,
97,ルビー・デラロサ,30000000,2.25,26.0,1.0,0.0,24.0,1.0,0.0,0.0,8.0,5.0,32.0,12.0,6.0,6.0,16.0,4.0,5.0,1.0,1.88,巨人,
11,東克樹,55500000,3.76,7.0,4.0,2.0,,0.667,0.0,0.0,0.0,0.0,31.0,7.28,17.0,16.0,38.0,4.0,10.0,1.0,2.35,DeNA,1700058
12,阪口皓亮,6000000,5.87,3.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,4.0,4.7,5.0,5.0,9.0,0.0,4.0,1.0,4.7,DeNA,1700060
14,石田健大,58000000,2.14,40.0,4.0,1.0,,0.8,0.0,0.0,0.0,10.0,78.0,9.84,19.0,17.0,59.0,7.0,21.0,0.0,2.65,DeNA,1400110
15,井納翔一,72000000,4.76,15.0,4.0,5.0,70.0,0.444,0.0,0.0,0.0,0.0,50.0,6.43,43.0,37.0,74.0,5.0,28.0,3.0,3.6,DeNA,
16,大貫晋一,11500000,5.0,15.0,6.0,5.0,,0.545,0.0,0.0,0.0,0.0,54.0,7.29,38.0,37.0,81.0,7.0,25.0,2.0,3.38,DeNA,1800045
17,三嶋一輝,48000000,4.33,71.0,5.0,4.0,,0.556,0.0,0.0,0.0,23.0,62.0,7.68,36.0,35.0,67.0,10.0,31.0,0.0,3.84,DeNA,
19,山崎康晃,250000000,1.95,61.0,3.0,2.0,60.0,0.6,0.0,0.0,30.0,4.0,54.0,8.1,18.0,13.0,44.0,6.0,19.0,0.0,2.85,DeNA,1400109
21,今永昇太,67000000,2.91,25.0,13.0,7.0,170.0,0.65,3.0,3.0,0.0,0.0,186.0,9.85,59.0,55.0,128.0,18.0,56.0,4.0,2.96,DeNA,
22,熊原健人,10000000,,,,,,,,,,,,,,,,,,,,DeNA,
24,齋藤俊介,9500000,5.76,16.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,20.0,7.2,19.0,16.0,31.0,1.0,8.0,2.0,2.88,DeNA,
26,濱口遥大,50500000,3.17,17.0,6.0,5.0,,0.545,2.0,2.0,0.0,1.0,85.0,9.29,33.0,29.0,59.0,8.0,38.0,3.0,4.15,DeNA,
27,上茶谷大河,15000000,3.96,25.0,7.0,6.0,134.0,0.538,1.0,1.0,0.0,0.0,102.0,6.85,68.0,59.0,136.0,14.0,51.0,3.0,3.43,DeNA,1800043
28,勝又温史,5600000,,,,,,,,,,,,,,,,,,,,DeNA,1800046
30,飯塚悟史,14000000,11.12,5.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,9.0,7.15,14.0,14.0,17.0,4.0,3.0,1.0,2.38,DeNA,
34,平田真吾,15500000,9.31,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,11.0,10.24,11.0,10.0,15.0,2.0,4.0,2.0,3.72,DeNA,
35,三上朋也,105000000,5.79,6.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,5.0,9.64,4.0,3.0,5.0,0.0,6.0,0.0,11.57,DeNA,
41,櫻井周斗,5700000,4.86,14.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,17.0,9.18,9.0,9.0,17.0,1.0,10.0,1.0,5.4,DeNA,
42,エディソン・バリオス,33000000,4.3,3.0,1.0,2.0,,0.333,0.0,0.0,0.0,0.0,11.0,6.75,8.0,7.0,12.0,0.0,10.0,2.0,6.14,DeNA,
43,進藤拓也,7000000,9.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,6.43,7.0,7.0,10.0,2.0,6.0,2.0,7.71,DeNA,
45,綾部翔,5900000,,,,,,,,,,,,,,,,,,,,DeNA,
46,田中健二朗,46000000,,,,,,,,,,,,,,,,,,,,DeNA,
47,砂田毅樹,72000000,5.11,16.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,10.0,7.3,9.0,7.0,21.0,2.0,8.0,1.0,5.84,DeNA,
48,京山将弥,10500000,5.8,9.0,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,29.0,7.32,26.0,23.0,45.0,3.0,27.0,0.0,6.81,DeNA,
49,赤間謙,11500000,5.59,7.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,4.66,6.0,6.0,7.0,2.0,3.0,0.0,2.79,DeNA,
53,パットン,160000000,5.15,42.0,0.0,3.0,,0.0,0.0,0.0,0.0,22.0,45.0,11.05,24.0,21.0,38.0,4.0,22.0,3.0,5.4,DeNA,
54,寺田光輝,6000000,,,,,,,,,,,,,,,,,,,,DeNA,
56,濱矢廣大,9000000,32.4,2.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,0.0,5.0,0.0,27.0,DeNA,
58,武藤祐太,12000000,3.32,31.0,1.0,2.0,38.0,0.333,0.0,0.0,0.0,3.0,28.0,6.63,17.0,14.0,31.0,4.0,18.0,1.0,4.26,DeNA,
59,平良拳太郎,13000000,4.11,15.0,5.0,6.0,70.0,0.455,0.0,0.0,0.0,0.0,55.0,7.07,34.0,32.0,68.0,9.0,17.0,0.0,2.19,DeNA,1300031
62,エスコバー,95000000,2.51,74.0,5.0,4.0,,0.556,0.0,0.0,0.0,33.0,88.0,10.51,23.0,21.0,60.0,7.0,24.0,2.0,2.87,DeNA,
65,国吉佑樹,17000000,4.8,53.0,5.0,3.0,,0.625,0.0,0.0,0.0,9.0,81.0,10.51,37.0,37.0,62.0,9.0,28.0,2.0,3.63,DeNA,1000007
67,古村徹,6000000,,,,,,,,,,,,,,,,,,,,DeNA,
68,藤岡好明,11500000,1.86,32.0,1.0,0.0,29.0,1.0,0.0,0.0,0.0,1.0,23.0,7.14,6.0,6.0,27.0,2.0,15.0,0.0,4.66,DeNA,600085
91,中後悠平,9500000,3.38,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,3.38,1.0,1.0,3.0,0.0,2.0,0.0,6.75,DeNA,
92,田村丈,4400000,,,,,,,,,,,,,,,,,,,,DeNA,
94,笠井崇正,4400000,4.03,16.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,18.0,7.25,10.0,10.0,23.0,3.0,14.0,0.0,5.64,DeNA,
97,S.ソリス,33000000,2.08,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,4.15,1.0,1.0,4.0,1.0,2.0,0.0,4.15,DeNA,
100,宮城滝太,3400000,,,,,,,,,,,,,,,,,,,,DeNA,1800049
104,中川虎大,3600000,5.4,3.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,5.4,3.0,3.0,7.0,2.0,3.0,0.0,5.4,DeNA,1700067
106,水野滉也,9500000,,,,,,,,,,,,,,,,,,,,DeNA,
107,コルデロ,2400000,,,,,,,,,,,,,,,,,,,,DeNA,
13,岡本洋介,25000000,8.44,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,6.75,5.0,5.0,6.0,2.0,3.0,1.0,5.06,阪神,
14,能見篤史,110000000,4.3,51.0,1.0,2.0,44.0,0.333,0.0,0.0,0.0,18.0,41.0,8.39,21.0,21.0,37.0,5.0,24.0,1.0,4.91,阪神,
16,西勇輝,120000000,2.92,26.0,10.0,8.0,,0.556,1.0,1.0,0.0,0.0,112.0,5.85,60.0,56.0,159.0,12.0,36.0,9.0,1.88,阪神,900062
17,岩貞祐太,38000000,4.02,8.0,2.0,4.0,,0.333,0.0,0.0,0.0,0.0,33.0,7.36,19.0,18.0,43.0,4.0,15.0,0.0,3.35,阪神,1300070
18,馬場皐輔,14500000,10.8,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,10.8,4.0,4.0,7.0,3.0,1.0,0.0,2.7,阪神,1700077
19,藤浪晋太郎,84000000,2.08,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,6.23,1.0,1.0,4.0,0.0,6.0,2.0,12.46,阪神,1200062
21,岩田稔,38000000,4.52,14.0,3.0,4.0,,0.429,1.0,0.0,0.0,0.0,43.0,4.98,46.0,39.0,90.0,13.0,21.0,3.0,2.43,阪神,
22,藤川球児,140000000,1.77,56.0,4.0,1.0,56.0,0.8,0.0,0.0,16.0,23.0,83.0,13.34,11.0,11.0,29.0,3.0,32.0,0.0,5.14,阪神,11807
26,呂彦青,8000000,,,,,,,,,,,,,,,,,,,,阪神,
27,尾仲祐哉,10000000,6.35,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,9.53,4.0,4.0,6.0,1.0,5.0,1.0,7.94,阪神,
28,小野泰己,27000000,2.31,14.0,0.0,1.0,,0.0,0.0,0.0,0.0,5.0,6.0,4.63,3.0,3.0,11.0,0.0,13.0,1.0,10.03,阪神,
29,高橋遥人,13000000,3.78,19.0,3.0,9.0,,0.25,0.0,0.0,0.0,1.0,125.0,10.26,56.0,46.0,115.0,9.0,38.0,0.0,3.12,阪神,1700078
30,石崎剛,14400000,6.75,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,6.75,阪神,
30,高野圭佑,10000000,4.76,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,6.0,9.53,4.0,3.0,6.0,0.0,1.0,1.0,1.59,阪神,
34,谷川昌希,9000000,3.68,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,4.91,4.0,3.0,8.0,0.0,3.0,0.0,3.68,阪神,
35,才木浩人,15000000,4.7,3.0,2.0,1.0,,0.667,0.0,0.0,0.0,0.0,14.0,8.22,8.0,8.0,20.0,0.0,5.0,0.0,2.93,阪神,1600115
36,浜地真澄,5000000,6.11,21.0,2.0,1.0,28.0,0.667,0.0,0.0,0.0,0.0,27.0,8.68,21.0,19.0,35.0,4.0,8.0,0.0,2.57,阪神,1600116
40,福永春吾,6800000,22.5,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,13.5,5.0,5.0,6.0,1.0,1.0,0.0,4.5,阪神,
41,高橋聡文,55000000,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,阪神,
43,守屋功輝,7000000,3.0,57.0,2.0,2.0,54.0,0.5,0.0,0.0,0.0,7.0,53.0,8.83,19.0,18.0,45.0,3.0,17.0,0.0,2.83,阪神,
46,秋山拓巳,36000000,4.26,10.0,4.0,3.0,,0.571,0.0,0.0,0.0,0.0,35.0,6.22,27.0,24.0,56.0,5.0,12.0,1.0,2.13,阪神,
47,川原陸,5000000,,,,,,,,,,,,,,,,,,,,阪神,
48,齋藤友貴哉,10000000,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,1.0,0.0,3.0,0.0,13.5,阪神,1800068
50,青柳晃洋,12000000,3.14,25.0,9.0,9.0,,0.5,1.0,1.0,0.0,0.0,100.0,6.28,56.0,50.0,145.0,14.0,42.0,12.0,2.64,阪神,1500090
52,P.ジョンソン,90000000,1.38,58.0,2.0,3.0,,0.4,0.0,0.0,0.0,40.0,91.0,13.96,12.0,9.0,34.0,2.0,13.0,1.0,1.99,阪神,
54,メッセンジャー,350000000,4.67,14.0,3.0,7.0,79.0,0.3,1.0,0.0,0.0,0.0,55.0,6.27,45.0,41.0,71.0,11.0,38.0,2.0,4.33,阪神,
56,飯田優也,19000000,10.8,3.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,6.0,16.2,4.0,4.0,5.0,0.0,5.0,0.0,13.5,阪神,
61,望月惇志,11000000,4.02,8.0,1.0,1.0,,0.5,0.0,0.0,0.0,0.0,26.0,7.47,15.0,14.0,33.0,4.0,16.0,3.0,4.6,阪神,
64,桑原謙太朗,60000000,9.0,7.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,3.0,6.0,10.8,9.0,5.0,10.0,1.0,3.0,1.0,5.4,阪神,800021
65,湯浅京己,5000000,,,,,,,,,,,,,,,,,,,,阪神,1800070
66,牧丈一郎,4800000,,,,,,,,,,,,,,,,,,,,阪神,
67,岩崎優,50000000,1.01,48.0,3.0,0.0,,1.0,0.0,0.0,0.0,26.0,58.0,9.73,11.0,6.0,24.0,5.0,17.0,3.0,2.85,阪神,1300075
69,島本浩也,8500000,1.67,63.0,4.0,0.0,,1.0,0.0,0.0,1.0,11.0,60.0,9.1,13.0,11.0,42.0,4.0,14.0,4.0,2.12,阪神,1000164
77,ガルシア,170000000,4.69,21.0,6.0,8.0,,0.429,1.0,1.0,0.0,0.0,79.0,6.86,66.0,54.0,123.0,8.0,40.0,6.0,3.47,阪神,
92,伊藤和雄,8500000,,,,,,,,,,,,,,,,,,,,阪神,
97,歳内宏明,11000000,,,,,,,,,,,,,,,,,,,,阪神,
98,ドリス,170000000,2.11,56.0,5.0,4.0,,0.556,0.0,0.0,19.0,10.0,50.0,8.13,16.0,13.0,36.0,1.0,11.0,1.0,1.79,阪神,
115,横山雄哉,7000000,,,,,,,,,,,,,,,,,,,,阪神,
121,石井将希,3000000,,,,,,,,,,,,,,,,,,,,阪神,
12,石山泰稚,100000000,2.73,34.0,2.0,2.0,33.0,0.5,0.0,0.0,10.0,5.0,31.0,8.45,12.0,10.0,30.0,2.0,8.0,0.0,2.18,ヤクルト,1200075
13,中尾輝,20000000,8.36,12.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,18.0,11.57,13.0,13.0,17.0,3.0,8.0,0.0,5.14,ヤクルト,
14,高梨裕稔,36000000,6.23,21.0,5.0,7.0,78.0,0.417,0.0,0.0,0.0,0.0,82.0,9.46,56.0,54.0,90.0,13.0,34.0,4.0,3.92,ヤクルト,1300045
15,大下佑馬,15000000,5.18,31.0,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,30.0,6.48,26.0,24.0,52.0,7.0,12.0,0.0,2.59,ヤクルト,
16,原樹理,40000000,4.86,12.0,3.0,7.0,74.0,0.3,1.0,0.0,0.0,0.0,57.0,6.93,44.0,40.0,85.0,10.0,19.0,5.0,2.31,ヤクルト,
17,清水昇,14000000,7.27,11.0,0.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,24.0,8.31,25.0,21.0,33.0,7.0,13.0,0.0,4.5,ヤクルト,1800033
18,寺島成輝,11000000,2.25,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,9.0,0.0,2.0,0.0,4.5,ヤクルト,
