ID,Year,GameAssortment,Season,HomeTeam,VisitorTeam,Matchday,GameCD,League,Ranking,TeamCD,ShortName_Team,Game,Win,Lose,Draw,WinningPercentage,GameBehind,GameBehindTop,Run,PointLost,Homerun,StolenBase,BattingAverage,EarnedRunAverage,RestGame,Winner_Magic,POLastRanking,RankShiftF,UpdatedAt,CreatedAt,league
58219,2025,1,,,,20250405,,,4,2,ヤクルト,7,3,3,1,0.50000,0.5,1,16,26,2,1,.188,3.15,136,-1,,0,2025-04-05T09:03:21.000Z,2025-04-05T09:03:21.000Z,pacific
58220,2025,1,,,,20250405,,,5,6,広島,7,3,4,0,0.42857,0.5,1.5,24,24,4,1,.233,3.08,136,-1,,0,2025-04-05T09:03:21.000Z,2025-04-05T09:03:21.000Z,pacific
58221,2025,1,,,,20250405,,,6,4,中日,8,2,5,1,0.28571,1,2.5,9,19,0,2,.195,2.00,135,-1,,2,2025-04-05T09:03:21.000Z,2025-04-05T09:03:21.000Z,pacific
58246,2025,1,,,,20250406,,,1,5,阪神,9,5,3,1,0.62500,-,-,28,27,6,7,.211,2.93,134,-1,,1,2025-04-06T07:52:10.000Z,2025-04-06T07:52:10.000Z,pacific
58247,2025,1,,,,20250406,,,2,1,巨人,9,5,4,0,0.55555,0.5,0.5,35,23,5,6,.280,2.33,134,-1,,2,2025-04-06T07:52:10.000Z,2025-04-06T07:52:10.000Z,pacific
58248,2025,1,,,,20250406,,,3,3,DeNA,9,4,4,1,0.50000,0.5,1,40,34,4,4,.239,3.14,134,-1,,2,2025-04-06T07:52:10.000Z,2025-04-06T07:52:10.000Z,pacific
58249,2025,1,,,,20250406,,,3,6,広島,8,4,4,0,0.50000,0,1,31,30,4,4,.251,3.44,135,-1,,1,2025-04-06T07:52:10.000Z,2025-04-06T07:52:10.000Z,pacific
58250,2025,1,,,,20250406,,,5,2,ヤクルト,8,3,4,1,0.42857,0.5,1.5,21,32,4,1,.199,3.50,135,-1,,2,2025-04-06T07:52:10.000Z,2025-04-06T07:52:10.000Z,pacific
58251,2025,1,,,,20250406,,,6,4,中日,9,3,5,1,0.37500,0.5,2,15,24,2,3,.200,2.33,134,-1,,0,2025-04-06T07:52:10.000Z,2025-04-06T07:52:10.000Z,pacific
58282,2025,1,,,,20250408,,,1,1,巨人,10,5,4,1,0.55555,-,-,38,26,5,6,.273,2.32,133,-1,,1,2025-04-08T13:19:11.000Z,2025-04-08T13:19:11.000Z,pacific
58283,2025,1,,,,20250408,,,1,5,阪神,10,5,4,1,0.55555,-,-,28,28,6,7,.201,2.74,133,-1,,0,2025-04-08T13:19:11.000Z,2025-04-08T13:19:11.000Z,pacific
58284,2025,1,,,,20250408,,,3,3,DeNA,10,4,4,2,0.50000,0.5,0.5,43,37,4,4,.238,3.03,133,-1,,0,2025-04-08T13:19:11.000Z,2025-04-08T13:19:11.000Z,pacific
58285,2025,1,,,,20250408,,,3,6,広島,9,4,4,1,0.50000,0,0.5,32,31,4,4,.236,3.06,134,-1,,0,2025-04-08T13:19:11.000Z,2025-04-08T13:19:11.000Z,pacific
58286,2025,1,,,,20250408,,,3,2,ヤクルト,9,4,4,1,0.50000,0,0.5,22,32,4,1,.195,3.12,134,-1,,1,2025-04-08T13:19:11.000Z,2025-04-08T13:19:11.000Z,pacific
58287,2025,1,,,,20250408,,,6,4,中日,10,3,5,2,0.37500,1,1.5,16,25,2,4,.186,2.13,133,-1,,0,2025-04-08T13:19:11.000Z,2025-04-08T13:19:11.000Z,pacific
58306,2025,1,,,,20250409,,,1,1,巨人,11,6,4,1,0.60000,-,-,44,29,9,6,.278,2.38,132,-1,,0,2025-04-09T12:26:51.000Z,2025-04-09T12:26:51.000Z,pacific
58307,2025,1,,,,20250409,,,2,2,ヤクルト,10,5,4,1,0.55555,0.5,0.5,27,35,4,1,.195,2.91,133,-1,,1,2025-04-09T12:26:51.000Z,2025-04-09T12:26:51.000Z,pacific
58308,2025,1,,,,20250409,,,3,5,阪神,11,5,5,1,0.50000,0.5,1,31,33,6,8,.201,2.76,132,-1,,2,2025-04-09T12:26:51.000Z,2025-04-09T12:26:51.000Z,pacific
58309,2025,1,,,,20250409,,,4,3,DeNA,11,4,5,2,0.44444,0.5,1.5,46,43,5,4,.233,3.20,132,-1,,2,2025-04-09T12:26:51.000Z,2025-04-09T12:26:51.000Z,pacific
58310,2025,1,,,,20250409,,,4,6,広島,10,4,5,1,0.44444,0,1.5,33,34,4,4,.234,3.09,133,-1,,2,2025-04-09T12:26:51.000Z,2025-04-09T12:26:51.000Z,pacific
58311,2025,1,,,,20250409,,,4,4,中日,11,4,5,2,0.44444,0,1.5,19,26,2,5,.190,2.03,132,-1,,1,2025-04-09T12:26:51.000Z,2025-04-09T12:26:51.000Z,pacific
58330,2025,1,,,,20250410,,,1,1,巨人,11,6,4,1,0.60000,-,-,44,29,9,6,.278,2.38,132,-1,,0,2025-04-10T12:29:58.000Z,2025-04-10T12:29:58.000Z,pacific
58331,2025,1,,,,20250410,,,2,2,ヤクルト,10,5,4,1,0.55555,0.5,0.5,27,35,4,1,.195,2.91,133,-1,,0,2025-04-10T12:29:58.000Z,2025-04-10T12:29:58.000Z,pacific
58332,2025,1,,,,20250410,,,3,5,阪神,11,5,5,1,0.50000,0.5,1,31,33,6,8,.201,2.76,132,-1,,0,2025-04-10T12:29:58.000Z,2025-04-10T12:29:58.000Z,pacific
58333,2025,1,,,,20250410,,,3,6,広島,11,5,5,1,0.50000,0,1,35,35,4,4,.231,2.85,132,-1,,1,2025-04-10T12:29:58.000Z,2025-04-10T12:29:58.000Z,pacific
58334,2025,1,,,,20250410,,,5,3,DeNA,11,4,5,2,0.44444,0.5,1.5,46,43,5,4,.233,3.20,132,-1,,2,2025-04-10T12:29:58.000Z,2025-04-10T12:29:58.000Z,pacific
58335,2025,1,,,,20250410,,,6,4,中日,12,4,6,2,0.40000,0.5,2,20,28,2,6,.190,1.99,131,-1,,2,2025-04-10T12:29:58.000Z,2025-04-10T12:29:58.000Z,pacific
58348,2025,1,,,,20250411,,,1,2,ヤクルト,10,5,4,1,0.55555,-,-,27,35,4,1,.195,2.91,133,-1,,1,2025-04-11T12:22:10.000Z,2025-04-11T12:22:10.000Z,pacific
58349,2025,1,,,,20250411,,,2,1,巨人,12,6,5,1,0.54545,0,0,47,41,9,7,.266,3.11,131,-1,,2,2025-04-11T12:22:10.000Z,2025-04-11T12:22:10.000Z,pacific
58350,2025,1,,,,20250411,,,2,5,阪神,12,6,5,1,0.54545,0,0,37,36,6,8,.217,2.78,131,-1,,1,2025-04-11T12:22:10.000Z,2025-04-11T12:22:10.000Z,pacific
58351,2025,1,,,,20250411,,,2,6,広島,12,6,5,1,0.54545,0,0,47,38,4,4,.246,2.78,131,-1,,1,2025-04-11T12:22:10.000Z,2025-04-11T12:22:10.000Z,pacific
58352,2025,1,,,,20250411,,,5,3,DeNA,11,4,5,2,0.44444,1,1,46,43,5,4,.233,3.20,132,-1,,0,2025-04-11T12:22:10.000Z,2025-04-11T12:22:10.000Z,pacific
58353,2025,1,,,,20250411,,,6,4,中日,13,4,7,2,0.36363,1,2,23,34,3,6,.191,2.31,130,-1,,0,2025-04-11T12:22:10.000Z,2025-04-11T12:22:10.000Z,pacific
58390,2025,1,,,,20250412,,,1,6,広島,13,7,5,1,0.58333,-,-,48,38,4,5,.249,2.57,130,-1,,1,2025-04-12T08:25:07.000Z,2025-04-12T08:25:07.000Z,pacific
58391,2025,1,,,,20250412,,,2,1,巨人,13,6,6,1,0.50000,1,1,47,42,9,7,.264,2.97,130,-1,,0,2025-04-12T08:25:07.000Z,2025-04-12T08:25:07.000Z,pacific
58392,2025,1,,,,20250412,,,2,5,阪神,13,6,6,1,0.50000,0,1,39,39,6,9,.227,2.80,130,-1,,0,2025-04-12T08:25:07.000Z,2025-04-12T08:25:07.000Z,pacific
58393,2025,1,,,,20250412,,,4,3,DeNA,12,5,5,2,0.50000,0,1,51,47,5,4,.239,3.27,131,-1,,1,2025-04-12T08:25:07.000Z,2025-04-12T08:25:07.000Z,pacific
58394,2025,1,,,,20250412,,,4,2,ヤクルト,11,5,5,1,0.50000,0,1,31,40,4,1,.197,3.13,132,-1,,2,2025-04-12T08:25:07.000Z,2025-04-12T08:25:07.000Z,pacific
58395,2025,1,,,,20250412,,,6,4,中日,14,5,7,2,0.41666,1,2,26,36,3,6,.196,2.28,129,-1,,0,2025-04-12T08:25:07.000Z,2025-04-12T08:25:07.000Z,pacific
58408,2025,1,,,,20250413,,,1,6,広島,14,8,5,1,0.61538,-,-,53,41,5,6,.254,2.47,129,-1,,0,2025-04-13T07:53:52.000Z,2025-04-13T07:53:52.000Z,pacific
58409,2025,1,,,,20250413,,,2,5,阪神,13,6,6,1,0.50000,1.5,1.5,39,39,6,9,.227,2.80,130,-1,,0,2025-04-13T07:53:52.000Z,2025-04-13T07:53:52.000Z,pacific
58410,2025,1,,,,20250413,,,3,3,DeNA,12,5,5,2,0.50000,0,1.5,51,47,5,4,.239,3.27,131,-1,,1,2025-04-13T07:53:52.000Z,2025-04-13T07:53:52.000Z,pacific
58411,2025,1,,,,20250413,,,3,2,ヤクルト,11,5,5,1,0.50000,0,1.5,31,40,4,1,.197,3.13,132,-1,,1,2025-04-13T07:53:52.000Z,2025-04-13T07:53:52.000Z,pacific
58412,2025,1,,,,20250413,,,5,1,巨人,14,6,7,1,0.46153,0.5,2,50,47,9,7,.263,3.00,129,-1,,2,2025-04-13T07:53:52.000Z,2025-04-13T07:53:52.000Z,pacific
58413,2025,1,,,,20250413,,,6,4,中日,14,5,7,2,0.41666,0.5,2.5,26,36,3,6,.196,2.28,129,-1,,0,2025-04-13T07:53:52.000Z,2025-04-13T07:53:52.000Z,pacific
58438,2025,1,,,,20250415,,,1,6,広島,15,9,5,1,0.64285,-,-,60,42,6,7,.260,2.37,128,-1,,0,2025-04-15T12:18:25.000Z,2025-04-15T12:18:25.000Z,pacific
58439,2025,1,,,,20250415,,,2,5,阪神,14,7,6,1,0.53846,1.5,1.5,44,40,6,11,.231,2.60,129,-1,,0,2025-04-15T12:18:25.000Z,2025-04-15T12:18:25.000Z,pacific
58440,2025,1,,,,20250415,,,3,1,巨人,15,7,7,1,0.50000,0.5,2,51,47,9,7,.262,2.80,128,-1,,1,2025-04-15T12:18:25.000Z,2025-04-15T12:18:25.000Z,pacific
58441,2025,1,,,,20250415,,,4,3,DeNA,13,5,6,2,0.45454,0.5,2.5,51,48,5,4,.235,3.12,130,-1,,2,2025-04-15T12:18:25.000Z,2025-04-15T12:18:25.000Z,pacific
58442,2025,1,,,,20250415,,,4,2,ヤクルト,12,5,6,1,0.45454,0,2.5,32,45,4,1,.191,3.28,131,-1,,2,2025-04-15T12:18:25.000Z,2025-04-15T12:18:25.000Z,pacific
58443,2025,1,,,,20250415,,,6,4,中日,15,5,8,2,0.38461,1,3.5,27,43,3,9,.195,2.61,128,-1,,0,2025-04-15T12:18:25.000Z,2025-04-15T12:18:25.000Z,pacific
58456,2025,1,,,,20250416,,,1,6,広島,16,9,6,1,0.60000,-,-,60,44,6,7,.255,2.35,127,-1,,0,2025-04-16T11:50:25.000Z,2025-04-16T11:50:25.000Z,pacific
58457,2025,1,,,,20250416,,,2,5,阪神,14,7,6,1,0.53846,1,1,44,40,6,11,.231,2.60,129,-1,,0,2025-04-16T11:50:25.000Z,2025-04-16T11:50:25.000Z,pacific
58458,2025,1,,,,20250416,,,3,1,巨人,16,8,7,1,0.53333,0,1,56,47,11,7,.261,2.63,127,-1,,0,2025-04-16T11:50:25.000Z,2025-04-16T11:50:25.000Z,pacific
58459,2025,1,,,,20250416,,,4,2,ヤクルト,12,5,6,1,0.45454,1,2,32,45,4,1,.191,3.28,131,-1,,0,2025-04-16T11:50:25.000Z,2025-04-16T11:50:25.000Z,pacific
58460,2025,1,,,,20250416,,,5,4,中日,16,6,8,2,0.42857,0.5,2.5,29,43,3,9,.192,2.45,127,-1,,1,2025-04-16T11:50:25.000Z,2025-04-16T11:50:25.000Z,pacific
58461,2025,1,,,,20250416,,,6,3,DeNA,14,5,7,2,0.41666,0,2.5,51,53,5,4,.231,3.28,129,-1,,2,2025-04-16T11:50:25.000Z,2025-04-16T11:50:25.000Z,pacific
58498,2025,1,,,,20250417,,,1,6,広島,16,9,6,1,0.60000,-,-,60,44,6,7,.255,2.35,127,-1,,0,2025-04-17T13:11:40.000Z,2025-04-17T13:11:40.000Z,pacific
58499,2025,1,,,,20250417,,,2,5,阪神,15,8,6,1,0.57142,0.5,0.5,51,45,8,11,.238,2.65,128,-1,,0,2025-04-17T13:11:40.000Z,2025-04-17T13:11:40.000Z,pacific
58500,2025,1,,,,20250417,,,3,1,巨人,17,8,8,1,0.50000,1,1.5,57,56,11,7,.258,3.00,126,-1,,0,2025-04-17T13:11:40.000Z,2025-04-17T13:11:40.000Z,pacific
58501,2025,1,,,,20250417,,,4,3,DeNA,15,6,7,2,0.46153,0.5,2,60,54,6,5,.243,3.13,128,-1,,1,2025-04-17T13:11:40.000Z,2025-04-17T13:11:40.000Z,pacific
58502,2025,1,,,,20250417,,,5,4,中日,16,6,8,2,0.42857,0.5,2.5,29,43,3,9,.192,2.45,127,-1,,0,2025-04-17T13:11:40.000Z,2025-04-17T13:11:40.000Z,pacific
58503,2025,1,,,,20250417,,,6,2,ヤクルト,13,5,7,1,0.41666,0,2.5,37,52,4,1,.194,3.51,130,-1,,2,2025-04-17T13:11:40.000Z,2025-04-17T13:11:40.000Z,pacific
58522,2025,1,,,,20250418,,,1,6,広島,17,10,6,1,0.62500,-,-,65,46,6,8,.256,2.33,126,-1,,0,2025-04-18T12:33:02.000Z,2025-04-18T12:33:02.000Z,pacific
58523,2025,1,,,,20250418,,,2,5,阪神,16,8,7,1,0.53333,1.5,1.5,53,50,8,11,.232,2.80,127,-1,,0,2025-04-18T12:33:02.000Z,2025-04-18T12:33:02.000Z,pacific
58524,2025,1,,,,20250418,,,3,1,巨人,18,9,8,1,0.52941,0,1.5,64,58,11,10,.261,2.94,125,-1,,0,2025-04-18T12:33:02.000Z,2025-04-18T12:33:02.000Z,pacific
58525,2025,1,,,,20250418,,,4,3,DeNA,15,6,7,2,0.46153,1,2.5,60,54,6,5,.243,3.13,128,-1,,0,2025-04-18T12:33:02.000Z,2025-04-18T12:33:02.000Z,pacific
58526,2025,1,,,,20250418,,,5,4,中日,16,6,8,2,0.42857,0.5,3,29,43,3,9,.192,2.45,127,-1,,0,2025-04-18T12:33:02.000Z,2025-04-18T12:33:02.000Z,pacific
58527,2025,1,,,,20250418,,,6,2,ヤクルト,14,5,8,1,0.38461,0.5,3.5,39,59,4,1,.197,3.75,129,-1,,0,2025-04-18T12:33:02.000Z,2025-04-18T12:33:02.000Z,pacific
58558,2025,1,,,,20250419,,,1,6,広島,18,11,6,1,0.64705,-,-,68,46,6,9,.252,2.21,125,-1,,0,2025-04-19T13:03:16.000Z,2025-04-19T13:03:16.000Z,pacific
58559,2025,1,,,,20250419,,,2,1,巨人,19,10,8,1,0.55555,1.5,1.5,70,62,13,10,.267,3.00,124,-1,,1,2025-04-19T13:03:16.000Z,2025-04-19T13:03:16.000Z,pacific
58560,2025,1,,,,20250419,,,3,5,阪神,17,8,8,1,0.50000,1,2.5,53,53,8,11,.233,2.64,126,-1,,2,2025-04-19T13:03:16.000Z,2025-04-19T13:03:16.000Z,pacific
58561,2025,1,,,,20250419,,,4,4,中日,17,7,8,2,0.46666,0.5,3,32,45,4,9,.197,2.37,126,-1,,1,2025-04-19T13:03:16.000Z,2025-04-19T13:03:16.000Z,pacific
58562,2025,1,,,,20250419,,,5,3,DeNA,16,6,8,2,0.42857,0.5,3.5,62,57,7,5,.241,3.14,127,-1,,2,2025-04-19T13:03:16.000Z,2025-04-19T13:03:16.000Z,pacific
58563,2025,1,,,,20250419,,,6,2,ヤクルト,15,5,9,1,0.35714,1,4.5,43,65,5,2,.206,3.89,128,-1,,0,2025-04-19T13:03:16.000Z,2025-04-19T13:03:16.000Z,pacific
58594,2025,1,,,,20250420,,,1,6,広島,19,11,7,1,0.61111,-,-,69,54,6,9,.250,2.52,124,-1,,0,2025-04-20T13:00:00.000Z,2025-04-20T13:00:00.000Z,pacific
58595,2025,1,,,,20250420,,,2,5,阪神,18,9,8,1,0.52941,1.5,1.5,61,54,10,13,.240,2.55,125,-1,,1,2025-04-20T13:00:00.000Z,2025-04-20T13:00:00.000Z,pacific
58596,2025,1,,,,20250420,,,3,1,巨人,20,10,9,1,0.52631,0,1.5,72,65,14,10,.264,2.99,123,-1,,2,2025-04-20T13:00:00.000Z,2025-04-20T13:00:00.000Z,pacific
58597,2025,1,,,,20250420,,,4,4,中日,18,8,8,2,0.50000,0.5,2,34,45,5,9,.198,2.24,125,-1,,0,2025-04-20T13:00:00.000Z,2025-04-20T13:00:00.000Z,pacific
58598,2025,1,,,,20250420,,,5,3,DeNA,17,6,9,2,0.40000,1.5,3.5,62,59,7,5,.234,3.10,126,-1,,0,2025-04-20T13:00:00.000Z,2025-04-20T13:00:00.000Z,pacific
58599,2025,1,,,,20250420,,,5,2,ヤクルト,16,6,9,1,0.40000,0,3.5,46,67,6,2,.210,3.75,127,-1,,1,2025-04-20T13:00:00.000Z,2025-04-20T13:00:00.000Z,pacific
58606,2025,1,,,,20250422,,,1,6,広島,19,11,7,1,0.61111,-,-,69,54,6,9,.250,2.52,124,-1,,0,2025-04-22T11:58:58.000Z,2025-04-22T11:58:58.000Z,pacific
58607,2025,1,,,,20250422,,,2,5,阪神,19,10,8,1,0.55555,1,1,65,56,11,15,.243,2.52,124,-1,,0,2025-04-22T11:58:58.000Z,2025-04-22T11:58:58.000Z,pacific
58608,2025,1,,,,20250422,,,3,1,巨人,21,11,9,1,0.55000,0,1,80,66,16,10,.265,2.89,122,-1,,0,2025-04-22T11:58:58.000Z,2025-04-22T11:58:58.000Z,pacific
58609,2025,1,,,,20250422,,,4,4,中日,19,8,9,2,0.47058,1.5,2.5,35,53,6,9,.194,2.55,124,-1,,0,2025-04-22T11:58:58.000Z,2025-04-22T11:58:58.000Z,pacific
