ID,Year,GameAssortment,Season,HomeTeam,VisitorTeam,Matchday,GameCD,League,Ranking,TeamCD,ShortName_Team,Game,Win,Lose,Draw,WinningPercentage,GameBehind,GameBehindTop,Run,PointLost,Homerun,StolenBase,BattingAverage,EarnedRunAverage,RestGame,Winner_Magic,POLastRanking,RankShiftF,UpdatedAt,CreatedAt,league
49882,2024,1,,,,20240329,,,1,3,DeNA,1,1,0,0,1.00000,-,-,4,3,1,0,.313,3.00,142,-1,,0,2024-03-29T12:48:59.000Z,2024-03-29T12:48:59.000Z,pacific
49883,2024,1,,,,20240329,,,1,1,巨人,1,1,0,0,1.00000,-,-,4,0,1,0,.294,0.00,142,-1,,0,2024-03-29T12:48:59.000Z,2024-03-29T12:48:59.000Z,pacific
49884,2024,1,,,,20240329,,,1,2,ヤクルト,1,1,0,0,1.00000,-,-,7,4,0,1,.344,4.00,142,-1,,0,2024-03-29T12:48:59.000Z,2024-03-29T12:48:59.000Z,pacific
49885,2024,1,,,,20240329,,,4,5,阪神,1,0,1,0,0.00000,1,1,0,4,0,0,.125,4.50,142,-1,,0,2024-03-29T12:48:59.000Z,2024-03-29T12:48:59.000Z,pacific
49886,2024,1,,,,20240329,,,4,6,広島,1,0,1,0,0.00000,0,1,3,4,0,0,.278,4.50,142,-1,,0,2024-03-29T12:48:59.000Z,2024-03-29T12:48:59.000Z,pacific
49887,2024,1,,,,20240329,,,4,4,中日,1,0,1,0,0.00000,0,1,4,7,1,0,.324,2.25,142,-1,,0,2024-03-29T12:48:59.000Z,2024-03-29T12:48:59.000Z,pacific
49918,2024,1,,,,20240330,,,1,3,DeNA,2,2,0,0,1.00000,-,-,10,4,2,1,.348,2.00,141,-1,,0,2024-03-30T09:48:25.000Z,2024-03-30T09:48:25.000Z,pacific
49919,2024,1,,,,20240330,,,1,1,巨人,2,2,0,0,1.00000,-,-,9,0,3,0,.277,0.00,141,-1,,0,2024-03-30T09:48:25.000Z,2024-03-30T09:48:25.000Z,pacific
49920,2024,1,,,,20240330,,,3,2,ヤクルト,2,1,0,1,1.00000,0.5,0.5,8,5,0,3,.303,2.14,141,-1,,2,2024-03-30T09:48:25.000Z,2024-03-30T09:48:25.000Z,pacific
49921,2024,1,,,,20240330,,,4,4,中日,2,0,1,1,0.00000,1,1.5,5,8,1,0,.263,1.35,141,-1,,0,2024-03-30T09:48:25.000Z,2024-03-30T09:48:25.000Z,pacific
49922,2024,1,,,,20240330,,,4,5,阪神,2,0,2,0,0.00000,0.5,2,0,9,0,0,.159,4.50,141,-1,,0,2024-03-30T09:48:25.000Z,2024-03-30T09:48:25.000Z,pacific
49923,2024,1,,,,20240330,,,4,6,広島,2,0,2,0,0.00000,0,2,4,10,0,0,.212,5.63,141,-1,,0,2024-03-30T09:48:25.000Z,2024-03-30T09:48:25.000Z,pacific
49942,2024,1,,,,20240331,,,1,2,ヤクルト,3,2,0,1,1.00000,-,-,13,7,1,3,.290,2.10,140,-1,,1,2024-03-31T08:05:06.000Z,2024-03-31T08:05:06.000Z,pacific
49943,2024,1,,,,20240331,,,2,3,DeNA,3,2,1,0,0.66666,0.5,0.5,11,9,2,1,.294,2.00,140,-1,,2,2024-03-31T08:05:06.000Z,2024-03-31T08:05:06.000Z,pacific
49944,2024,1,,,,20240331,,,2,1,巨人,3,2,1,0,0.66666,0,0.5,9,5,3,1,.245,1.67,140,-1,,2,2024-03-31T08:05:06.000Z,2024-03-31T08:05:06.000Z,pacific
49945,2024,1,,,,20240331,,,4,5,阪神,3,1,2,0,0.33333,1,1.5,5,9,2,0,.177,2.88,140,-1,,0,2024-03-31T08:05:06.000Z,2024-03-31T08:05:06.000Z,pacific
49946,2024,1,,,,20240331,,,4,6,広島,3,1,2,0,0.33333,0,1.5,9,11,1,1,.230,3.96,140,-1,,0,2024-03-31T08:05:06.000Z,2024-03-31T08:05:06.000Z,pacific
49947,2024,1,,,,20240331,,,6,4,中日,3,0,2,1,0.00000,0.5,2,7,13,2,0,.257,2.57,140,-1,,2,2024-03-31T08:05:06.000Z,2024-03-31T08:05:06.000Z,pacific
49984,2024,1,,,,20240402,,,1,3,DeNA,4,3,1,0,0.75000,-,-,16,12,2,1,.298,2.25,139,-1,,1,2024-04-02T12:43:32.000Z,2024-04-02T12:43:32.000Z,pacific
49985,2024,1,,,,20240402,,,2,2,ヤクルト,4,2,1,1,0.66666,0.5,0.5,14,9,1,4,.277,2.13,139,-1,,2,2024-04-02T12:43:32.000Z,2024-04-02T12:43:32.000Z,pacific
49986,2024,1,,,,20240402,,,3,6,広島,4,2,2,0,0.50000,0.5,1,11,12,1,2,.224,3.18,139,-1,,1,2024-04-02T12:43:32.000Z,2024-04-02T12:43:32.000Z,pacific
49987,2024,1,,,,20240402,,,3,1,巨人,4,2,2,0,0.50000,0,1,12,9,3,1,.248,2.19,139,-1,,2,2024-04-02T12:43:32.000Z,2024-04-02T12:43:32.000Z,pacific
49988,2024,1,,,,20240402,,,5,4,中日,4,1,2,1,0.33333,0.5,1.5,11,16,3,1,.252,3.46,139,-1,,1,2024-04-02T12:43:32.000Z,2024-04-02T12:43:32.000Z,pacific
49989,2024,1,,,,20240402,,,6,5,阪神,4,1,3,0,0.25000,0.5,2,8,14,3,1,.194,2.38,139,-1,,2,2024-04-02T12:43:32.000Z,2024-04-02T12:43:32.000Z,pacific
49996,2024,1,,,,20240403,,,1,2,ヤクルト,4,2,1,1,0.66666,-,-,14,9,1,4,.277,2.13,139,-1,,1,2024-04-03T11:47:41.000Z,2024-04-03T11:47:41.000Z,pacific
49997,2024,1,,,,20240403,,,2,3,DeNA,5,3,2,0,0.60000,0,0,18,17,3,2,.284,2.86,138,-1,,2,2024-04-03T11:47:41.000Z,2024-04-03T11:47:41.000Z,pacific
49998,2024,1,,,,20240403,,,3,6,広島,4,2,2,0,0.50000,0.5,0.5,11,12,1,2,.224,3.18,139,-1,,0,2024-04-03T11:47:41.000Z,2024-04-03T11:47:41.000Z,pacific
49999,2024,1,,,,20240403,,,3,4,中日,5,2,2,1,0.50000,0,0.5,16,18,4,1,.239,3.19,138,-1,,1,2024-04-03T11:47:41.000Z,2024-04-03T11:47:41.000Z,pacific
50000,2024,1,,,,20240403,,,5,5,阪神,5,2,3,0,0.40000,0.5,1,13,16,5,1,.209,2.30,138,-1,,1,2024-04-03T11:47:41.000Z,2024-04-03T11:47:41.000Z,pacific
50001,2024,1,,,,20240403,,,5,1,巨人,5,2,3,0,0.40000,0,1,14,14,4,1,.254,2.80,138,-1,,2,2024-04-03T11:47:41.000Z,2024-04-03T11:47:41.000Z,pacific
50044,2024,1,,,,20240404,,,1,3,DeNA,6,4,2,0,0.66666,-,-,21,19,3,3,.285,2.72,137,-1,,1,2024-04-04T12:34:34.000Z,2024-04-04T12:34:34.000Z,pacific
50045,2024,1,,,,20240404,,,2,6,広島,5,3,2,0,0.60000,0.5,0.5,17,15,1,3,.234,3.14,138,-1,,1,2024-04-04T12:34:34.000Z,2024-04-04T12:34:34.000Z,pacific
50046,2024,1,,,,20240404,,,3,1,巨人,6,3,3,0,0.50000,0.5,1,16,14,4,1,.252,2.33,137,-1,,1,2024-04-04T12:34:34.000Z,2024-04-04T12:34:34.000Z,pacific
50047,2024,1,,,,20240404,,,4,2,ヤクルト,5,2,2,1,0.50000,0,1,17,15,1,4,.275,2.54,138,-1,,2,2024-04-04T12:34:34.000Z,2024-04-04T12:34:34.000Z,pacific
