ID,Year,GameAssortment,Season,HomeTeam,VisitorTeam,Matchday,GameCD,League,Ranking,TeamCD,ShortName_Team,Game,Win,Lose,Draw,WinningPercentage,GameBehind,GameBehindTop,Run,PointLost,Homerun,StolenBase,BattingAverage,EarnedRunAverage,RestGame,Winner_Magic,POLastRanking,RankShiftF,UpdatedAt,CreatedAt,league
41688,2023,1,,,,20230402,,,3,1,巨人,3,2,1,0,0.66666,1,1,8,8,3,0,.195,2.00,140,-1,,0,2023-04-02T08:19:24.000Z,2023-04-02T08:19:24.000Z,pacific
41689,2023,1,,,,20230402,,,4,4,中日,3,1,2,0,0.33333,1,2,8,8,0,1,.243,2.88,140,-1,,2,2023-04-02T08:19:24.000Z,2023-04-02T08:19:24.000Z,pacific
41690,2023,1,,,,20230402,,,5,3,DeNA,3,0,3,0,0.00000,1,3,10,18,1,0,.214,5.20,140,-1,,0,2023-04-02T08:19:24.000Z,2023-04-02T08:19:24.000Z,pacific
41691,2023,1,,,,20230402,,,5,6,広島,3,0,3,0,0.00000,0,3,2,8,1,1,.163,2.63,140,-1,,0,2023-04-02T08:19:24.000Z,2023-04-02T08:19:24.000Z,pacific
41728,2023,1,,,,20230404,,,1,2,ヤクルト,4,4,0,0,1.00000,-,-,9,2,4,5,.183,0.50,139,-1,,0,2023-04-04T12:51:42.000Z,2023-04-04T12:51:42.000Z,pacific
41729,2023,1,,,,20230404,,,1,5,阪神,4,4,0,0,1.00000,-,-,23,14,1,5,.304,3.00,139,-1,,0,2023-04-04T12:51:42.000Z,2023-04-04T12:51:42.000Z,pacific
41730,2023,1,,,,20230404,,,3,1,巨人,4,3,1,0,0.75000,1,1,17,8,4,0,.246,1.50,139,-1,,0,2023-04-04T12:51:42.000Z,2023-04-04T12:51:42.000Z,pacific
41731,2023,1,,,,20230404,,,4,4,中日,4,1,3,0,0.25000,2,3,8,9,0,1,.224,2.12,139,-1,,0,2023-04-04T12:51:42.000Z,2023-04-04T12:51:42.000Z,pacific
41732,2023,1,,,,20230404,,,5,3,DeNA,4,0,4,0,0.00000,1,4,10,27,1,0,.208,6.14,139,-1,,0,2023-04-04T12:51:42.000Z,2023-04-04T12:51:42.000Z,pacific
41733,2023,1,,,,20230404,,,5,6,広島,4,0,4,0,0.00000,0,4,6,13,2,2,.184,2.73,139,-1,,0,2023-04-04T12:51:42.000Z,2023-04-04T12:51:42.000Z,pacific
41752,2023,1,,,,20230405,,,1,2,ヤクルト,5,5,0,0,1.00000,-,-,14,2,4,8,.197,0.40,138,-1,,0,2023-04-05T12:17:11.000Z,2023-04-05T12:17:11.000Z,pacific
41753,2023,1,,,,20230405,,,2,5,阪神,4,4,0,0,1.00000,0.5,0.5,23,14,1,5,.304,3.00,139,-1,,2,2023-04-05T12:17:11.000Z,2023-04-05T12:17:11.000Z,pacific
41754,2023,1,,,,20230405,,,3,1,巨人,5,3,2,0,0.60000,1.5,2,17,10,4,0,.233,1.64,138,-1,,0,2023-04-05T12:17:11.000Z,2023-04-05T12:17:11.000Z,pacific
41755,2023,1,,,,20230405,,,4,3,DeNA,5,1,4,0,0.20000,2,4,12,27,2,0,.207,4.93,138,-1,,1,2023-04-05T12:17:11.000Z,2023-04-05T12:17:11.000Z,pacific
41756,2023,1,,,,20230405,,,4,4,中日,5,1,4,0,0.20000,0,4,8,14,0,1,.218,2.72,138,-1,,0,2023-04-05T12:17:11.000Z,2023-04-05T12:17:11.000Z,pacific
41757,2023,1,,,,20230405,,,6,6,広島,4,0,4,0,0.00000,0.5,4.5,6,13,2,2,.184,2.73,139,-1,,2,2023-04-05T12:17:11.000Z,2023-04-05T12:17:11.000Z,pacific
41788,2023,1,,,,20230406,,,1,2,ヤクルト,6,5,1,0,0.83333,-,-,15,5,5,9,.181,0.68,137,-1,,0,2023-04-06T12:13:46.000Z,2023-04-06T12:13:46.000Z,pacific
41789,2023,1,,,,20230406,,,2,5,阪神,5,4,1,0,0.80000,0.5,0.5,23,17,1,5,.291,3.27,138,-1,,0,2023-04-06T12:13:46.000Z,2023-04-06T12:13:46.000Z,pacific
41790,2023,1,,,,20230406,,,3,1,巨人,6,3,3,0,0.50000,1.5,2,17,14,4,0,.223,2.08,137,-1,,0,2023-04-06T12:13:46.000Z,2023-04-06T12:13:46.000Z,pacific
41791,2023,1,,,,20230406,,,4,3,DeNA,6,2,4,0,0.33333,1,3,16,27,3,0,.214,4.12,137,-1,,0,2023-04-06T12:13:46.000Z,2023-04-06T12:13:46.000Z,pacific
41792,2023,1,,,,20230406,,,4,4,中日,6,2,4,0,0.33333,0,3,11,15,0,1,.235,2.42,137,-1,,0,2023-04-06T12:13:46.000Z,2023-04-06T12:13:46.000Z,pacific
41793,2023,1,,,,20230406,,,6,6,広島,5,1,4,0,0.20000,0.5,3.5,9,13,3,2,.199,2.37,138,-1,,0,2023-04-06T12:13:46.000Z,2023-04-06T12:13:46.000Z,pacific
41812,2023,1,,,,20230407,,,1,2,ヤクルト,7,6,1,0,0.85714,-,-,18,6,7,10,.181,0.73,136,-1,,0,2023-04-07T12:42:57.000Z,2023-04-07T12:42:57.000Z,pacific
41813,2023,1,,,,20230407,,,2,5,阪神,6,4,2,0,0.66666,1.5,1.5,24,20,1,5,.260,3.23,137,-1,,0,2023-04-07T12:42:57.000Z,2023-04-07T12:42:57.000Z,pacific
41814,2023,1,,,,20230407,,,3,1,巨人,7,3,4,0,0.42857,1.5,3,19,18,4,0,.236,2.25,136,-1,,0,2023-04-07T12:42:57.000Z,2023-04-07T12:42:57.000Z,pacific
41815,2023,1,,,,20230407,,,4,3,DeNA,6,2,4,0,0.33333,0.5,3.5,16,27,3,0,.214,4.12,137,-1,,0,2023-04-07T12:42:57.000Z,2023-04-07T12:42:57.000Z,pacific
41816,2023,1,,,,20230407,,,4,6,広島,6,2,4,0,0.33333,0,3.5,13,15,4,2,.213,2.30,137,-1,,1,2023-04-07T12:42:57.000Z,2023-04-07T12:42:57.000Z,pacific
41817,2023,1,,,,20230407,,,4,4,中日,6,2,4,0,0.33333,0,3.5,11,15,0,1,.235,2.42,137,-1,,0,2023-04-07T12:42:57.000Z,2023-04-07T12:42:57.000Z,pacific
41830,2023,1,,,,20230408,,,1,2,ヤクルト,8,6,2,0,0.75000,-,-,18,7,7,10,.175,0.77,135,-1,,0,2023-04-08T08:02:02.000Z,2023-04-08T08:02:02.000Z,pacific
41831,2023,1,,,,20230408,,,2,5,阪神,7,5,2,0,0.71428,0.5,0.5,25,20,1,5,.252,2.76,136,-1,,0,2023-04-08T08:02:02.000Z,2023-04-08T08:02:02.000Z,pacific
41832,2023,1,,,,20230408,,,3,3,DeNA,7,3,4,0,0.42857,2,2.5,19,28,4,0,.229,3.68,136,-1,,1,2023-04-08T08:02:02.000Z,2023-04-08T08:02:02.000Z,pacific
41833,2023,1,,,,20230408,,,3,6,広島,7,3,4,0,0.42857,0,2.5,19,18,5,2,.220,2.41,136,-1,,1,2023-04-08T08:02:02.000Z,2023-04-08T08:02:02.000Z,pacific
41834,2023,1,,,,20230408,,,5,1,巨人,8,3,5,0,0.37500,0.5,3,22,24,5,0,.241,2.65,135,-1,,2,2023-04-08T08:02:02.000Z,2023-04-08T08:02:02.000Z,pacific
41835,2023,1,,,,20230408,,,6,4,中日,7,2,5,0,0.28571,0.5,3.5,12,18,1,1,.230,2.55,136,-1,,2,2023-04-08T08:02:02.000Z,2023-04-08T08:02:02.000Z,pacific
41878,2023,1,,,,20230409,,,1,2,ヤクルト,9,6,2,1,0.75000,-,-,19,8,7,12,.168,0.77,134,-1,,0,2023-04-09T09:35:10.000Z,2023-04-09T09:35:10.000Z,pacific
41879,2023,1,,,,20230409,,,2,5,阪神,8,5,2,1,0.71428,0.5,0.5,26,21,1,5,.246,2.43,135,-1,,0,2023-04-09T09:35:10.000Z,2023-04-09T09:35:10.000Z,pacific
41880,2023,1,,,,20230409,,,3,3,DeNA,8,4,4,0,0.50000,1.5,2,27,28,6,0,.253,3.22,135,-1,,0,2023-04-09T09:35:10.000Z,2023-04-09T09:35:10.000Z,pacific
41881,2023,1,,,,20230409,,,3,6,広島,8,4,4,0,0.50000,0,2,23,20,7,3,.221,2.35,135,-1,,0,2023-04-09T09:35:10.000Z,2023-04-09T09:35:10.000Z,pacific
41882,2023,1,,,,20230409,,,5,1,巨人,9,3,6,0,0.33333,1.5,3.5,24,28,7,0,.241,2.84,134,-1,,0,2023-04-09T09:35:10.000Z,2023-04-09T09:35:10.000Z,pacific
41883,2023,1,,,,20230409,,,6,4,中日,8,2,6,0,0.25000,0.5,4,12,26,1,1,.221,3.31,135,-1,,0,2023-04-09T09:35:10.000Z,2023-04-09T09:35:10.000Z,pacific
41896,2023,1,,,,20230411,,,1,2,ヤクルト,10,7,2,1,0.77777,-,-,25,11,8,13,.177,0.99,133,-1,,0,2023-04-11T12:09:06.000Z,2023-04-11T12:09:06.000Z,pacific
41897,2023,1,,,,20230411,,,2,5,阪神,9,5,3,1,0.62500,1.5,1.5,27,28,1,5,.234,2.85,134,-1,,0,2023-04-11T12:09:06.000Z,2023-04-11T12:09:06.000Z,pacific
41898,2023,1,,,,20230411,,,3,6,広島,9,5,4,0,0.55555,0.5,2,27,21,7,3,.231,2.19,134,-1,,0,2023-04-11T12:09:06.000Z,2023-04-11T12:09:06.000Z,pacific
41899,2023,1,,,,20230411,,,4,3,DeNA,9,4,5,0,0.44444,1,3,30,34,8,1,.254,3.57,134,-1,,2,2023-04-11T12:09:06.000Z,2023-04-11T12:09:06.000Z,pacific
41900,2023,1,,,,20230411,,,5,1,巨人,10,4,6,0,0.40000,0.5,3.5,31,29,9,1,.249,2.54,133,-1,,0,2023-04-11T12:09:06.000Z,2023-04-11T12:09:06.000Z,pacific
41901,2023,1,,,,20230411,,,6,4,中日,9,2,7,0,0.22222,1.5,5,13,30,1,1,.219,3.27,134,-1,,0,2023-04-11T12:09:06.000Z,2023-04-11T12:09:06.000Z,pacific
41944,2023,1,,,,20230412,,,1,2,ヤクルト,11,7,3,1,0.70000,-,-,26,17,8,13,.175,1.44,132,-1,,0,2023-04-12T12:52:27.000Z,2023-04-12T12:52:27.000Z,pacific
41945,2023,1,,,,20230412,,,2,5,阪神,10,6,3,1,0.66666,0.5,0.5,29,29,2,9,.222,2.64,133,-1,,0,2023-04-12T12:52:27.000Z,2023-04-12T12:52:27.000Z,pacific
41946,2023,1,,,,20230412,,,3,3,DeNA,10,5,5,0,0.50000,1.5,2,36,35,10,2,.268,3.31,133,-1,,1,2023-04-12T12:52:27.000Z,2023-04-12T12:52:27.000Z,pacific
41947,2023,1,,,,20230412,,,3,6,広島,10,5,5,0,0.50000,0,2,29,26,7,3,.221,2.52,133,-1,,0,2023-04-12T12:52:27.000Z,2023-04-12T12:52:27.000Z,pacific
41948,2023,1,,,,20230412,,,5,1,巨人,11,4,7,0,0.36363,1.5,3.5,32,31,10,1,.232,2.37,132,-1,,0,2023-04-12T12:52:27.000Z,2023-04-12T12:52:27.000Z,pacific
41949,2023,1,,,,20230412,,,6,4,中日,10,3,7,0,0.30000,0.5,4,18,32,3,1,.228,3.14,133,-1,,0,2023-04-12T12:52:27.000Z,2023-04-12T12:52:27.000Z,pacific
41956,2023,1,,,,20230413,,,1,2,ヤクルト,11,7,3,1,0.70000,-,-,26,17,8,13,.175,1.44,132,-1,,0,2023-04-13T12:03:04.000Z,2023-04-13T12:03:04.000Z,pacific
41957,2023,1,,,,20230413,,,1,5,阪神,11,7,3,1,0.70000,-,-,33,30,4,9,.223,2.50,132,-1,,1,2023-04-13T12:03:04.000Z,2023-04-13T12:03:04.000Z,pacific
41958,2023,1,,,,20230413,,,3,3,DeNA,10,5,5,0,0.50000,2,2,36,35,10,2,.268,3.31,133,-1,,0,2023-04-13T12:03:04.000Z,2023-04-13T12:03:04.000Z,pacific
41959,2023,1,,,,20230413,,,3,6,広島,10,5,5,0,0.50000,0,2,29,26,7,3,.221,2.52,133,-1,,0,2023-04-13T12:03:04.000Z,2023-04-13T12:03:04.000Z,pacific
41960,2023,1,,,,20230413,,,5,1,巨人,12,4,8,0,0.33333,2,4,33,35,10,1,.242,2.51,131,-1,,0,2023-04-13T12:03:04.000Z,2023-04-13T12:03:04.000Z,pacific
41961,2023,1,,,,20230413,,,6,4,中日,10,3,7,0,0.30000,0,4,18,32,3,1,.228,3.14,133,-1,,0,2023-04-13T12:03:04.000Z,2023-04-13T12:03:04.000Z,pacific
41986,2023,1,,,,20230414,,,1,2,ヤクルト,12,7,4,1,0.63636,-,-,26,18,8,13,.175,1.35,131,-1,,0,2023-04-14T12:24:38.000Z,2023-04-14T12:24:38.000Z,pacific
41987,2023,1,,,,20230414,,,1,5,阪神,12,7,4,1,0.63636,-,-,36,38,4,10,.229,2.97,131,-1,,0,2023-04-14T12:24:38.000Z,2023-04-14T12:24:38.000Z,pacific
41988,2023,1,,,,20230414,,,3,3,DeNA,11,6,5,0,0.54545,1,1,44,38,10,3,.280,3.28,132,-1,,0,2023-04-14T12:24:38.000Z,2023-04-14T12:24:38.000Z,pacific
41989,2023,1,,,,20230414,,,3,6,広島,11,6,5,0,0.54545,0,1,30,26,7,4,.217,2.30,132,-1,,0,2023-04-14T12:24:38.000Z,2023-04-14T12:24:38.000Z,pacific
41990,2023,1,,,,20230414,,,5,4,中日,11,4,7,0,0.36363,2,3,27,34,3,3,.246,3.03,132,-1,,1,2023-04-14T12:24:38.000Z,2023-04-14T12:24:38.000Z,pacific
41991,2023,1,,,,20230414,,,6,1,巨人,13,4,9,0,0.30769,1,4,35,44,10,1,.235,3.05,130,-1,,2,2023-04-14T12:24:38.000Z,2023-04-14T12:24:38.000Z,pacific
42004,2023,1,,,,20230415,,,1,5,阪神,12,7,4,1,0.63636,-,-,36,38,4,10,.229,2.97,131,-1,,0,2023-04-15T08:37:16.000Z,2023-04-15T08:37:16.000Z,pacific
42005,2023,1,,,,20230415,,,2,2,ヤクルト,13,7,5,1,0.58333,0.5,0.5,30,23,8,14,.178,1.63,130,-1,,2,2023-04-15T08:37:16.000Z,2023-04-15T08:37:16.000Z,pacific
42006,2023,1,,,,20230415,,,2,6,広島,12,7,5,0,0.58333,0,0.5,35,30,9,4,.224,2.27,131,-1,,1,2023-04-15T08:37:16.000Z,2023-04-15T08:37:16.000Z,pacific
42007,2023,1,,,,20230415,,,4,3,DeNA,11,6,5,0,0.54545,0.5,1,44,38,10,3,.280,3.28,132,-1,,2,2023-04-15T08:37:16.000Z,2023-04-15T08:37:16.000Z,pacific
42008,2023,1,,,,20230415,,,5,1,巨人,14,5,9,0,0.35714,2.5,3.5,41,46,11,1,.230,2.98,129,-1,,1,2023-04-15T08:37:16.000Z,2023-04-15T08:37:16.000Z,pacific
42009,2023,1,,,,20230415,,,6,4,中日,12,4,8,0,0.33333,0,3.5,29,40,3,4,.239,3.03,131,-1,,2,2023-04-15T08:37:16.000Z,2023-04-15T08:37:16.000Z,pacific
42040,2023,1,,,,20230416,,,1,6,広島,13,8,5,0,0.61538,-,-,42,35,11,4,.236,2.50,130,-1,,1,2023-04-16T08:41:31.000Z,2023-04-16T08:41:31.000Z,pacific
42041,2023,1,,,,20230416,,,2,3,DeNA,12,7,5,0,0.58333,0.5,0.5,46,39,11,3,.271,3.09,131,-1,,1,2023-04-16T08:41:31.000Z,2023-04-16T08:41:31.000Z,pacific
42042,2023,1,,,,20230416,,,2,5,阪神,13,7,5,1,0.58333,0,0.5,37,40,5,10,.222,2.92,130,-1,,2,2023-04-16T08:41:31.000Z,2023-04-16T08:41:31.000Z,pacific
42043,2023,1,,,,20230416,,,4,2,ヤクルト,14,7,6,1,0.53846,0.5,1,35,30,8,15,.185,2.04,129,-1,,2,2023-04-16T08:41:31.000Z,2023-04-16T08:41:31.000Z,pacific
42044,2023,1,,,,20230416,,,5,4,中日,13,5,8,0,0.38461,2,3,36,45,3,4,.254,3.19,130,-1,,1,2023-04-16T08:41:31.000Z,2023-04-16T08:41:31.000Z,pacific
42045,2023,1,,,,20230416,,,6,1,巨人,15,5,10,0,0.33333,1,4,46,53,13,1,.232,3.28,128,-1,,2,2023-04-16T08:41:31.000Z,2023-04-16T08:41:31.000Z,pacific
42076,2023,1,,,,20230418,,,1,3,DeNA,13,8,5,0,0.61538,-,-,48,39,11,3,.266,2.85,130,-1,,1,2023-04-18T12:24:21.000Z,2023-04-18T12:24:21.000Z,pacific
42077,2023,1,,,,20230418,,,1,5,阪神,14,8,5,1,0.61538,-,-,39,41,5,11,.223,2.79,129,-1,,1,2023-04-18T12:24:21.000Z,2023-04-18T12:24:21.000Z,pacific
42078,2023,1,,,,20230418,,,3,2,ヤクルト,15,8,6,1,0.57142,0.5,0.5,37,30,8,15,.182,1.90,128,-1,,1,2023-04-18T12:24:21.000Z,2023-04-18T12:24:21.000Z,pacific
42079,2023,1,,,,20230418,,,3,6,広島,14,8,6,0,0.57142,0,0.5,43,37,11,4,.229,2.47,129,-1,,2,2023-04-18T12:24:21.000Z,2023-04-18T12:24:21.000Z,pacific
42080,2023,1,,,,20230418,,,5,4,中日,14,5,9,0,0.35714,3,3.5,36,47,3,4,.252,3.05,129,-1,,0,2023-04-18T12:24:21.000Z,2023-04-18T12:24:21.000Z,pacific
42081,2023,1,,,,20230418,,,6,1,巨人,16,5,11,0,0.31250,1,4.5,46,55,13,1,.228,3.20,127,-1,,0,2023-04-18T12:24:21.000Z,2023-04-18T12:24:21.000Z,pacific
42100,2023,1,,,,20230419,,,1,5,阪神,15,9,5,1,0.64285,-,-,45,42,5,12,.225,2.67,128,-1,,0,2023-04-19T12:08:22.000Z,2023-04-19T12:08:22.000Z,pacific
42101,2023,1,,,,20230419,,,2,2,ヤクルト,15,8,6,1,0.57142,1,1,37,30,8,15,.182,1.90,128,-1,,1,2023-04-19T12:08:22.000Z,2023-04-19T12:08:22.000Z,pacific
42102,2023,1,,,,20230419,,,2,3,DeNA,14,8,6,0,0.57142,0,1,49,44,11,3,.258,3.03,129,-1,,2,2023-04-19T12:08:22.000Z,2023-04-19T12:08:22.000Z,pacific
42103,2023,1,,,,20230419,,,4,6,広島,15,8,7,0,0.53333,0.5,1.5,44,43,11,4,.228,2.74,128,-1,,2,2023-04-19T12:08:22.000Z,2023-04-19T12:08:22.000Z,pacific
42104,2023,1,,,,20230419,,,5,4,中日,14,5,9,0,0.35714,2.5,4,36,47,3,4,.252,3.05,129,-1,,0,2023-04-19T12:08:22.000Z,2023-04-19T12:08:22.000Z,pacific
42105,2023,1,,,,20230419,,,6,1,巨人,17,6,11,0,0.35294,0.5,4.5,51,56,15,1,.231,3.06,126,-1,,0,2023-04-19T12:08:22.000Z,2023-04-19T12:08:22.000Z,pacific
42136,2023,1,,,,20230420,,,1,2,ヤクルト,16,9,6,1,0.60000,-,-,40,32,8,16,.184,1.88,127,-1,,1,2023-04-20T13:14:53.000Z,2023-04-20T13:14:53.000Z,pacific
42137,2023,1,,,,20230420,,,1,5,阪神,16,9,6,1,0.60000,-,-,50,49,5,12,.234,2.81,127,-1,,0,2023-04-20T13:14:53.000Z,2023-04-20T13:14:53.000Z,pacific
42138,2023,1,,,,20230420,,,3,3,DeNA,14,8,6,0,0.57142,0.5,0.5,49,44,11,3,.258,3.03,129,-1,,2,2023-04-20T13:14:53.000Z,2023-04-20T13:14:53.000Z,pacific
42139,2023,1,,,,20230420,,,4,6,広島,16,9,7,0,0.56250,0,0.5,51,48,11,4,.231,2.83,127,-1,,0,2023-04-20T13:14:53.000Z,2023-04-20T13:14:53.000Z,pacific
42140,2023,1,,,,20230420,,,5,1,巨人,17,6,11,0,0.35294,3.5,4,51,56,15,1,.231,3.06,126,-1,,1,2023-04-20T13:14:53.000Z,2023-04-20T13:14:53.000Z,pacific
42141,2023,1,,,,20230420,,,6,4,中日,15,5,10,0,0.33333,0,4,38,50,4,4,.251,2.95,128,-1,,2,2023-04-20T13:14:53.000Z,2023-04-20T13:14:53.000Z,pacific
42160,2023,1,,,,20230421,,,1,2,ヤクルト,17,10,6,1,0.62500,-,-,43,32,8,18,.184,1.77,126,-1,,0,2023-04-21T12:08:10.000Z,2023-04-21T12:08:10.000Z,pacific
42161,2023,1,,,,20230421,,,2,3,DeNA,15,9,6,0,0.60000,0.5,0.5,50,44,11,3,.251,2.83,128,-1,,1,2023-04-21T12:08:10.000Z,2023-04-21T12:08:10.000Z,pacific
42162,2023,1,,,,20230421,,,3,5,阪神,17,9,7,1,0.56250,0.5,1,51,53,5,12,.230,2.90,126,-1,,2,2023-04-21T12:08:10.000Z,2023-04-21T12:08:10.000Z,pacific
42163,2023,1,,,,20230421,,,4,6,広島,17,9,8,0,0.52941,0.5,1.5,51,49,11,4,.229,2.71,126,-1,,0,2023-04-21T12:08:10.000Z,2023-04-21T12:08:10.000Z,pacific
42164,2023,1,,,,20230421,,,5,4,中日,16,6,10,0,0.37500,2.5,4,42,51,4,4,.250,2.82,127,-1,,1,2023-04-21T12:08:10.000Z,2023-04-21T12:08:10.000Z,pacific
42165,2023,1,,,,20230421,,,6,1,巨人,18,6,12,0,0.33333,1,5,51,59,15,1,.230,3.08,125,-1,,2,2023-04-21T12:08:10.000Z,2023-04-21T12:08:10.000Z,pacific
42214,2023,1,,,,20230422,,,1,2,ヤクルト,18,10,7,1,0.58823,-,-,45,36,8,18,.183,1.89,125,-1,,0,2023-04-22T12:22:50.000Z,2023-04-22T12:22:50.000Z,pacific
42215,2023,1,,,,20230422,,,1,5,阪神,18,10,7,1,0.58823,-,-,53,53,5,12,.229,2.74,125,-1,,1,2023-04-22T12:22:50.000Z,2023-04-22T12:22:50.000Z,pacific
42216,2023,1,,,,20230422,,,3,3,DeNA,16,9,7,0,0.56250,0.5,0.5,50,47,11,3,.250,2.80,127,-1,,2,2023-04-22T12:22:50.000Z,2023-04-22T12:22:50.000Z,pacific
42217,2023,1,,,,20230422,,,4,6,広島,18,10,8,0,0.55555,0,0.5,54,49,12,4,.228,2.55,125,-1,,0,2023-04-22T12:22:50.000Z,2023-04-22T12:22:50.000Z,pacific
42218,2023,1,,,,20230422,,,5,1,巨人,19,7,12,0,0.36842,3.5,4,55,61,15,1,.231,2.96,124,-1,,1,2023-04-22T12:22:50.000Z,2023-04-22T12:22:50.000Z,pacific
42219,2023,1,,,,20230422,,,6,4,中日,17,6,11,0,0.35294,0,4,42,53,4,4,.241,2.77,126,-1,,2,2023-04-22T12:22:50.000Z,2023-04-22T12:22:50.000Z,pacific
42250,2023,1,,,,20230423,,,1,3,DeNA,17,10,7,0,0.58823,-,-,54,50,12,4,.249,2.81,126,-1,,1,2023-04-23T11:49:32.000Z,2023-04-23T11:49:32.000Z,pacific
42251,2023,1,,,,20230423,,,2,2,ヤクルト,19,10,8,1,0.55555,0.5,0.5,48,43,10,18,.188,2.16,124,-1,,2,2023-04-23T11:49:32.000Z,2023-04-23T11:49:32.000Z,pacific
42252,2023,1,,,,20230423,,,2,5,阪神,19,10,8,1,0.55555,0,0.5,54,55,6,12,.225,2.72,124,-1,,2,2023-04-23T11:49:32.000Z,2023-04-23T11:49:32.000Z,pacific
42253,2023,1,,,,20230423,,,4,6,広島,19,10,9,0,0.52631,0.5,1,57,53,14,4,.226,2.63,124,-1,,0,2023-04-23T11:49:32.000Z,2023-04-23T11:49:32.000Z,pacific
42254,2023,1,,,,20230423,,,5,1,巨人,20,8,12,0,0.40000,2.5,3.5,62,64,18,1,.235,2.97,123,-1,,0,2023-04-23T11:49:32.000Z,2023-04-23T11:49:32.000Z,pacific
42255,2023,1,,,,20230423,,,6,4,中日,18,7,11,0,0.38888,0,3.5,44,54,4,5,.245,2.67,125,-1,,0,2023-04-23T11:49:32.000Z,2023-04-23T11:49:32.000Z,pacific
42256,2023,1,,,,20230425,,,1,3,DeNA,18,11,7,0,0.61111,-,-,59,53,13,5,.247,2.82,125,-1,,0,2023-04-25T11:58:43.000Z,2023-04-25T11:58:43.000Z,pacific
42257,2023,1,,,,20230425,,,2,5,阪神,19,10,8,1,0.55555,1,1,54,55,6,12,.225,2.72,124,-1,,0,2023-04-25T11:58:43.000Z,2023-04-25T11:58:43.000Z,pacific
42258,2023,1,,,,20230425,,,3,2,ヤクルト,20,10,9,1,0.52631,0.5,1.5,51,48,11,18,.189,2.27,123,-1,,2,2023-04-25T11:58:43.000Z,2023-04-25T11:58:43.000Z,pacific
