ID,Year,GameAssortment,Season,HomeTeam,VisitorTeam,Matchday,GameCD,League,Ranking,TeamCD,ShortName_Team,Game,Win,Lose,Draw,WinningPercentage,GameBehind,GameBehindTop,Run,PointLost,Homerun,StolenBase,BattingAverage,EarnedRunAverage,RestGame,Winner_Magic,POLastRanking,RankShiftF,UpdatedAt,CreatedAt,league
15457,2019,1,,,,20190329,,,1,6,広島,1,1,0,0,1.00000,-,-,5,0,1,0,.241,0.00,142,-1,,0,2019-03-29T14:28:04.000Z,2019-03-29T14:28:04.000Z,pacific
15458,2019,1,,,,20190329,,,1,3,ＤｅＮＡ,1,1,0,0,1.00000,-,-,8,1,1,0,.361,1.00,142,-1,,0,2019-03-29T14:28:04.000Z,2019-03-29T14:28:04.000Z,pacific
15459,2019,1,,,,20190329,,,1,5,阪神,1,1,0,0,1.00000,-,-,2,1,0,0,.167,0.82,142,-1,,0,2019-03-29T14:28:04.000Z,2019-03-29T14:28:04.000Z,pacific
15460,2019,1,,,,20190329,,,4,2,ヤクルト,1,0,1,0,0.00000,1,1,1,2,0,0,.216,0.87,142,-1,,0,2019-03-29T14:28:04.000Z,2019-03-29T14:28:04.000Z,pacific
15461,2019,1,,,,20190329,,,4,1,巨人,1,0,1,0,0.00000,0,1,0,5,0,0,.235,3.38,142,-1,,0,2019-03-29T14:28:04.000Z,2019-03-29T14:28:04.000Z,pacific
15462,2019,1,,,,20190329,,,4,4,中日,1,0,1,0,0.00000,0,1,1,8,0,1,.206,9.00,142,-1,,0,2019-03-29T14:28:04.000Z,2019-03-29T14:28:04.000Z,pacific
15493,2019,1,,,,20190330,,,1,5,阪神,2,2,0,0,1.00000,-,-,3,1,1,1,.156,0.45,141,-1,,0,2019-03-30T11:29:34.000Z,2019-03-30T11:29:34.000Z,pacific
15494,2019,1,,,,20190330,,,2,6,広島,2,1,1,0,0.50000,1,1,7,5,2,1,.226,2.50,141,-1,,2,2019-03-30T11:29:34.000Z,2019-03-30T11:29:34.000Z,pacific
15495,2019,1,,,,20190330,,,2,1,巨人,2,1,1,0,0.50000,0,1,5,7,0,0,.262,2.65,141,-1,,1,2019-03-30T11:29:34.000Z,2019-03-30T11:29:34.000Z,pacific
15496,2019,1,,,,20190330,,,2,3,ＤｅＮＡ,2,1,1,0,0.50000,0,1,9,10,1,0,.262,5.00,141,-1,,2,2019-03-30T11:29:34.000Z,2019-03-30T11:29:34.000Z,pacific
15497,2019,1,,,,20190330,,,2,4,中日,2,1,1,0,0.50000,0,1,10,9,0,1,.292,4.76,141,-1,,1,2019-03-30T11:29:34.000Z,2019-03-30T11:29:34.000Z,pacific
15498,2019,1,,,,20190330,,,6,2,ヤクルト,2,0,2,0,0.00000,1,2,1,3,0,0,.138,0.98,141,-1,,2,2019-03-30T11:29:34.000Z,2019-03-30T11:29:34.000Z,pacific
15553,2019,1,,,,20190331,,,1,1,巨人,3,2,1,0,0.66666,-,-,11,10,1,0,.260,2.77,140,-1,,1,2019-03-31T09:57:29.000Z,2019-03-31T09:57:29.000Z,pacific
