ID,Year,GameAssortment,Season,HomeTeam,VisitorTeam,Matchday,GameCD,League,Ranking,TeamCD,ShortName_Team,Game,Win,Lose,Draw,WinningPercentage,GameBehind,GameBehindTop,Run,PointLost,Homerun,StolenBase,BattingAverage,EarnedRunAverage,RestGame,Winner_Magic,POLastRanking,RankShiftF,UpdatedAt,CreatedAt,league
537,2018,1,,,,20180405,,,3,5,阪神,5,3,2,0,0.60000,0.5,1.5,15,13,5,0,.271,2.72,138,-1,,1,2018-09-20T02:52:23.000Z,2018-09-20T02:52:23.000Z,pacific
538,2018,1,,,,20180405,,,4,2,ヤクルト,6,3,3,0,0.50000,0.5,2,28,25,4,5,.237,3.57,137,-1,,2,2018-09-20T02:52:23.000Z,2018-09-20T02:52:23.000Z,pacific
539,2018,1,,,,20180405,,,5,3,ＤｅＮＡ,5,1,4,0,0.20000,1.5,3.5,10,17,3,5,.172,2.80,138,-1,,0,2018-09-20T02:52:23.000Z,2018-09-20T02:52:23.000Z,pacific
540,2018,1,,,,20180405,,,6,4,中日,6,1,5,0,0.16666,0.5,4,17,34,5,5,.231,5.65,137,-1,,0,2018-09-20T02:52:23.000Z,2018-09-20T02:52:23.000Z,pacific
607,2018,1,,,,20180406,,,1,6,広島,7,6,1,0,0.85714,-,-,43,26,10,5,.281,3.63,136,-1,,0,2018-09-20T02:52:25.000Z,2018-09-20T02:52:25.000Z,pacific
608,2018,1,,,,20180406,,,2,1,巨人,7,4,3,0,0.57142,2,2,26,26,2,5,.254,3.69,136,-1,,0,2018-09-20T02:52:25.000Z,2018-09-20T02:52:25.000Z,pacific
609,2018,1,,,,20180406,,,2,2,ヤクルト,7,4,3,0,0.57142,0,2,34,25,5,5,.250,3.05,136,-1,,1,2018-09-20T02:52:25.000Z,2018-09-20T02:52:25.000Z,pacific
610,2018,1,,,,20180406,,,4,5,阪神,6,3,3,0,0.50000,0.5,2.5,17,16,6,0,.253,2.77,137,-1,,2,2018-09-20T02:52:25.000Z,2018-09-20T02:52:25.000Z,pacific
611,2018,1,,,,20180406,,,5,4,中日,7,2,5,0,0.28571,1.5,4,20,36,5,6,.241,5.10,136,-1,,1,2018-09-20T02:52:25.000Z,2018-09-20T02:52:25.000Z,pacific
612,2018,1,,,,20180406,,,6,3,ＤｅＮＡ,6,1,5,0,0.16666,0.5,4.5,13,24,3,6,.182,3.40,137,-1,,2,2018-09-20T02:52:25.000Z,2018-09-20T02:52:25.000Z,pacific
679,2018,1,,,,20180407,,,1,6,広島,8,6,2,0,0.75000,-,-,45,30,10,6,.269,3.55,135,-1,,0,2018-09-20T02:52:26.000Z,2018-09-20T02:52:26.000Z,pacific
680,2018,1,,,,20180407,,,2,2,ヤクルト,8,5,3,0,0.62500,1,1,49,33,7,6,.280,3.68,135,-1,,0,2018-09-20T02:52:26.000Z,2018-09-20T02:52:26.000Z,pacific
681,2018,1,,,,20180407,,,3,5,阪神,7,4,3,0,0.57142,0.5,1.5,20,17,7,0,.238,2.51,136,-1,,1,2018-09-20T02:52:26.000Z,2018-09-20T02:52:26.000Z,pacific
682,2018,1,,,,20180407,,,4,1,巨人,8,4,4,0,0.50000,0.5,2,34,41,3,5,.275,5.22,135,-1,,2,2018-09-20T02:52:26.000Z,2018-09-20T02:52:26.000Z,pacific
683,2018,1,,,,20180407,,,5,3,ＤｅＮＡ,7,2,5,0,0.28571,1.5,3.5,17,26,4,7,.195,3.19,136,-1,,1,2018-09-20T02:52:26.000Z,2018-09-20T02:52:26.000Z,pacific
684,2018,1,,,,20180407,,,6,4,中日,8,2,6,0,0.25000,0.5,4,21,39,5,6,.241,4.76,135,-1,,2,2018-09-20T02:52:26.000Z,2018-09-20T02:52:26.000Z,pacific
787,2018,1,,,,20180408,,,1,6,広島,9,6,3,0,0.66666,-,-,48,35,11,7,.267,3.71,134,-1,,0,2018-09-20T02:52:29.000Z,2018-09-20T02:52:29.000Z,pacific
788,2018,1,,,,20180408,,,1,2,ヤクルト,9,6,3,0,0.66666,-,-,56,37,8,9,.284,3.71,134,-1,,1,2018-09-20T02:52:29.000Z,2018-09-20T02:52:29.000Z,pacific
789,2018,1,,,,20180408,,,3,5,阪神,8,4,4,0,0.50000,1.5,1.5,27,26,7,0,.249,2.83,135,-1,,0,2018-09-20T02:52:29.000Z,2018-09-20T02:52:29.000Z,pacific
790,2018,1,,,,20180408,,,4,1,巨人,9,4,5,0,0.44444,0.5,2,38,48,4,5,.272,5.49,134,-1,,0,2018-09-20T02:52:29.000Z,2018-09-20T02:52:29.000Z,pacific
791,2018,1,,,,20180408,,,5,3,ＤｅＮＡ,8,3,5,0,0.37500,0.5,2.5,22,29,6,10,.212,3.17,135,-1,,0,2018-09-20T02:52:29.000Z,2018-09-20T02:52:29.000Z,pacific
792,2018,1,,,,20180408,,,6,4,中日,9,3,6,0,0.33333,0.5,3,30,46,5,8,.252,5.03,134,-1,,0,2018-09-20T02:52:29.000Z,2018-09-20T02:52:29.000Z,pacific
823,2018,1,,,,20180410,,,1,6,広島,10,6,4,0,0.60000,-,-,51,39,11,7,.263,3.58,133,-1,,0,2018-09-20T02:52:29.000Z,2018-09-20T02:52:29.000Z,pacific
824,2018,1,,,,20180410,,,1,2,ヤクルト,10,6,4,0,0.60000,-,-,56,40,8,9,.265,3.68,133,-1,,0,2018-09-20T02:52:29.000Z,2018-09-20T02:52:29.000Z,pacific
825,2018,1,,,,20180410,,,3,5,阪神,9,5,4,0,0.55555,0.5,0.5,31,29,7,0,.243,2.85,134,-1,,0,2018-09-20T02:52:29.000Z,2018-09-20T02:52:29.000Z,pacific
826,2018,1,,,,20180410,,,4,3,ＤｅＮＡ,9,4,5,0,0.44444,1,1.5,26,32,6,11,.219,3.15,134,-1,,1,2018-09-20T02:52:29.000Z,2018-09-20T02:52:29.000Z,pacific
827,2018,1,,,,20180410,,,5,1,巨人,10,4,6,0,0.40000,0.5,2,41,52,5,5,.280,5.34,133,-1,,2,2018-09-20T02:52:29.000Z,2018-09-20T02:52:29.000Z,pacific
828,2018,1,,,,20180410,,,5,4,中日,10,4,6,0,0.40000,0,2,33,46,5,9,.242,4.50,133,-1,,1,2018-09-20T02:52:29.000Z,2018-09-20T02:52:29.000Z,pacific
895,2018,1,,,,20180411,,,1,5,阪神,10,6,4,0,0.60000,-,-,35,30,7,1,.239,2.56,133,-1,,1,2018-09-20T02:52:31.000Z,2018-09-20T02:52:31.000Z,pacific
896,2018,1,,,,20180411,,,2,6,広島,11,6,5,0,0.54545,0.5,0.5,52,43,11,7,.251,3.66,132,-1,,2,2018-09-20T02:52:31.000Z,2018-09-20T02:52:31.000Z,pacific
897,2018,1,,,,20180411,,,2,2,ヤクルト,11,6,5,0,0.54545,0,0.5,59,48,8,10,.263,4.13,132,-1,,2,2018-09-20T02:52:31.000Z,2018-09-20T02:52:31.000Z,pacific
898,2018,1,,,,20180411,,,4,3,ＤｅＮＡ,10,5,5,0,0.50000,0.5,1,32,35,7,12,.231,3.13,133,-1,,0,2018-09-20T02:52:31.000Z,2018-09-20T02:52:31.000Z,pacific
899,2018,1,,,,20180411,,,5,4,中日,11,5,6,0,0.45454,0.5,1.5,41,49,6,9,.245,4.26,132,-1,,0,2018-09-20T02:52:31.000Z,2018-09-20T02:52:31.000Z,pacific
900,2018,1,,,,20180411,,,6,1,巨人,11,4,7,0,0.36363,1,2.5,44,58,5,5,.279,5.40,132,-1,,2,2018-09-20T02:52:31.000Z,2018-09-20T02:52:31.000Z,pacific
967,2018,1,,,,20180412,,,1,6,広島,12,7,5,0,0.58333,-,-,57,44,11,7,.254,3.43,131,-1,,1,2018-09-20T02:52:33.000Z,2018-09-20T02:52:33.000Z,pacific
968,2018,1,,,,20180412,,,2,5,阪神,11,6,5,0,0.54545,0.5,0.5,36,35,7,1,.229,2.78,132,-1,,2,2018-09-20T02:52:33.000Z,2018-09-20T02:52:33.000Z,pacific
969,2018,1,,,,20180412,,,2,3,ＤｅＮＡ,11,6,5,0,0.54545,0,0.5,38,39,9,13,.240,3.21,132,-1,,1,2018-09-20T02:52:33.000Z,2018-09-20T02:52:33.000Z,pacific
970,2018,1,,,,20180412,,,4,4,中日,12,6,6,0,0.50000,0.5,1,50,53,7,9,.251,4.24,131,-1,,1,2018-09-20T02:52:33.000Z,2018-09-20T02:52:33.000Z,pacific
971,2018,1,,,,20180412,,,4,2,ヤクルト,12,6,6,0,0.50000,0,1,63,57,8,10,.266,4.33,131,-1,,2,2018-09-20T02:52:33.000Z,2018-09-20T02:52:33.000Z,pacific
972,2018,1,,,,20180412,,,6,1,巨人,12,4,8,0,0.33333,2,3,48,64,6,5,.278,5.37,131,-1,,0,2018-09-20T02:52:33.000Z,2018-09-20T02:52:33.000Z,pacific
1075,2018,1,,,,20180413,,,1,3,ＤｅＮＡ,12,7,5,0,0.58333,-,-,44,44,10,16,.244,3.11,131,-1,,1,2018-09-20T02:52:35.000Z,2018-09-20T02:52:35.000Z,pacific
1076,2018,1,,,,20180413,,,2,6,広島,13,7,6,0,0.53846,0.5,0.5,59,54,11,7,.254,3.82,130,-1,,2,2018-09-20T02:52:35.000Z,2018-09-20T02:52:35.000Z,pacific
1077,2018,1,,,,20180413,,,2,2,ヤクルト,13,7,6,0,0.53846,0,0.5,66,59,9,10,.273,4.11,130,-1,,1,2018-09-20T02:52:35.000Z,2018-09-20T02:52:35.000Z,pacific
1078,2018,1,,,,20180413,,,4,5,阪神,12,6,6,0,0.50000,0.5,1,38,38,8,1,.222,2.78,131,-1,,2,2018-09-20T02:52:35.000Z,2018-09-20T02:52:35.000Z,pacific
1079,2018,1,,,,20180413,,,5,4,中日,13,6,7,0,0.46153,0.5,1.5,55,59,8,11,.248,4.42,130,-1,,2,2018-09-20T02:52:35.000Z,2018-09-20T02:52:35.000Z,pacific
1080,2018,1,,,,20180413,,,6,1,巨人,13,5,8,0,0.38461,1,2.5,58,66,9,6,.281,5.02,130,-1,,0,2018-09-20T02:52:35.000Z,2018-09-20T02:52:35.000Z,pacific
1111,2018,1,,,,20180414,,,1,3,ＤｅＮＡ,13,8,5,0,0.61538,-,-,46,44,12,16,.241,2.87,130,-1,,0,2018-09-20T02:52:36.000Z,2018-09-20T02:52:36.000Z,pacific
1112,2018,1,,,,20180414,,,2,6,広島,14,8,6,0,0.57142,0.5,0.5,62,56,12,8,.251,3.69,129,-1,,0,2018-09-20T02:52:36.000Z,2018-09-20T02:52:36.000Z,pacific
1113,2018,1,,,,20180414,,,2,2,ヤクルト,14,8,6,0,0.57142,0,0.5,72,59,10,10,.269,3.80,129,-1,,0,2018-09-20T02:52:36.000Z,2018-09-20T02:52:36.000Z,pacific
1114,2018,1,,,,20180414,,,4,5,阪神,13,6,7,0,0.46153,1.5,2,38,44,8,1,.218,2.87,130,-1,,0,2018-09-20T02:52:36.000Z,2018-09-20T02:52:36.000Z,pacific
1115,2018,1,,,,20180414,,,5,4,中日,14,6,8,0,0.42857,0.5,2.5,55,61,8,11,.244,4.28,129,-1,,0,2018-09-20T02:52:36.000Z,2018-09-20T02:52:36.000Z,pacific
1116,2018,1,,,,20180414,,,6,1,巨人,14,5,9,0,0.35714,1,3.5,60,69,10,7,.277,4.87,129,-1,,0,2018-09-20T02:52:36.000Z,2018-09-20T02:52:36.000Z,pacific
1219,2018,1,,,,20180415,,,1,3,ＤｅＮＡ,14,9,5,0,0.64285,-,-,52,45,12,16,.245,2.74,129,-1,,0,2018-09-20T02:52:38.000Z,2018-09-20T02:52:38.000Z,pacific
1220,2018,1,,,,20180415,,,2,6,広島,15,9,6,0,0.60000,0.5,0.5,67,60,14,9,.260,3.71,128,-1,,0,2018-09-20T02:52:38.000Z,2018-09-20T02:52:38.000Z,pacific
1221,2018,1,,,,20180415,,,3,2,ヤクルト,15,8,7,0,0.53333,1,1.5,75,67,10,11,.264,4.12,128,-1,,2,2018-09-20T02:52:38.000Z,2018-09-20T02:52:38.000Z,pacific
1222,2018,1,,,,20180415,,,4,5,阪神,14,7,7,0,0.50000,0.5,2,46,47,9,1,.230,2.88,129,-1,,0,2018-09-20T02:52:38.000Z,2018-09-20T02:52:38.000Z,pacific
1223,2018,1,,,,20180415,,,5,4,中日,15,6,9,0,0.40000,1.5,3.5,56,67,9,11,.238,4.43,128,-1,,0,2018-09-20T02:52:38.000Z,2018-09-20T02:52:38.000Z,pacific
1224,2018,1,,,,20180415,,,6,1,巨人,15,5,10,0,0.33333,1,4.5,64,74,11,7,.271,4.88,128,-1,,0,2018-09-20T02:52:38.000Z,2018-09-20T02:52:38.000Z,pacific
1255,2018,1,,,,20180417,,,1,6,広島,16,10,6,0,0.62500,-,-,74,64,15,9,.264,3.73,127,-1,,1,2018-09-20T02:52:39.000Z,2018-09-20T02:52:39.000Z,pacific
1256,2018,1,,,,20180417,,,2,3,ＤｅＮＡ,15,9,6,0,0.60000,0.5,0.5,54,48,12,16,.240,2.75,128,-1,,2,2018-09-20T02:52:39.000Z,2018-09-20T02:52:39.000Z,pacific
1257,2018,1,,,,20180417,,,3,2,ヤクルト,16,8,8,0,0.50000,1.5,2,79,74,11,11,.268,4.34,127,-1,,0,2018-09-20T02:52:39.000Z,2018-09-20T02:52:39.000Z,pacific
1258,2018,1,,,,20180417,,,4,5,阪神,14,7,7,0,0.50000,0,2,46,47,9,1,.230,2.88,129,-1,,0,2018-09-20T02:52:39.000Z,2018-09-20T02:52:39.000Z,pacific
1259,2018,1,,,,20180417,,,5,4,中日,15,6,9,0,0.40000,1.5,3.5,56,67,9,11,.238,4.43,128,-1,,0,2018-09-20T02:52:39.000Z,2018-09-20T02:52:39.000Z,pacific
1260,2018,1,,,,20180417,,,6,1,巨人,16,6,10,0,0.37500,0.5,4,67,76,13,7,.269,4.69,127,-1,,0,2018-09-20T02:52:39.000Z,2018-09-20T02:52:39.000Z,pacific
1327,2018,1,,,,20180418,,,1,6,広島,17,11,6,0,0.64705,-,-,77,66,15,10,.259,3.62,126,-1,,0,2018-09-20T02:52:40.000Z,2018-09-20T02:52:40.000Z,pacific
1328,2018,1,,,,20180418,,,2,3,ＤｅＮＡ,15,9,6,0,0.60000,1,1,54,48,12,16,.240,2.75,128,-1,,0,2018-09-20T02:52:40.000Z,2018-09-20T02:52:40.000Z,pacific
1329,2018,1,,,,20180418,,,3,5,阪神,15,8,7,0,0.53333,1,2,50,50,9,1,.230,2.82,128,-1,,1,2018-09-20T02:52:40.000Z,2018-09-20T02:52:40.000Z,pacific
1330,2018,1,,,,20180418,,,4,2,ヤクルト,17,8,9,0,0.47058,1,3,81,77,13,11,.263,4.22,126,-1,,2,2018-09-20T02:52:40.000Z,2018-09-20T02:52:40.000Z,pacific
1331,2018,1,,,,20180418,,,5,1,巨人,16,6,10,0,0.37500,1.5,4.5,67,76,13,7,.269,4.69,127,-1,,1,2018-09-20T02:52:40.000Z,2018-09-20T02:52:40.000Z,pacific
1332,2018,1,,,,20180418,,,5,4,中日,16,6,10,0,0.37500,0,4.5,59,71,9,11,.234,4.27,127,-1,,0,2018-09-20T02:52:40.000Z,2018-09-20T02:52:40.000Z,pacific
1435,2018,1,,,,20180419,,,1,6,広島,18,12,6,0,0.66666,-,-,82,70,15,11,.256,3.58,125,-1,,0,2018-09-20T02:52:43.000Z,2018-09-20T02:52:43.000Z,pacific
1436,2018,1,,,,20180419,,,2,3,ＤｅＮＡ,16,10,6,0,0.62500,1,1,59,48,12,18,.242,2.58,127,-1,,0,2018-09-20T02:52:43.000Z,2018-09-20T02:52:43.000Z,pacific
1437,2018,1,,,,20180419,,,3,5,阪神,16,9,7,0,0.56250,1,2,52,51,9,1,.224,2.64,127,-1,,0,2018-09-20T02:52:43.000Z,2018-09-20T02:52:43.000Z,pacific
1438,2018,1,,,,20180419,,,4,2,ヤクルト,18,8,10,0,0.44444,2,4,85,82,13,12,.255,4.14,125,-1,,0,2018-09-20T02:52:43.000Z,2018-09-20T02:52:43.000Z,pacific
1439,2018,1,,,,20180419,,,5,1,巨人,17,6,11,0,0.35294,1.5,5.5,67,81,13,7,.262,4.74,126,-1,,0,2018-09-20T02:52:43.000Z,2018-09-20T02:52:43.000Z,pacific
1440,2018,1,,,,20180419,,,5,4,中日,17,6,11,0,0.35294,0,5.5,60,73,9,11,.228,4.07,126,-1,,0,2018-09-20T02:52:43.000Z,2018-09-20T02:52:43.000Z,pacific
1471,2018,1,,,,20180420,,,1,6,広島,19,12,7,0,0.63157,-,-,89,81,17,13,.258,3.99,124,-1,,0,2018-09-20T02:52:44.000Z,2018-09-20T02:52:44.000Z,pacific
1472,2018,1,,,,20180420,,,2,3,ＤｅＮＡ,16,10,6,0,0.62500,0.5,0.5,59,48,12,18,.242,2.58,127,-1,,0,2018-09-20T02:52:44.000Z,2018-09-20T02:52:44.000Z,pacific
1473,2018,1,,,,20180420,,,3,5,阪神,17,9,8,0,0.52941,1.5,2,54,59,9,1,.223,2.96,126,-1,,0,2018-09-20T02:52:44.000Z,2018-09-20T02:52:44.000Z,pacific
1474,2018,1,,,,20180420,,,4,2,ヤクルト,18,8,10,0,0.44444,1.5,3.5,85,82,13,12,.255,4.14,125,-1,,0,2018-09-20T02:52:44.000Z,2018-09-20T02:52:44.000Z,pacific
1475,2018,1,,,,20180420,,,5,1,巨人,18,7,11,0,0.38888,1,4.5,75,83,13,10,.265,4.59,125,-1,,0,2018-09-20T02:52:44.000Z,2018-09-20T02:52:44.000Z,pacific
1476,2018,1,,,,20180420,,,5,4,中日,18,7,11,0,0.38888,0,4.5,71,80,9,13,.246,4.12,125,-1,,0,2018-09-20T02:52:44.000Z,2018-09-20T02:52:44.000Z,pacific
1543,2018,1,,,,20180421,,,1,3,ＤｅＮＡ,17,11,6,0,0.64705,-,-,65,53,15,19,.241,2.71,126,-1,,1,2018-09-20T02:52:45.000Z,2018-09-20T02:52:45.000Z,pacific
1544,2018,1,,,,20180421,,,2,6,広島,20,12,8,0,0.60000,0.5,0.5,92,85,18,16,.257,4.02,123,-1,,2,2018-09-20T02:52:45.000Z,2018-09-20T02:52:45.000Z,pacific
1545,2018,1,,,,20180421,,,3,5,阪神,18,9,9,0,0.50000,2,2.5,54,62,9,1,.225,2.96,125,-1,,0,2018-09-20T02:52:45.000Z,2018-09-20T02:52:45.000Z,pacific
1546,2018,1,,,,20180421,,,4,1,巨人,19,8,11,0,0.42105,1.5,4,78,83,13,10,.264,4.34,124,-1,,1,2018-09-20T02:52:45.000Z,2018-09-20T02:52:45.000Z,pacific
1547,2018,1,,,,20180421,,,4,4,中日,19,8,11,0,0.42105,0,4,75,83,10,13,.245,4.06,124,-1,,1,2018-09-20T02:52:45.000Z,2018-09-20T02:52:45.000Z,pacific
1548,2018,1,,,,20180421,,,4,2,ヤクルト,19,8,11,0,0.42105,0,4,90,88,13,12,.253,4.16,124,-1,,0,2018-09-20T02:52:45.000Z,2018-09-20T02:52:45.000Z,pacific
1615,2018,1,,,,20180422,,,1,3,ＤｅＮＡ,18,11,7,0,0.61111,-,-,67,59,16,19,.237,2.91,125,-1,,0,2018-09-20T02:52:47.000Z,2018-09-20T02:52:47.000Z,pacific
1616,2018,1,,,,20180422,,,2,6,広島,21,12,9,0,0.57142,0.5,0.5,94,88,19,16,.252,3.94,122,-1,,0,2018-09-20T02:52:47.000Z,2018-09-20T02:52:47.000Z,pacific
1617,2018,1,,,,20180422,,,3,5,阪神,19,9,10,0,0.47368,2,2.5,55,72,9,1,.222,3.28,124,-1,,0,2018-09-20T02:52:47.000Z,2018-09-20T02:52:47.000Z,pacific
1618,2018,1,,,,20180422,,,4,1,巨人,20,9,11,0,0.45000,0.5,3,88,84,15,10,.272,4.17,123,-1,,0,2018-09-20T02:52:47.000Z,2018-09-20T02:52:47.000Z,pacific
1619,2018,1,,,,20180422,,,4,4,中日,20,9,11,0,0.45000,0,3,78,85,10,13,.245,3.95,123,-1,,0,2018-09-20T02:52:47.000Z,2018-09-20T02:52:47.000Z,pacific
1620,2018,1,,,,20180422,,,4,2,ヤクルト,20,9,11,0,0.45000,0,3,96,90,15,13,.252,4.05,123,-1,,0,2018-09-20T02:52:47.000Z,2018-09-20T02:52:47.000Z,pacific
1687,2018,1,,,,20180423,,,1,3,ＤｅＮＡ,18,11,7,0,0.61111,-,-,67,59,16,19,.237,2.91,125,-1,,0,2018-09-20T02:52:49.000Z,2018-09-20T02:52:49.000Z,pacific
1688,2018,1,,,,20180423,,,2,6,広島,21,12,9,0,0.57142,0.5,0.5,94,88,19,16,.252,3.94,122,-1,,0,2018-09-20T02:52:49.000Z,2018-09-20T02:52:49.000Z,pacific
1689,2018,1,,,,20180423,,,3,5,阪神,19,9,10,0,0.47368,2,2.5,55,72,9,1,.222,3.28,124,-1,,0,2018-09-20T02:52:49.000Z,2018-09-20T02:52:49.000Z,pacific
