ID,Year,GameAssortment,Season,HomeTeam,VisitorTeam,Matchday,GameCD,League,Ranking,TeamCD,ShortName_Team,Game,Win,Lose,Draw,WinningPercentage,GameBehind,GameBehindTop,Run,PointLost,Homerun,StolenBase,BattingAverage,EarnedRunAverage,RestGame,Winner_Magic,POLastRanking,RankShiftF,UpdatedAt,CreatedAt,league
22273,2020,1,,,,20200619,,,1,1,巨人,1,1,0,0,1.00000,-,-,3,2,1,0,.258,2.00,119,-1,,0,2020-06-19T14:44:33.000Z,2020-06-19T14:44:33.000Z,pacific
22274,2020,1,,,,20200619,,,1,6,広島,1,1,0,0,1.00000,-,-,5,1,2,1,.306,1.00,119,-1,,0,2020-06-19T14:44:33.000Z,2020-06-19T14:44:33.000Z,pacific
22275,2020,1,,,,20200619,,,1,4,中日,1,1,0,0,1.00000,-,-,9,7,1,0,.383,6.30,119,-1,,0,2020-06-19T14:44:33.000Z,2020-06-19T14:44:33.000Z,pacific
22276,2020,1,,,,20200619,,,4,3,ＤｅＮＡ,1,0,1,0,0.00000,1,1,1,5,1,0,.133,5.00,119,-1,,0,2020-06-19T14:44:33.000Z,2020-06-19T14:44:33.000Z,pacific
22277,2020,1,,,,20200619,,,4,5,阪神,1,0,1,0,0.00000,0,1,2,3,1,0,.219,3.38,119,-1,,0,2020-06-19T14:44:33.000Z,2020-06-19T14:44:33.000Z,pacific
22278,2020,1,,,,20200619,,,4,2,ヤクルト,1,0,1,0,0.00000,0,1,7,9,2,0,.370,6.30,119,-1,,0,2020-06-19T14:44:33.000Z,2020-06-19T14:44:33.000Z,pacific
22321,2020,1,,,,20200620,,,1,1,巨人,2,2,0,0,1.00000,-,-,14,3,2,1,.274,1.50,118,-1,,0,2020-06-20T10:15:58.000Z,2020-06-20T10:15:58.000Z,pacific
22322,2020,1,,,,20200620,,,1,6,広島,2,2,0,0,1.00000,-,-,15,6,4,1,.316,3.00,118,-1,,0,2020-06-20T10:15:58.000Z,2020-06-20T10:15:58.000Z,pacific
22323,2020,1,,,,20200620,,,3,4,中日,2,1,1,0,0.50000,1,1,11,13,1,0,.321,6.50,118,-1,,2,2020-06-20T10:15:58.000Z,2020-06-20T10:15:58.000Z,pacific
22324,2020,1,,,,20200620,,,3,2,ヤクルト,2,1,1,0,0.50000,0,1,13,11,5,2,.329,4.26,118,-1,,1,2020-06-20T10:15:58.000Z,2020-06-20T10:15:58.000Z,pacific
22325,2020,1,,,,20200620,,,5,3,ＤｅＮＡ,2,0,2,0,0.00000,1,2,6,15,3,0,.215,7.00,118,-1,,2,2020-06-20T10:15:58.000Z,2020-06-20T10:15:58.000Z,pacific
22326,2020,1,,,,20200620,,,5,5,阪神,2,0,2,0,0.00000,0,2,3,14,2,2,.200,3.94,118,-1,,2,2020-06-20T10:15:58.000Z,2020-06-20T10:15:58.000Z,pacific
22363,2020,1,,,,20200621,,,1,1,巨人,3,3,0,0,1.00000,-,-,21,4,4,2,.301,1.33,117,-1,,0,2020-06-21T09:28:37.000Z,2020-06-21T09:28:37.000Z,pacific
22364,2020,1,,,,20200621,,,2,6,広島,3,2,1,0,0.66666,1,1,16,8,4,1,.271,2.77,117,-1,,2,2020-06-21T09:28:37.000Z,2020-06-21T09:28:37.000Z,pacific
22365,2020,1,,,,20200621,,,2,4,中日,3,2,1,0,0.66666,0,1,14,13,2,1,.298,4.33,117,-1,,1,2020-06-21T09:28:37.000Z,2020-06-21T09:28:37.000Z,pacific
22366,2020,1,,,,20200621,,,4,3,ＤｅＮＡ,3,1,2,0,0.33333,1,2,8,16,3,0,.242,5.00,117,-1,,1,2020-06-21T09:28:37.000Z,2020-06-21T09:28:37.000Z,pacific
22367,2020,1,,,,20200621,,,4,2,ヤクルト,3,1,2,0,0.33333,0,2,13,14,5,2,.279,3.86,117,-1,,2,2020-06-21T09:28:37.000Z,2020-06-21T09:28:37.000Z,pacific
22368,2020,1,,,,20200621,,,6,5,阪神,3,0,3,0,0.00000,1,3,4,21,3,2,.189,5.25,117,-1,,2,2020-06-21T09:28:37.000Z,2020-06-21T09:28:37.000Z,pacific
22399,2020,1,,,,20200623,,,1,1,巨人,4,4,0,0,1.00000,-,-,24,6,4,3,.289,1.50,116,-1,,0,2020-06-23T13:20:51.000Z,2020-06-23T13:20:51.000Z,pacific
22400,2020,1,,,,20200623,,,2,3,ＤｅＮＡ,4,2,2,0,0.50000,2,2,11,16,4,0,.268,3.75,116,-1,,1,2020-06-23T13:20:51.000Z,2020-06-23T13:20:51.000Z,pacific
22401,2020,1,,,,20200623,,,2,6,広島,4,2,2,0,0.50000,0,2,18,11,5,1,.261,2.91,116,-1,,0,2020-06-23T13:20:51.000Z,2020-06-23T13:20:51.000Z,pacific
22402,2020,1,,,,20200623,,,2,4,中日,4,2,2,0,0.50000,0,2,14,16,2,1,.302,4.11,116,-1,,0,2020-06-23T13:20:51.000Z,2020-06-23T13:20:51.000Z,pacific
22403,2020,1,,,,20200623,,,5,5,阪神,4,1,3,0,0.25000,1,3,8,22,4,3,.226,4.09,116,-1,,1,2020-06-23T13:20:51.000Z,2020-06-23T13:20:51.000Z,pacific
22404,2020,1,,,,20200623,,,5,2,ヤクルト,4,1,3,0,0.25000,0,3,14,18,5,2,.248,3.89,116,-1,,2,2020-06-23T13:20:51.000Z,2020-06-23T13:20:51.000Z,pacific
22441,2020,1,,,,20200624,,,1,1,巨人,5,4,1,0,0.80000,-,-,25,11,4,3,.250,2.20,115,-1,,0,2020-06-24T13:34:07.000Z,2020-06-24T13:34:07.000Z,pacific
