ID,Year,GameAssortment,Season,HomeTeam,VisitorTeam,Matchday,GameCD,League,Ranking,TeamCD,ShortName_Team,Game,Win,Lose,Draw,WinningPercentage,GameBehind,GameBehindTop,Run,PointLost,Homerun,StolenBase,BattingAverage,EarnedRunAverage,RestGame,Winner_Magic,POLastRanking,RankShiftF,UpdatedAt,CreatedAt,league
33739,2022,1,,,,20220412,,,5,3,DeNA,11,5,6,0,0.45454,1,3.5,44,53,7,8,.239,4.32,132,-1,,0,2022-04-12T12:22:41.000Z,2022-04-12T12:22:41.000Z,pacific
33740,2022,1,,,,20220412,,,6,5,阪神,15,1,13,1,0.07142,5.5,9,39,75,10,4,.228,4.69,128,-1,,0,2022-04-12T12:22:41.000Z,2022-04-12T12:22:41.000Z,pacific
33753,2022,1,,,,20220413,,,1,1,巨人,17,12,5,0,0.70588,-,-,75,66,21,4,.261,3.24,126,-1,,0,2022-04-13T12:04:53.000Z,2022-04-13T12:04:53.000Z,pacific
33754,2022,1,,,,20220413,,,2,6,広島,17,11,5,1,0.68750,0.5,0.5,79,42,4,6,.260,2.32,126,-1,,0,2022-04-13T12:04:53.000Z,2022-04-13T12:04:53.000Z,pacific
33755,2022,1,,,,20220413,,,3,4,中日,14,8,6,0,0.57142,2,2.5,50,45,12,6,.240,3.02,129,-1,,0,2022-04-13T12:04:53.000Z,2022-04-13T12:04:53.000Z,pacific
33756,2022,1,,,,20220413,,,4,2,ヤクルト,16,8,8,0,0.50000,1,3.5,57,61,18,8,.228,2.97,127,-1,,0,2022-04-13T12:04:53.000Z,2022-04-13T12:04:53.000Z,pacific
33757,2022,1,,,,20220413,,,5,3,DeNA,12,5,7,0,0.41666,1,4.5,47,57,7,9,.238,4.33,131,-1,,0,2022-04-13T12:04:53.000Z,2022-04-13T12:04:53.000Z,pacific
33758,2022,1,,,,20220413,,,6,5,阪神,16,1,14,1,0.06666,5.5,10,39,76,10,6,.220,4.45,127,-1,,0,2022-04-13T12:04:53.000Z,2022-04-13T12:04:53.000Z,pacific
33765,2022,1,,,,20220414,,,1,1,巨人,17,12,5,0,0.70588,-,-,75,66,21,4,.261,3.24,126,-1,,0,2022-04-14T11:58:56.000Z,2022-04-14T11:58:56.000Z,pacific
33766,2022,1,,,,20220414,,,2,6,広島,17,11,5,1,0.68750,0.5,0.5,79,42,4,6,.260,2.32,126,-1,,0,2022-04-14T11:58:56.000Z,2022-04-14T11:58:56.000Z,pacific
33767,2022,1,,,,20220414,,,3,4,中日,15,9,6,0,0.60000,1.5,2,54,46,12,6,.247,2.89,128,-1,,0,2022-04-14T11:58:56.000Z,2022-04-14T11:58:56.000Z,pacific
33768,2022,1,,,,20220414,,,4,2,ヤクルト,16,8,8,0,0.50000,1.5,3.5,57,61,18,8,.228,2.97,127,-1,,0,2022-04-14T11:58:56.000Z,2022-04-14T11:58:56.000Z,pacific
33769,2022,1,,,,20220414,,,5,3,DeNA,12,5,7,0,0.41666,1,4.5,47,57,7,9,.238,4.33,131,-1,,0,2022-04-14T11:58:56.000Z,2022-04-14T11:58:56.000Z,pacific
33770,2022,1,,,,20220414,,,6,5,阪神,17,1,15,1,0.06250,6,10.5,40,80,10,6,.220,4.45,126,-1,,0,2022-04-14T11:58:56.000Z,2022-04-14T11:58:56.000Z,pacific
33783,2022,1,,,,20220415,,,1,6,広島,17,11,5,1,0.68750,-,-,79,42,4,6,.260,2.32,126,-1,,1,2022-04-15T11:57:22.000Z,2022-04-15T11:57:22.000Z,pacific
33784,2022,1,,,,20220415,,,2,1,巨人,18,12,6,0,0.66666,0,0,76,70,21,4,.261,3.24,125,-1,,2,2022-04-15T11:57:22.000Z,2022-04-15T11:57:22.000Z,pacific
33785,2022,1,,,,20220415,,,3,4,中日,15,9,6,0,0.60000,1.5,1.5,54,46,12,6,.247,2.89,128,-1,,0,2022-04-15T11:57:22.000Z,2022-04-15T11:57:22.000Z,pacific
33786,2022,1,,,,20220415,,,4,2,ヤクルト,17,9,8,0,0.52941,1,2.5,60,63,19,8,.230,2.92,126,-1,,0,2022-04-15T11:57:22.000Z,2022-04-15T11:57:22.000Z,pacific
33787,2022,1,,,,20220415,,,5,3,DeNA,13,5,8,0,0.38461,2,4.5,49,60,8,9,.238,4.23,130,-1,,0,2022-04-15T11:57:22.000Z,2022-04-15T11:57:22.000Z,pacific
33788,2022,1,,,,20220415,,,6,5,阪神,18,2,15,1,0.11764,5,9.5,44,81,12,7,.221,4.26,125,-1,,0,2022-04-15T11:57:22.000Z,2022-04-15T11:57:22.000Z,pacific
33813,2022,1,,,,20220416,,,1,6,広島,18,12,5,1,0.70588,-,-,82,44,4,6,.260,2.30,125,-1,,0,2022-04-16T08:23:44.000Z,2022-04-16T08:23:44.000Z,pacific
33814,2022,1,,,,20220416,,,2,1,巨人,19,12,7,0,0.63157,1,1,77,72,21,4,.256,3.14,124,-1,,0,2022-04-16T08:23:44.000Z,2022-04-16T08:23:44.000Z,pacific
33815,2022,1,,,,20220416,,,3,4,中日,16,9,7,0,0.56250,1.5,2.5,56,49,12,8,.241,2.92,127,-1,,0,2022-04-16T08:23:44.000Z,2022-04-16T08:23:44.000Z,pacific
33816,2022,1,,,,20220416,,,4,2,ヤクルト,18,9,9,0,0.50000,1,3.5,60,69,19,8,.226,3.10,125,-1,,0,2022-04-16T08:23:44.000Z,2022-04-16T08:23:44.000Z,pacific
33817,2022,1,,,,20220416,,,5,3,DeNA,14,6,8,0,0.42857,1,4.5,55,60,10,9,.248,3.93,129,-1,,0,2022-04-16T08:23:44.000Z,2022-04-16T08:23:44.000Z,pacific
33818,2022,1,,,,20220416,,,6,5,阪神,19,3,15,1,0.16666,5,9.5,46,82,12,7,.219,4.08,124,-1,,0,2022-04-16T08:23:44.000Z,2022-04-16T08:23:44.000Z,pacific
33849,2022,1,,,,20220417,,,1,6,広島,19,12,6,1,0.66666,-,-,86,54,4,6,.264,2.70,124,-1,,0,2022-04-17T08:49:25.000Z,2022-04-17T08:49:25.000Z,pacific
33850,2022,1,,,,20220417,,,2,1,巨人,20,13,7,0,0.65000,0,0,80,73,22,4,.251,3.03,123,-1,,0,2022-04-17T08:49:25.000Z,2022-04-17T08:49:25.000Z,pacific
33851,2022,1,,,,20220417,,,3,4,中日,17,10,7,0,0.58823,1.5,1.5,66,53,14,8,.254,2.98,126,-1,,0,2022-04-17T08:49:25.000Z,2022-04-17T08:49:25.000Z,pacific
33852,2022,1,,,,20220417,,,4,2,ヤクルト,19,10,9,0,0.52631,1,2.5,65,73,19,8,.228,3.15,124,-1,,0,2022-04-17T08:49:25.000Z,2022-04-17T08:49:25.000Z,pacific
33853,2022,1,,,,20220417,,,5,3,DeNA,15,6,9,0,0.40000,2,4.5,59,65,11,9,.250,4.00,128,-1,,0,2022-04-17T08:49:25.000Z,2022-04-17T08:49:25.000Z,pacific
33854,2022,1,,,,20220417,,,6,5,阪神,20,3,16,1,0.15789,5,9.5,47,85,13,7,.220,4.03,123,-1,,0,2022-04-17T08:49:25.000Z,2022-04-17T08:49:25.000Z,pacific
33885,2022,1,,,,20220419,,,1,1,巨人,21,14,7,0,0.66666,-,-,83,74,23,5,.251,2.94,122,-1,,1,2022-04-19T12:28:36.000Z,2022-04-19T12:28:36.000Z,pacific
33886,2022,1,,,,20220419,,,2,6,広島,20,12,7,1,0.63157,1,1,87,57,4,6,.263,2.68,123,-1,,2,2022-04-19T12:28:36.000Z,2022-04-19T12:28:36.000Z,pacific
33887,2022,1,,,,20220419,,,3,4,中日,18,10,8,0,0.55555,1.5,2.5,70,65,15,8,.252,3.42,125,-1,,0,2022-04-19T12:28:36.000Z,2022-04-19T12:28:36.000Z,pacific
33888,2022,1,,,,20220419,,,4,2,ヤクルト,20,11,9,0,0.55000,0,2.5,77,77,21,9,.238,3.19,123,-1,,0,2022-04-19T12:28:36.000Z,2022-04-19T12:28:36.000Z,pacific
