season,ID,SeqNo,game_id,game_kind_id,game_date,date_jpn,time_jpn,week_day_jpn,stadium_id,stadium_name_jpn,round,DhF,game_state,game_result,home_score,home_team_id,home_team_short_name,home_team_name_en,home_team_name_en_short,home_team_initial,home_section,away_score,away_team_id,away_team_short_name,away_team_name_en,away_team_name_en_short,away_team_initial,away_section,stadium_name_short,last_updated,creation_date
2021,861765,1,2021000011,5,2021-03-02 14:00:00+09:00,20210302,1400,3,9,京セラドーム大阪,1,0,2,3,6,11,オリックス,Buffaloes,B,オ,1,6,9,ロッテ,Marines,M,ロ,1,京セラD大阪,2021-03-21 08:13:23+00:00,2021-03-21 08:13:18+00:00
2021,861766,2,2021000012,5,2021-03-02 16:00:00+09:00,20210302,1600,3,11,福岡PayPayドーム,1,0,2,1,14,12,ソフトバンク,Hawks,H,ソ,1,2,4,中日,Dragons,D,中,1,PayPayドーム,2021-03-21 08:13:23+00:00,2021-03-21 08:13:18+00:00
2021,861767,3,2021000015,5,2021-03-03 14:00:00+09:00,20210303,1400,4,9,京セラドーム大阪,2,0,2,2,0,11,オリックス,Buffaloes,B,オ,1,2,9,ロッテ,Marines,M,ロ,1,京セラD大阪,2021-03-21 08:13:23+00:00,2021-03-21 08:13:18+00:00
2021,861768,4,2021000014,5,2021-03-03 15:00:00+09:00,20210303,1500,4,1,東京ドーム,1,0,2,2,1,1,巨人,Giants,G,巨,1,6,2,ヤクルト,Swallows,S,ヤ,1,東京ドーム,2021-03-21 08:13:23+00:00,2021-03-21 08:13:18+00:00
2021,861769,5,2021000016,5,2021-03-03 16:00:00+09:00,20210303,1600,4,11,福岡PayPayドーム,2,0,2,1,4,12,ソフトバンク,Hawks,H,ソ,1,1,4,中日,Dragons,D,中,1,PayPayドーム,2021-03-21 08:13:23+00:00,2021-03-21 08:13:18+00:00
2021,861770,6,2021000013,5,2021-03-03 18:00:00+09:00,20210303,1800,4,109,札幌ドーム,1,0,2,1,7,8,日本ハム,Fighters,F,日,1,0,7,西武,Lions,L,西,1,札幌ドーム,2021-03-21 08:13:23+00:00,2021-03-21 08:13:18+00:00
2021,861771,7,2021000018,5,2021-03-04 15:00:00+09:00,20210304,1500,5,1,東京ドーム,2,0,2,1,3,1,巨人,Giants,G,巨,1,2,2,ヤクルト,Swallows,S,ヤ,1,東京ドーム,2021-03-21 08:13:23+00:00,2021-03-21 08:13:18+00:00
2021,861772,8,2021000017,5,2021-03-04 18:00:00+09:00,20210304,1800,5,109,札幌ドーム,2,0,2,2,1,8,日本ハム,Fighters,F,日,1,6,7,西武,Lions,L,西,1,札幌ドーム,2021-03-21 08:13:23+00:00,2021-03-21 08:13:18+00:00
2021,861773,9,2021000019,5,2021-03-05 13:00:00+09:00,20210305,1300,6,3,横浜スタジアム,1,0,2,1,5,3,DeNA,Bay Stars,DB,デ,1,1,11,オリックス,Buffaloes,B,オ,1,横浜,2021-03-21 08:13:23+00:00,2021-03-21 08:13:18+00:00
2021,861774,10,2021000020,5,2021-03-05 16:00:00+09:00,20210305,1600,6,11,福岡PayPayドーム,1,0,2,2,0,12,ソフトバンク,Hawks,H,ソ,1,4,5,阪神,Tigers,T,神,1,PayPayドーム,2021-03-21 08:13:23+00:00,2021-03-21 08:13:18+00:00
2021,861775,11,2021000022,5,2021-03-06 13:00:00+09:00,20210306,1300,7,8,ZOZOマリンスタジアム,1,0,2,1,4,9,ロッテ,Marines,M,ロ,1,0,7,西武,Lions,L,西,1,ZOZOマリン,2021-03-21 08:13:23+00:00,2021-03-21 08:13:18+00:00
2021,861776,12,2021000023,5,2021-03-06 13:00:00+09:00,20210306,1300,7,3,横浜スタジアム,2,0,2,2,0,3,DeNA,Bay Stars,DB,デ,1,5,11,オリックス,Buffaloes,B,オ,1,横浜,2021-03-21 08:13:23+00:00,2021-03-21 08:13:18+00:00
2021,861777,13,2021000025,5,2021-03-06 13:00:00+09:00,20210306,1300,7,30014,MAZDA Zoom-Zoom スタジアム広島,1,0,2,1,1,6,広島,Carp,C,広,1,0,2,ヤクルト,Swallows,S,ヤ,1,マツダスタジアム,2021-03-21 08:13:23+00:00,2021-03-21 08:13:18+00:00
2021,861778,14,2021000024,5,2021-03-06 14:00:00+09:00,20210306,1400,7,4,バンテリンドーム ナゴヤ,1,0,2,1,2,4,中日,Dragons,D,中,1,1,376,楽天,Golden Eagles,E,楽,1,バンテリンドーム,2021-03-21 08:13:23+00:00,2021-03-21 08:13:18+00:00
2021,861779,15,2021000026,5,2021-03-06 14:00:00+09:00,20210306,1400,7,11,福岡PayPayドーム,2,0,2,2,1,12,ソフトバンク,Hawks,H,ソ,1,3,5,阪神,Tigers,T,神,1,PayPayドーム,2021-03-21 08:13:23+00:00,2021-03-21 08:13:18+00:00
2021,861780,16,2021000021,5,2021-03-06 18:00:00+09:00,20210306,1800,7,109,札幌ドーム,1,0,2,2,2,8,日本ハム,Fighters,F,日,1,7,1,巨人,Giants,G,巨,1,札幌ドーム,2021-03-21 08:13:23+00:00,2021-03-21 08:13:18+00:00
2021,861781,17,2021000027,5,2021-03-07 13:00:00+09:00,20210307,1300,1,109,札幌ドーム,2,0,2,2,1,8,日本ハム,Fighters,F,日,1,4,1,巨人,Giants,G,巨,1,札幌ドーム,2021-03-21 08:13:23+00:00,2021-03-21 08:13:18+00:00
