season,ID,SeqNo,game_id,game_kind_id,game_date,date_jpn,time_jpn,week_day_jpn,stadium_id,stadium_name_jpn,round,DhF,game_state,game_result,home_score,home_team_id,home_team_short_name,home_team_name_en,home_team_name_en_short,home_team_initial,home_section,away_score,away_team_id,away_team_short_name,away_team_name_en,away_team_name_en_short,away_team_initial,away_section,stadium_name_short,last_updated,creation_date
2022,1189207,1,2021005324,5,2022-02-23 13:00:00+09:00,20220223,1300,4,139,ANA BALL PARK浦添,1,0,4,,,2,ヤクルト,Swallows,S,ヤ,1,,1,巨人,Giants,G,巨,1,浦添,2022-03-21 09:24:27+00:00,2022-03-21 09:24:22+00:00
2022,1189208,2,2021005325,5,2022-02-26 13:00:00+09:00,20220226,1300,7,30008,宮崎市生目の杜運動公園アイビースタジアム,1,0,2,2,4,12,ソフトバンク,Hawks,H,ソ,1,8,11,オリックス,Buffaloes,B,オ,1,宮崎アイビー,2022-03-21 09:24:27+00:00,2022-03-21 09:24:22+00:00
2022,1189209,3,2021005326,5,2022-02-26 13:00:00+09:00,20220226,1300,7,87,タピックスタジアム名護,1,0,2,2,0,8,日本ハム,Fighters,F,日,1,5,3,DeNA,Bay Stars,DB,デ,1,名護,2022-03-21 09:24:27+00:00,2022-03-21 09:24:22+00:00
2022,1189210,4,2021005328,5,2022-02-26 13:00:00+09:00,20220226,1300,7,139,ANA BALL PARK浦添,1,0,2,1,5,2,ヤクルト,Swallows,S,ヤ,1,0,376,楽天,Golden Eagles,E,楽,1,浦添,2022-03-21 09:24:27+00:00,2022-03-21 09:24:22+00:00
2022,1189211,5,2021005329,5,2022-02-26 13:00:00+09:00,20220226,1300,7,20,Agreスタジアム北谷,1,0,2,1,2,4,中日,Dragons,D,中,1,1,5,阪神,Tigers,T,神,1,北谷,2022-03-21 09:24:27+00:00,2022-03-21 09:24:22+00:00
2022,1189212,6,2021005327,5,2022-02-26 14:00:00+09:00,20220226,1400,7,88,沖縄セルラースタジアム那覇,1,0,2,2,1,1,巨人,Giants,G,巨,1,3,6,広島,Carp,C,広,1,那覇,2022-03-21 09:24:27+00:00,2022-03-21 09:24:22+00:00
2022,1189213,7,2021005331,5,2022-02-27 12:00:00+09:00,20220227,1200,1,88,沖縄セルラースタジアム那覇,1,0,2,3,1,1,巨人,Giants,G,巨,1,1,3,DeNA,Bay Stars,DB,デ,1,那覇,2022-03-21 09:24:27+00:00,2022-03-21 09:24:22+00:00
2022,1189214,8,2021005330,5,2022-02-27 13:00:00+09:00,20220227,1300,1,87,タピックスタジアム名護,1,0,2,1,4,8,日本ハム,Fighters,F,日,1,2,6,広島,Carp,C,広,1,名護,2022-03-21 09:24:27+00:00,2022-03-21 09:24:22+00:00
2022,1189215,9,2021005332,5,2022-02-27 13:00:00+09:00,20220227,1300,1,139,ANA BALL PARK浦添,1,0,2,2,4,2,ヤクルト,Swallows,S,ヤ,1,9,5,阪神,Tigers,T,神,1,浦添,2022-03-21 09:24:27+00:00,2022-03-21 09:24:22+00:00
2022,1189216,10,2021005333,5,2022-02-27 13:00:00+09:00,20220227,1300,1,20,Agreスタジアム北谷,1,0,2,2,7,4,中日,Dragons,D,中,1,9,376,楽天,Golden Eagles,E,楽,1,北谷,2022-03-21 09:24:27+00:00,2022-03-21 09:24:22+00:00
2022,1189217,1,2021005334,5,2022-03-01 14:00:00+09:00,20220301,1400,3,9,京セラドーム大阪,1,0,2,1,2,11,オリックス,Buffaloes,B,オ,1,0,9,ロッテ,Marines,M,ロ,1,京セラD大阪,2022-03-21 09:24:27+00:00,2022-03-21 09:24:22+00:00
2022,1189218,2,2021005337,5,2022-03-02 13:00:00+09:00,20220302,1300,4,3,横浜スタジアム,1,0,2,1,9,3,DeNA,Bay Stars,DB,デ,1,1,6,広島,Carp,C,広,1,横浜,2022-03-21 09:24:27+00:00,2022-03-21 09:24:22+00:00
2022,1189219,3,2021005338,5,2022-03-02 14:00:00+09:00,20220302,1400,4,9,京セラドーム大阪,2,0,2,2,1,11,オリックス,Buffaloes,B,オ,1,4,9,ロッテ,Marines,M,ロ,1,京セラD大阪,2022-03-21 09:24:27+00:00,2022-03-21 09:24:22+00:00
2022,1189220,4,2021005335,5,2022-03-02 18:00:00+09:00,20220302,1800,4,109,札幌ドーム,1,0,2,1,1,8,日本ハム,Fighters,F,日,1,0,2,ヤクルト,Swallows,S,ヤ,1,札幌ドーム,2022-03-21 09:24:27+00:00,2022-03-21 09:24:22+00:00
2022,1189221,5,2021005336,5,2022-03-02 18:00:00+09:00,20220302,1800,4,1,東京ドーム,1,0,2,1,3,1,巨人,Giants,G,巨,1,2,7,西武,Lions,L,西,1,東京ドーム,2022-03-21 09:24:27+00:00,2022-03-21 09:24:22+00:00
2022,1189222,6,2021005339,5,2022-03-02 18:00:00+09:00,20220302,1800,4,11,福岡PayPayドーム,1,0,2,1,3,12,ソフトバンク,Hawks,H,ソ,1,1,4,中日,Dragons,D,中,1,PayPayドーム,2022-03-21 09:24:27+00:00,2022-03-21 09:24:22+00:00
2022,1189223,7,2021005342,5,2022-03-03 13:00:00+09:00,20220303,1300,5,3,横浜スタジアム,2,0,2,1,7,3,DeNA,Bay Stars,DB,デ,1,2,6,広島,Carp,C,広,1,横浜,2022-03-21 09:24:27+00:00,2022-03-21 09:24:22+00:00
2022,1189224,8,2021005340,5,2022-03-03 18:00:00+09:00,20220303,1800,5,109,札幌ドーム,2,0,2,3,1,8,日本ハム,Fighters,F,日,1,1,2,ヤクルト,Swallows,S,ヤ,1,札幌ドーム,2022-03-21 09:24:27+00:00,2022-03-21 09:24:22+00:00
2022,1189225,9,2021005341,5,2022-03-03 18:00:00+09:00,20220303,1800,5,1,東京ドーム,2,0,2,1,5,1,巨人,Giants,G,巨,1,0,7,西武,Lions,L,西,1,東京ドーム,2022-03-21 09:24:27+00:00,2022-03-21 09:24:22+00:00
2022,1189226,10,2021005343,5,2022-03-03 18:00:00+09:00,20220303,1800,5,11,福岡PayPayドーム,2,0,2,2,3,12,ソフトバンク,Hawks,H,ソ,1,5,4,中日,Dragons,D,中,1,PayPayドーム,2022-03-21 09:24:27+00:00,2022-03-21 09:24:22+00:00
2022,1189227,11,2021005344,5,2022-03-04 13:00:00+09:00,20220304,1300,6,5,阪神甲子園球場,1,0,2,2,1,5,阪神,Tigers,T,神,1,2,376,楽天,Golden Eagles,E,楽,1,甲子園,2022-03-21 09:24:27+00:00,2022-03-21 09:24:22+00:00
2022,1189228,12,2021005345,5,2022-03-04 18:00:00+09:00,20220304,1800,6,11,福岡PayPayドーム,1,0,2,1,5,12,ソフトバンク,Hawks,H,ソ,1,2,9,ロッテ,Marines,M,ロ,1,PayPayドーム,2022-03-21 09:24:27+00:00,2022-03-21 09:24:22+00:00
2022,1189229,13,2021005347,5,2022-03-05 13:00:00+09:00,20220305,1300,7,3,横浜スタジアム,1,0,2,2,1,3,DeNA,Bay Stars,DB,デ,1,12,11,オリックス,Buffaloes,B,オ,1,横浜,2022-03-21 09:24:27+00:00,2022-03-21 09:24:22+00:00
