season,ID,SeqNo,game_id,game_kind_id,game_date,date_jpn,time_jpn,week_day_jpn,stadium_id,stadium_name_jpn,round,DhF,game_state,game_result,home_score,home_team_id,home_team_short_name,home_team_name_en,home_team_name_en_short,home_team_initial,home_section,away_score,away_team_id,away_team_short_name,away_team_name_en,away_team_name_en_short,away_team_initial,away_section,stadium_name_short,last_updated,creation_date
2019,303310,1,2019022301,5,2019-02-23 13:00:00+09:00,20190223,1300,7,20,北谷公園野球場,1,0,2,2,4,4,中日,Dragons,D,中,1,8,3,ＤｅＮＡ,Bay Stars,DB,デ,1,北谷,2019-03-24 09:08:29+00:00,2019-03-24 09:08:15+00:00
2019,303311,2,2019022302,5,2019-02-23 13:00:00+09:00,20190223,1300,7,139,浦添市民球場,1,0,2,1,8,2,ヤクルト,Swallows,S,ヤ,1,3,5,阪神,Tigers,T,神,1,浦添,2019-03-24 09:08:29+00:00,2019-03-24 09:08:15+00:00
2019,303312,3,2019022303,5,2019-02-23 13:00:00+09:00,20190223,1300,7,88,沖縄セルラースタジアム那覇,1,0,2,2,3,1,巨人,Giants,G,巨,1,6,376,楽天,Golden Eagles,E,楽,1,那覇,2019-03-24 09:08:29+00:00,2019-03-24 09:08:15+00:00
2019,303313,4,2019022401,5,2019-02-24 13:00:00+09:00,20190224,1300,1,30008,宮崎市生目の杜運動公園アイビースタジアム,1,0,4,,,12,ソフトバンク,Hawks,H,ソ,1,,11,オリックス,Buffaloes,B,オ,1,宮崎アイビー,2019-03-24 09:08:29+00:00,2019-03-24 09:08:15+00:00
2019,303314,5,2019022402,5,2019-02-24 13:00:00+09:00,20190224,1300,1,27,宜野湾市立野球場,1,0,2,3,4,3,ＤｅＮＡ,Bay Stars,DB,デ,1,4,6,広島,Carp,C,広,1,宜野湾,2019-03-24 09:08:29+00:00,2019-03-24 09:08:15+00:00
2019,303315,6,2019022403,5,2019-02-24 13:00:00+09:00,20190224,1300,1,20,北谷公園野球場,1,0,2,1,4,4,中日,Dragons,D,中,1,2,5,阪神,Tigers,T,神,1,北谷,2019-03-24 09:08:29+00:00,2019-03-24 09:08:15+00:00
2019,303316,7,2019022404,5,2019-02-24 13:00:00+09:00,20190224,1300,1,139,浦添市民球場,1,0,2,2,3,2,ヤクルト,Swallows,S,ヤ,1,8,376,楽天,Golden Eagles,E,楽,1,浦添,2019-03-24 09:08:29+00:00,2019-03-24 09:08:15+00:00
2019,303317,8,2019022405,5,2019-02-24 13:00:00+09:00,20190224,1300,1,88,沖縄セルラースタジアム那覇,1,0,2,1,3,1,巨人,Giants,G,巨,1,2,8,日本ハム,Fighters,F,日,1,那覇,2019-03-24 09:08:29+00:00,2019-03-24 09:08:15+00:00
2019,303318,1,2019030205,5,2019-03-02 12:30:00+09:00,20190302,1230,7,121,佐賀県立森林公園野球場,1,0,2,2,1,7,西武,Lions,L,西,1,6,6,広島,Carp,C,広,1,佐賀,2019-03-24 09:08:29+00:00,2019-03-24 09:08:15+00:00
2019,303319,2,2019030204,5,2019-03-02 13:00:00+09:00,20190302,1300,7,11,福岡 ヤフオク!ドーム,1,0,2,1,1,12,ソフトバンク,Hawks,H,ソ,1,0,5,阪神,Tigers,T,神,1,ヤフオクドーム,2019-03-24 09:08:29+00:00,2019-03-24 09:08:15+00:00
2019,303320,3,2019030201,5,2019-03-02 14:00:00+09:00,20190302,1400,7,109,札幌ドーム,1,0,2,1,6,8,日本ハム,Fighters,F,日,1,1,3,ＤｅＮＡ,Bay Stars,DB,デ,1,札幌ドーム,2019-03-24 09:08:29+00:00,2019-03-24 09:08:15+00:00
2019,303321,4,2019030203,5,2019-03-02 14:00:00+09:00,20190302,1400,7,4,ナゴヤドーム,1,0,2,2,1,4,中日,Dragons,D,中,1,3,9,ロッテ,Marines,M,ロ,1,ナゴヤドーム,2019-03-24 09:08:29+00:00,2019-03-24 09:08:15+00:00
2019,303322,5,2019030202,5,2019-03-02 18:00:00+09:00,20190302,1800,7,1,東京ドーム,1,0,2,1,5,1,巨人,Giants,G,巨,1,4,2,ヤクルト,Swallows,S,ヤ,1,東京ドーム,2019-03-24 09:08:29+00:00,2019-03-24 09:08:15+00:00
2019,303323,6,2019030305,5,2019-03-03 12:30:00+09:00,20190303,1230,1,84,長崎県営野球場,2,0,2,2,4,7,西武,Lions,L,西,1,10,6,広島,Carp,C,広,1,長崎,2019-03-24 09:08:29+00:00,2019-03-24 09:08:15+00:00
2019,303324,7,2019030301,5,2019-03-03 13:00:00+09:00,20190303,1300,1,109,札幌ドーム,2,0,2,3,0,8,日本ハム,Fighters,F,日,1,0,3,ＤｅＮＡ,Bay Stars,DB,デ,1,札幌ドーム,2019-03-24 09:08:29+00:00,2019-03-24 09:08:15+00:00
2019,303325,8,2019030304,5,2019-03-03 13:00:00+09:00,20190303,1300,1,11,福岡 ヤフオク!ドーム,2,0,2,1,7,12,ソフトバンク,Hawks,H,ソ,1,2,5,阪神,Tigers,T,神,1,ヤフオクドーム,2019-03-24 09:08:29+00:00,2019-03-24 09:08:15+00:00
2019,303326,9,2019030302,5,2019-03-03 14:00:00+09:00,20190303,1400,1,1,東京ドーム,2,0,2,2,2,1,巨人,Giants,G,巨,1,6,2,ヤクルト,Swallows,S,ヤ,1,東京ドーム,2019-03-24 09:08:29+00:00,2019-03-24 09:08:15+00:00
2019,303327,10,2019030303,5,2019-03-03 14:00:00+09:00,20190303,1400,1,4,ナゴヤドーム,2,0,2,2,3,4,中日,Dragons,D,中,1,9,9,ロッテ,Marines,M,ロ,1,ナゴヤドーム,2019-03-24 09:08:29+00:00,2019-03-24 09:08:15+00:00
2019,303328,11,2019030502,5,2019-03-05 13:00:00+09:00,20190305,1300,3,30014,ＭＡＺＤＡ　Ｚｏｏｍ－Ｚｏｏｍ　スタジアム広島,1,0,2,1,4,6,広島,Carp,C,広,1,1,1,巨人,Giants,G,巨,1,マツダスタジアム,2019-03-24 09:08:29+00:00,2019-03-24 09:08:15+00:00
2019,303329,12,2019030501,5,2019-03-05 18:00:00+09:00,20190305,1800,3,9,京セラドーム大阪,1,0,2,1,5,11,オリックス,Buffaloes,B,オ,1,1,2,ヤクルト,Swallows,S,ヤ,1,京セラＤ大阪,2019-03-24 09:08:29+00:00,2019-03-24 09:08:15+00:00
2019,303330,13,2019030503,5,2019-03-05 18:00:00+09:00,20190305,1800,3,11,福岡 ヤフオク!ドーム,1,0,2,2,3,12,ソフトバンク,Hawks,H,ソ,1,11,7,西武,Lions,L,西,1,ヤフオクドーム,2019-03-24 09:08:29+00:00,2019-03-24 09:08:15+00:00
2019,303331,14,2019030601,5,2019-03-06 13:00:00+09:00,20190306,1300,4,55,ファイターズスタジアム鎌ケ谷,1,0,2,2,7,8,日本ハム,Fighters,F,日,1,10,9,ロッテ,Marines,M,ロ,1,鎌スタ,2019-03-24 09:08:29+00:00,2019-03-24 09:08:15+00:00
2019,303332,15,2019030602,5,2019-03-06 13:00:00+09:00,20190306,1300,4,69,小牧市総合運動場野球場,2,0,2,1,5,4,中日,Dragons,D,中,1,2,3,ＤｅＮＡ,Bay Stars,DB,デ,1,小牧,2019-03-24 09:08:29+00:00,2019-03-24 09:08:15+00:00
