season,ID,SeqNo,game_id,game_kind_id,game_date,date_jpn,time_jpn,week_day_jpn,stadium_id,stadium_name_jpn,round,DhF,game_state,game_result,home_score,home_team_id,home_team_short_name,home_team_name_en,home_team_name_en_short,home_team_initial,home_section,away_score,away_team_id,away_team_short_name,away_team_name_en,away_team_name_en_short,away_team_initial,away_section,stadium_name_short,last_updated,creation_date
2025,2390124,1,2021029924,5,2025-02-22 13:00:00+09:00,20250222,1300,7,30125,金武町ベースボールスタジアム,1,0,2,3,7,376,楽天,Golden Eagles,E,楽,1,7,5,阪神,Tigers,T,神,1,金武,2025-03-23 08:25:44+00:00,2025-03-23 08:25:41+00:00
2025,2390125,2,2021029926,5,2025-02-22 13:00:00+09:00,20250222,1300,7,27,ユニオンですからスタジアム宜野湾,1,0,2,2,4,3,DeNA,Bay Stars,DB,デ,1,6,1,巨人,Giants,G,巨,1,宜野湾,2025-03-23 08:25:44+00:00,2025-03-23 08:25:41+00:00
2025,2390126,3,2021029927,5,2025-02-22 13:00:00+09:00,20250222,1300,7,139,ANA BALL PARK浦添,1,0,2,1,2,2,ヤクルト,Swallows,S,ヤ,1,1,8,日本ハム,Fighters,F,日,1,浦添,2025-03-23 08:25:44+00:00,2025-03-23 08:25:41+00:00
2025,2390127,4,2021029928,5,2025-02-22 13:00:00+09:00,20250222,1300,7,30008,宮崎市生目の杜運動公園アイビースタジアム,1,0,2,1,7,12,ソフトバンク,Hawks,H,ソ,1,0,11,オリックス,Buffaloes,B,オ,1,宮崎アイビー,2025-03-23 08:25:44+00:00,2025-03-23 08:25:41+00:00
2025,2390128,5,2021029925,5,2025-02-22 14:00:00+09:00,20250222,1400,7,20,Agreスタジアム北谷,1,0,2,2,1,4,中日,Dragons,D,中,1,5,9,ロッテ,Marines,M,ロ,1,北谷,2025-03-23 08:25:44+00:00,2025-03-23 08:25:41+00:00
2025,2390129,6,2021029929,5,2025-02-23 13:00:00+09:00,20250223,1300,1,87,Enagicスタジアム名護,1,0,2,1,2,8,日本ハム,Fighters,F,日,1,0,376,楽天,Golden Eagles,E,楽,1,名護,2025-03-23 08:25:44+00:00,2025-03-23 08:25:41+00:00
2025,2390130,7,2021029930,5,2025-02-23 13:00:00+09:00,20250223,1300,1,88,沖縄セルラースタジアム那覇,1,0,2,2,2,1,巨人,Giants,G,巨,1,7,6,広島,Carp,C,広,1,那覇,2025-03-23 08:25:44+00:00,2025-03-23 08:25:41+00:00
2025,2390131,8,2021029932,5,2025-02-23 13:00:00+09:00,20250223,1300,1,139,ANA BALL PARK浦添,1,0,2,2,1,2,ヤクルト,Swallows,S,ヤ,1,6,3,DeNA,Bay Stars,DB,デ,1,浦添,2025-03-23 08:25:44+00:00,2025-03-23 08:25:41+00:00
2025,2390132,9,2021029933,5,2025-02-23 13:00:00+09:00,20250223,1300,1,30031,宮崎市清武総合運動公園SOKKENスタジアム,2,0,2,1,9,11,オリックス,Buffaloes,B,オ,1,1,12,ソフトバンク,Hawks,H,ソ,1,SOKKEN,2025-03-23 08:25:44+00:00,2025-03-23 08:25:41+00:00
2025,2390133,10,2021029931,5,2025-02-23 13:30:00+09:00,20250223,1330,1,20,Agreスタジアム北谷,1,0,2,2,6,4,中日,Dragons,D,中,1,9,5,阪神,Tigers,T,神,1,北谷,2025-03-23 08:25:44+00:00,2025-03-23 08:25:41+00:00
2025,2390134,11,2021029934,5,2025-02-24 13:00:00+09:00,20250224,1300,2,88,沖縄セルラースタジアム那覇,1,0,2,2,1,1,巨人,Giants,G,巨,1,2,9,ロッテ,Marines,M,ロ,1,那覇,2025-03-23 08:25:44+00:00,2025-03-23 08:25:41+00:00
2025,2390135,12,2021029935,5,2025-02-24 13:30:00+09:00,20250224,1330,2,20,Agreスタジアム北谷,1,0,2,1,6,4,中日,Dragons,D,中,1,3,6,広島,Carp,C,広,1,北谷,2025-03-23 08:25:44+00:00,2025-03-23 08:25:41+00:00
2025,2390136,1,2021029936,5,2025-03-01 13:00:00+09:00,20250301,1300,7,64,マスカットスタジアム,1,0,2,3,1,376,楽天,Golden Eagles,E,楽,1,1,6,広島,Carp,C,広,1,倉敷,2025-03-23 08:25:44+00:00,2025-03-23 08:25:41+00:00
2025,2390137,2,2021029938,5,2025-03-01 14:00:00+09:00,20250301,1400,7,4,バンテリンドーム ナゴヤ,1,0,2,1,3,4,中日,Dragons,D,中,1,0,3,DeNA,Bay Stars,DB,デ,1,バンテリンドーム,2025-03-23 08:25:44+00:00,2025-03-23 08:25:41+00:00
2025,2390138,3,2021029937,5,2025-03-01 18:00:00+09:00,20250301,1800,7,1,東京ドーム,1,0,2,1,6,1,巨人,Giants,G,巨,1,5,2,ヤクルト,Swallows,S,ヤ,1,東京ドーム,2025-03-23 08:25:44+00:00,2025-03-23 08:25:41+00:00
2025,2390139,4,2021029939,5,2025-03-02 13:00:00+09:00,20250302,1300,1,64,マスカットスタジアム,2,0,2,2,0,376,楽天,Golden Eagles,E,楽,1,2,6,広島,Carp,C,広,1,倉敷,2025-03-23 08:25:44+00:00,2025-03-23 08:25:41+00:00
2025,2390140,5,2021029941,5,2025-03-02 13:30:00+09:00,20250302,1330,1,4,バンテリンドーム ナゴヤ,2,0,2,1,1,4,中日,Dragons,D,中,1,0,3,DeNA,Bay Stars,DB,デ,1,バンテリンドーム,2025-03-23 08:25:44+00:00,2025-03-23 08:25:41+00:00
