season,ID,SeqNo,game_id,game_kind_id,game_date,date_jpn,time_jpn,week_day_jpn,stadium_id,stadium_name_jpn,round,DhF,game_state,game_result,home_score,home_team_id,home_team_short_name,home_team_name_en,home_team_name_en_short,home_team_initial,home_section,away_score,away_team_id,away_team_short_name,away_team_name_en,away_team_name_en_short,away_team_initial,away_section,stadium_name_short,last_updated,creation_date
2018,5932,1,2018022401,5,2018-02-24 13:00:00+09:00,20180224,1300,7,98,コザしんきんスタジアム,1,0,2,2,5,6,広島,Carp,C,広,1,11,376,楽天,Golden Eagles,E,楽,1,沖縄,2018-04-12 06:25:01+00:00,2018-04-12 06:24:50+00:00
2018,5933,2,2018022402,5,2018-02-24 13:00:00+09:00,20180224,1300,7,20,北谷公園野球場,1,0,2,2,4,4,中日,Dragons,D,中,1,6,8,日本ハム,Fighters,F,日,1,北谷,2018-04-12 06:25:01+00:00,2018-04-12 06:24:50+00:00
2018,5934,3,2018022403,5,2018-02-24 13:00:00+09:00,20180224,1300,7,139,浦添市民球場,1,0,2,1,4,2,ヤクルト,Swallows,S,ヤ,1,2,5,阪神,Tigers,T,神,1,浦添,2018-04-12 06:25:01+00:00,2018-04-12 06:24:50+00:00
2018,5935,4,2018022404,5,2018-02-24 13:00:00+09:00,20180224,1300,7,88,沖縄セルラースタジアム那覇,1,0,2,2,1,1,巨人,Giants,G,巨,1,3,3,ＤｅＮＡ,Bay Stars,DB,Ｄ,1,那覇,2018-04-12 06:25:01+00:00,2018-04-12 06:24:50+00:00
2018,5936,5,2018022503,5,2018-02-25 12:30:00+09:00,20180225,1230,1,139,浦添市民球場,1,0,2,3,3,2,ヤクルト,Swallows,S,ヤ,1,3,8,日本ハム,Fighters,F,日,1,浦添,2018-04-12 06:25:01+00:00,2018-04-12 06:24:50+00:00
2018,5937,6,2018022501,5,2018-02-25 13:00:00+09:00,20180225,1300,1,27,宜野湾市立野球場,1,0,2,2,5,3,ＤｅＮＡ,Bay Stars,DB,Ｄ,1,7,376,楽天,Golden Eagles,E,楽,1,宜野湾,2018-04-12 06:25:01+00:00,2018-04-12 06:24:50+00:00
2018,5938,7,2018022502,5,2018-02-25 13:00:00+09:00,20180225,1300,1,20,北谷公園野球場,1,0,3,,0,4,中日,Dragons,D,中,1,0,5,阪神,Tigers,T,神,1,北谷,2018-04-12 06:25:01+00:00,2018-04-12 06:24:50+00:00
2018,5939,8,2018022504,5,2018-02-25 13:00:00+09:00,20180225,1300,1,88,沖縄セルラースタジアム那覇,1,0,3,,1,1,巨人,Giants,G,巨,1,0,6,広島,Carp,C,広,1,那覇,2018-04-12 06:25:01+00:00,2018-04-12 06:24:50+00:00
2018,5940,1,2018030303,5,2018-03-03 12:30:00+09:00,20180303,1230,7,4,ナゴヤドーム,1,0,2,2,2,4,中日,Dragons,D,中,1,9,376,楽天,Golden Eagles,E,楽,1,ナゴヤドーム,2018-04-12 06:25:01+00:00,2018-04-12 06:24:50+00:00
2018,5941,2,2018030304,5,2018-03-03 13:00:00+09:00,20180303,1300,7,9,京セラドーム大阪,1,0,2,3,3,11,オリックス,Buffaloes,Bs,オ,1,3,3,ＤｅＮＡ,Bay Stars,DB,Ｄ,1,京セラＤ大阪,2018-04-12 06:25:01+00:00,2018-04-12 06:24:50+00:00
