season,game_id,game_date,player_id,player_name_jap,player_jersey_number,position,team_id,batting_G,batting_GS,batting_PA,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_HR,batting_RBI,batting_SB,batting_CS,batting_BB,batting_SO,batting_HBP,batting_SH,batting_SF,batting_E,pitcher_order_number,pitching_G,pitching_GS,pitching_W,pitching_L,pitching_ERA,pitching_IP,pitching_IP_str,pitching_CG,pitching_SHO,pitching_SV,pitching_H,pitching_R,pitching_ER,pitching_HR,pitching_IBB,pitching_BB,pitching_SO,pitching_HBP,pitching_BK,pitching_BF,pitching_PI
2023,2021013208,2023-07-28,500014,涌井　秀章,20,投,4,1.0,1,1,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,1,1.0,,3,11,4.55,1.0,1.0,,,0,5,6,6,1,,2,0,1,,11,45
2023,2021013208,2023-07-28,700003,坂本　勇人,6,遊,1,1.0,1,4,4,2,3,2,0,0,3,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2023,2021013208,2023-07-28,700027,梶谷　隆幸,13,右,1,1.0,1,3,1,1,0,0,0,0,0,0,,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2023,2021013208,2023-07-28,800043,丸　佳浩,8,中右,1,1.0,1,5,5,1,3,0,0,0,2,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2023,2021013208,2023-07-28,800054,中田　翔,10,打一,1,1.0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2023,2021013208,2023-07-28,900397,長野　久義,7,打,1,1.0,0,1,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2023,2021013208,2023-07-28,900410,大島　洋平,8,打左,4,1.0,0,2,2,0,1,0,0,0,0,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2023,2021013208,2023-07-28,1100038,今村　信貴,26,投,1,1.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,1.0,0.0,0,0,11.57,1.0,1.0,,,0,1,0,0,0,,0,1,0,,4,15
2023,2021013208,2023-07-28,1100071,田島　慎二,12,投,4,1.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1.0,0.0,1,1,4.22,2.0,2.0,,,0,1,1,1,1,,1,1,0,,7,21
2023,2021013208,2023-07-28,1300027,小林　誠司,22,捕,1,1.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
