season,game_id,game_date,player_id,player_name_jap,player_jersey_number,position,team_id,batting_G,batting_GS,batting_PA,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_HR,batting_RBI,batting_SB,batting_CS,batting_BB,batting_SO,batting_HBP,batting_SH,batting_SF,batting_E,pitcher_order_number,pitching_G,pitching_GS,pitching_W,pitching_L,pitching_ERA,pitching_IP,pitching_IP_str,pitching_CG,pitching_SHO,pitching_SV,pitching_H,pitching_R,pitching_ER,pitching_HR,pitching_IBB,pitching_BB,pitching_SO,pitching_HBP,pitching_BK,pitching_BF,pitching_PI
2019,2019053104,2019-05-31,12101,中村　剛也,60,三,7,1.0,1,4,4,0,1,0,0,0,1,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2019,2019053104,2019-05-31,12102,栗山　巧,1,指,7,1.0,1,4,3,0,0,0,0,0,0,0,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2019,2019053104,2019-05-31,600028,田中　靖洋,47,,9,,,,,,,,,,,,,,,,,,,2,1.0,0.0,1,0,0.53,1.0,1.0,,,0,1,0,0,0,,1,3,0,,5,23
2019,2019053104,2019-05-31,700078,木村　文紀,9,右,7,1.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2019,2019053104,2019-05-31,1000014,荻野　貴司,0,中,9,1.0,1,5,5,1,4,2,0,0,0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2019,2019053104,2019-05-31,1000016,清田　育宏,1,左,9,1.0,1,4,4,0,1,0,0,0,0,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2019,2019053104,2019-05-31,1000127,江村　直也,53,捕,9,1.0,1,2,2,0,0,0,0,0,0,0,,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2019,2019053104,2019-05-31,1000150,秋山　翔吾,55,中,7,1.0,1,5,3,0,0,0,0,0,0,0,,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2019,2019053104,2019-05-31,1000153,熊代　聖人,58,右,7,1.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2019,2019053104,2019-05-31,1100016,チェン・グァンユウ,49,,9,,,,,,,,,,,,,,,,,,,3,1.0,0.0,0,0,0.87,1.0,1.0,,,0,0,0,0,0,,1,0,0,,4,22
2019,2019053104,2019-05-31,1100103,鈴木　大地,7,指,9,1.0,1,4,3,1,1,0,0,0,0,0,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2019,2019053104,2019-05-31,1200082,増田　達至,14,,7,,,,,,,,,,,,,,,,,,,3,1.0,0.0,3,0,1.63,1.0,1.0,,,10,0,0,0,0,,0,1,0,,3,24
2019,2019053104,2019-05-31,1200083,金子　侑司,8,左,7,1.0,1,4,4,1,1,0,0,0,0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2019,2019053104,2019-05-31,1300044,岡　大海,25,右,9,1.0,1,4,3,0,0,0,0,0,0,0,,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2019,2019053104,2019-05-31,1300052,三木　亮,37,打遊,9,1.0,0,2,2,0,0,0,0,0,0,0,,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2019,2019053104,2019-05-31,1300054,井上　晴哉,44,一,9,1.0,1,4,4,0,1,0,0,0,0,0,,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2019,2019053104,2019-05-31,1300055,二木　康太,64,,9,,,,,,,,,,,,,,,,,,,1,1.0,,4,3,3.54,7.0,7.0,,,0,7,3,3,1,,2,6,0,,30,110
2019,2019053104,2019-05-31,1300100,森　友哉,10,捕,7,1.0,1,4,4,1,3,2,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2019,2019053104,2019-05-31,1300101,山川　穂高,33,一,7,1.0,1,4,4,0,0,0,0,0,0,0,,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2019,2019053104,2019-05-31,1400010,メヒア,99,打,7,1.0,0,1,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2019,2019053104,2019-05-31,1400182,高橋　光成,13,,7,,,,,,,,,,,,,,,,,,,1,1.0,,5,4,4.47,6.666666666666667,6.2,,,0,7,2,0,0,,4,10,0,,30,121
2019,2019053104,2019-05-31,1400184,外崎　修汰,5,二,7,1.0,1,5,5,0,1,0,0,0,1,0,,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2019,2019053104,2019-05-31,1400187,戸川　大輔,71,右,7,1.0,1,3,3,1,1,0,0,1,1,0,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
