season,game_id,game_date,player_id,player_name_jap,player_jersey_number,position,team_id,batting_G,batting_GS,batting_PA,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_HR,batting_RBI,batting_SB,batting_CS,batting_BB,batting_SO,batting_HBP,batting_SH,batting_SF,batting_E,pitcher_order_number,pitching_G,pitching_GS,pitching_W,pitching_L,pitching_ERA,pitching_IP,pitching_IP_str,pitching_CG,pitching_SHO,pitching_SV,pitching_H,pitching_R,pitching_ER,pitching_HR,pitching_IBB,pitching_BB,pitching_SO,pitching_HBP,pitching_BK,pitching_BF,pitching_PI
2020,2020071905,2020-07-19,12101,中村　剛也,60,三,7,1.0,1,4,4,1,1,1,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071905,2020-07-19,12102,栗山　巧,1,指,7,1.0,1,4,3,0,2,0,0,0,1,0,,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071905,2020-07-19,500051,藤田　一也,6,打,376,1.0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071905,2020-07-19,700065,岸　孝之,11,,376,,,,,,,,,,,,,,,,,,,1,1.0,,1,0,7.30,2.3333333333333335,2.1,,,0,5,5,5,1,,0,3,1,,14,64
2020,2020071905,2020-07-19,700078,木村　文紀,9,右,7,1.0,1,4,3,0,1,0,0,0,0,0,,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071905,2020-07-19,900056,浅村　栄斗,3,指,376,1.0,1,4,4,2,4,0,0,1,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071905,2020-07-19,900090,辛島　航,58,,376,,,,,,,,,,,,,,,,,,,5,1.0,0.0,0,1,3.68,1.0,1.0,,,1,0,0,0,0,,1,0,0,,4,12
2020,2020071905,2020-07-19,900407,小川　龍也,29,,7,,,,,,,,,,,,,,,,,,,5,1.0,0.0,1,1,2.08,1.0,1.0,,,0,1,0,0,0,,0,1,0,,4,14
2020,2020071905,2020-07-19,1000143,榎田　大樹,30,,7,,,,,,,,,,,,,,,,,,,1,1.0,,0,0,5.40,5.0,5.0,,,0,7,3,3,2,,1,0,0,,23,86
2020,2020071905,2020-07-19,1100103,鈴木　大地,7,三,376,1.0,1,5,4,2,1,1,0,0,0,0,,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071905,2020-07-19,1100132,島内　宏明,35,中左,376,1.0,1,4,4,1,2,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071905,2020-07-19,1300085,内田　靖人,36,一,376,1.0,1,4,2,1,2,0,0,1,4,0,,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071905,2020-07-19,1300100,森　友哉,10,捕,7,1.0,1,4,3,1,0,0,0,0,0,0,,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071905,2020-07-19,1300101,山川　穂高,3,一,7,1.0,1,4,3,1,1,0,0,1,3,0,,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071905,2020-07-19,1400139,安樂　智大,20,,376,,,,,,,,,,,,,,,,,,,2,1.0,0.0,1,0,0.87,1.6666666666666665,1.2,,,0,2,0,0,0,,0,1,0,,7,22
2020,2020071905,2020-07-19,1400184,外崎　修汰,5,二,7,1.0,1,5,5,1,2,0,0,0,0,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071905,2020-07-19,1600003,茂木　栄五郎,5,遊,376,1.0,1,5,4,1,1,0,0,0,0,0,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071905,2020-07-19,1600006,足立　祐一,44,捕,376,1.0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071905,2020-07-19,1600012,宋　家豪,43,,376,,,,,,,,,,,,,,,,,,,3,1.0,0.0,0,0,2.08,2.0,2.0,,,0,0,0,0,0,,1,1,0,,6,20
2020,2020071905,2020-07-19,1600096,森原　康平,13,,376,,,,,,,,,,,,,,,,,,,6,1.0,0.0,1,0,0.00,1.0,1.0,,,4,1,0,0,0,,0,0,1,,4,12
2020,2020071905,2020-07-19,1600129,源田　壮亮,6,遊,7,1.0,1,5,5,1,1,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071905,2020-07-19,1600130,鈴木　将平,46,中,7,1.0,1,5,5,0,1,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071905,2020-07-19,1600131,平井　克典,25,,7,,,,,,,,,,,,,,,,,,,2,1.0,0.0,2,1,4.76,1.0,1.0,,,0,0,3,3,0,,2,1,1,,6,21
2020,2020071905,2020-07-19,1600132,田村　伊知郎,40,,7,,,,,,,,,,,,,,,,,,,4,1.0,0.0,0,0,8.44,0.3333333333333333,0.1,,,0,0,0,0,0,,0,0,0,,1,4
2020,2020071905,2020-07-19,1600181,ロメロ,9,左右,376,1.0,1,5,5,1,1,0,0,1,1,0,,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071905,2020-07-19,1700034,山崎　幹史,34,二,376,1.0,1,4,3,1,0,0,0,0,0,0,,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2020,2020071905,2020-07-19,1700124,平良　海馬,61,,7,,,,,,,,,,,,,,,,,,,3,1.0,0.0,0,0,2.61,0.6666666666666666,0.2,,,0,3,3,3,1,,0,1,0,,5,18
2020,2020071905,2020-07-19,1800082,山野辺　翔,4,走指,7,1.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071905,2020-07-19,1800117,辰己　涼介,8,中,376,1.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071905,2020-07-19,1800118,太田　光,2,捕,376,1.0,1,2,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071905,2020-07-19,1800123,小郷　裕哉,51,右,376,1.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071905,2020-07-19,1800129,ブセニッツ,32,,376,,,,,,,,,,,,,,,,,,,4,1.0,0.0,1,0,1.00,1.0,1.0,,,0,1,0,0,0,,0,0,0,,4,14
2020,2020071905,2020-07-19,1800132,ブラッシュ,69,右,376,1.0,1,4,4,0,0,0,0,0,0,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071905,2020-07-19,1900112,小深田　大翔,0,走遊,376,1.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071905,2020-07-19,1900140,スパンジェンバーグ,22,左,7,1.0,1,4,4,0,0,0,0,0,1,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071202,2020-07-12,600004,平田　良介,6,右,4,1.0,1,5,5,0,1,0,0,0,0,0,,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071202,2020-07-12,700035,福田　永将,55,左,4,1.0,1,4,3,0,2,0,0,0,1,0,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071202,2020-07-12,700050,會澤　翼,27,捕,6,1.0,1,5,4,0,0,0,0,0,0,0,,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071202,2020-07-12,800041,松山　竜平,55,一,6,1.0,1,4,4,0,1,1,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071202,2020-07-12,800042,安部　友裕,6,打,6,1.0,0,1,1,1,1,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071202,2020-07-12,800087,菊池　保則,39,投,6,1.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,1.0,0.0,0,0,1.29,1.0,1.0,,,1,0,0,0,0,,0,2,0,,3,12
2020,2020071202,2020-07-12,900406,岡田　俊哉,21,投,4,1.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1.0,0.0,0,2,6.23,0.3333333333333333,0.1,,,3,0,0,0,0,,0,1,0,,1,6
2020,2020071202,2020-07-12,900410,大島　洋平,8,中,4,1.0,1,5,5,1,2,0,0,0,0,0,,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071202,2020-07-12,900430,堂林　翔太,7,三一,6,1.0,1,4,3,0,1,0,0,0,1,0,,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2020,2020071202,2020-07-12,1100082,菊池　涼介,33,二,6,1.0,1,5,3,0,2,1,0,0,1,0,,0,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071202,2020-07-12,1100129,三好　匠,35,三,6,1.0,0,1,1,0,0,0,0,0,0,0,,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2020,2020071202,2020-07-12,1200069,鈴木　誠也,1,右,6,1.0,1,5,4,1,2,1,0,0,3,0,,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071202,2020-07-12,1300059,田中　広輔,2,遊,6,1.0,1,4,4,0,0,0,0,0,0,0,,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071202,2020-07-12,1300066,祖父江　大輔,33,投,4,1.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1.0,0.0,0,0,2.19,0.6666666666666666,0.2,,,0,3,2,2,0,,1,1,0,,6,26
2020,2020071202,2020-07-12,1400161,井領　雅貴,26,打,4,1.0,0,1,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071202,2020-07-12,1400173,野間　峻祥,37,走中,6,1.0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071202,2020-07-12,1400174,薮田　和樹,23,投,6,1.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1.0,0.0,0,0,0.00,0.6666666666666666,0.2,,,0,1,0,0,0,,0,1,0,,3,11
2020,2020071202,2020-07-12,1400175,塹江　敦哉,36,投,6,1.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,1.0,0.0,1,0,0.00,1.0,1.0,,,0,1,0,0,0,,0,2,0,,4,22
2020,2020071202,2020-07-12,1500076,木下　拓哉,35,捕,4,1.0,1,4,4,0,0,0,0,0,0,0,,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2020071202,2020-07-12,1500078,阿部　寿樹,5,二,4,1.0,1,4,4,0,0,0,0,0,0,0,,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
