season,game_id,game_date,player_id,player_name_jap,player_jersey_number,position,team_id,batting_G,batting_GS,batting_PA,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_HR,batting_RBI,batting_SB,batting_CS,batting_BB,batting_SO,batting_HBP,batting_SH,batting_SF,batting_E,pitcher_order_number,pitching_G,pitching_GS,pitching_W,pitching_L,pitching_ERA,pitching_IP,pitching_IP_str,pitching_CG,pitching_SHO,pitching_SV,pitching_H,pitching_R,pitching_ER,pitching_HR,pitching_IBB,pitching_BB,pitching_SO,pitching_HBP,pitching_BK,pitching_BF,pitching_PI
2024,2021028835,2024-10-08,900056,浅村　栄斗,3,指,376,1.0,1,2,1,0,0,0,0,0,1,0,,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021028835,2024-10-08,1100095,松本　剛,7,指,8,1.0,1,3,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021028835,2024-10-08,1200100,伏見　寅威,23,捕,8,1.0,1,3,3,0,0,0,0,0,0,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021028835,2024-10-08,1251037,上川畑　大悟,4,二,8,1.0,1,3,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021028835,2024-10-08,1400119,淺間　大基,8,中,8,1.0,1,4,4,0,3,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021028835,2024-10-08,1400170,江越　大賀,37,左,8,1.0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021028835,2024-10-08,1500078,阿部　寿樹,4,打指,376,1.0,0,2,2,0,0,0,0,0,0,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021028835,2024-10-08,1600092,藤平　尚真,46,,376,,,,,,,,,,,,,,,,,,,3,1.0,0.0,0,1,1.79,1.0,1.0,,,1,0,0,0,0,,0,2,0,,3,14
2024,2021028835,2024-10-08,1600164,田中　正義,26,,8,,,,,,,,,,,,,,,,,,,2,1.0,0.0,4,4,2.17,1.0,1.0,,,20,0,0,0,0,,0,2,0,,3,16
2024,2021028835,2024-10-08,1700025,清宮　幸太郎,21,三,8,1.0,1,2,2,0,1,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021028835,2024-10-08,1800008,マルティネス,2,打,8,1.0,0,1,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021028835,2024-10-08,1800044,伊藤　裕季也,39,三,376,1.0,1,3,3,0,0,0,0,0,0,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021028835,2024-10-08,1800093,万波　中正,66,右,8,1.0,1,4,3,0,2,0,0,0,0,0,,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021028835,2024-10-08,1800095,田宮　裕涼,64,捕,8,1.0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021028835,2024-10-08,1800110,水谷　瞬,53,左,8,1.0,1,3,3,0,0,0,0,0,0,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021028835,2024-10-08,1800117,辰己　涼介,8,中,376,1.0,1,4,4,0,2,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021028835,2024-10-08,1800122,渡邊　佳明,48,一,376,1.0,1,3,3,0,1,0,0,0,0,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021028835,2024-10-08,1800123,小郷　裕哉,51,右,376,1.0,1,4,4,1,1,1,0,0,1,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021028835,2024-10-08,1800124,鈴木　翔天,56,,376,,,,,,,,,,,,,,,,,,,2,1.0,0.0,2,0,1.70,1.0,1.0,,,1,2,0,0,0,,0,0,0,,5,14
2024,2021028835,2024-10-08,1851204,水野　達稀,43,遊,8,1.0,1,3,3,0,1,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021028835,2024-10-08,1900040,郡司　裕也,30,一三,8,1.0,1,3,3,0,0,0,0,0,0,0,,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021028835,2024-10-08,1900112,小深田　大翔,0,二,376,1.0,1,3,3,0,1,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021028835,2024-10-08,1900117,瀧中　瞭太,57,,376,,,,,,,,,,,,,,,,,,,1,1.0,,4,6,4.16,7.0,7.0,,,0,5,0,0,0,,0,4,0,,25,86
2024,2021028835,2024-10-08,1950278,中島　大輔,32,左,376,1.0,1,4,4,1,1,0,0,0,0,0,,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021028835,2024-10-08,2000079,伊藤　大海,17,,8,,,,,,,,,,,,,,,,,,,1,1.0,,14,5,2.65,7.0,7.0,,,0,6,2,2,0,,1,8,0,,28,113
2024,2021028835,2024-10-08,2000082,細川　凌平,56,一,8,1.0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021028835,2024-10-08,2000125,入江　大樹,63,遊,376,1.0,1,3,2,0,0,0,0,0,0,0,,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021028835,2024-10-08,2103740,安田　悠馬,55,捕,376,1.0,1,3,3,0,0,0,0,0,0,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021028835,2024-10-08,2106284,矢澤　宏太,12,打,8,1.0,0,1,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,900426,原口　文仁,94,打,5,1.0,0,1,1,1,1,0,0,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,1000164,島本　浩也,46,投,5,1.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,1.0,0.0,0,0,0.00,1.0,1.0,,,0,2,0,0,0,,1,1,0,,6,18
2024,2021020981,2024-10-13,1100061,桑原　将志,1,中,3,1.0,1,5,4,2,1,0,0,0,0,0,,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,1200053,宮崎　敏郎,51,三,3,1.0,1,4,4,1,1,1,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,1300042,渡邉　諒,25,打,5,1.0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,1300073,梅野　隆太郎,2,捕,5,1.0,1,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,1500063,柴田　竜拓,31,三,3,1.0,0,1,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,1500064,戸柱　恭孝,10,捕,3,1.0,1,5,5,1,2,2,0,0,5,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,1500087,坂本　誠志郎,12,捕,5,1.0,0,3,2,0,0,0,0,0,0,0,,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,1561880,ウェンデルケン,49,投,3,1.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1.0,0.0,0,0,9.00,1.0,1.0,,,0,2,1,1,0,,0,0,0,,5,16
2024,2021020981,2024-10-13,1600072,堀岡　隼人,92,投,3,1.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,1.0,0.0,0,0,0.00,1.0,1.0,,,0,0,0,0,0,,0,1,0,,3,10
2024,2021020981,2024-10-13,1600089,佐野　恵太,7,左,3,1.0,1,5,4,1,1,0,0,1,3,0,,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,1600113,大山　悠輔,3,一,5,1.0,1,4,4,0,1,0,0,0,0,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,1600117,糸原　健斗,33,打,5,1.0,0,1,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,1700059,神里　和毅,8,走左,3,1.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,1700078,高橋　遥人,29,投,5,1.0,1,1,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,1,1.0,,0,1,7.20,5.0,5.0,,,0,6,4,4,0,,1,4,1,,23,80
2024,2021020981,2024-10-13,1700080,島田　海吏,53,打,5,1.0,0,1,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,1800043,上茶谷　大河,27,投,3,1.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,1.0,0.0,0,0,9.00,1.0,1.0,,,0,2,1,1,1,,0,1,0,,5,14
2024,2021020981,2024-10-13,1800065,近本　光司,5,中,5,1.0,1,5,5,1,0,0,0,0,0,0,,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,1800066,小幡　竜平,38,遊,5,1.0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,1800067,木浪　聖也,0,遊,5,1.0,1,2,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,1850183,森下　翔太,1,右,5,1.0,1,5,4,1,3,0,0,1,2,0,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,1850208,林　琢真,0,二,3,1.0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,1900030,森　敬斗,6,遊,3,1.0,1,5,5,2,3,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,1900031,坂本　裕哉,20,投,3,1.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1.0,0.0,0,0,0.00,0.3333333333333333,0.1,,,0,0,0,0,0,,0,0,0,,1,3
2024,2021020981,2024-10-13,1900126,オースティン,3,一,3,1.0,1,4,4,0,0,0,0,0,0,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,1950996,前川　右京,58,左,5,1.0,1,4,4,0,0,0,0,0,0,0,,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,1960392,フォード,99,打,3,1.0,0,2,2,1,1,0,0,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,2000035,牧　秀悟,2,二一,3,1.0,1,5,3,1,2,0,0,0,1,0,,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,2000051,佐藤　輝明,8,三,5,1.0,1,4,4,0,1,1,0,0,0,0,,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,2000055,村上　頌樹,41,投,5,1.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1.0,0.0,0,0,27.00,1.0,1.0,,,0,3,3,3,1,,0,0,0,,6,22
2024,2021020981,2024-10-13,2000056,中野　拓夢,51,二,5,1.0,1,5,5,0,1,0,0,0,0,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,2000058,石井　大智,69,投,5,1.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,1.0,0.0,0,0,0.00,1.0,1.0,,,0,1,0,0,0,,0,0,0,,4,20
2024,2021020981,2024-10-13,2100277,松尾　汐恩,5,打,3,1.0,0,1,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,2103703,梶原　昂希,58,右,3,1.0,1,6,6,1,2,1,0,0,0,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021020981,2024-10-13,2103848,岡留　英貴,64,投,5,1.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,1.0,0.0,0,0,9.00,1.0,1.0,,,0,2,2,2,0,,0,0,1,,6,27
2024,2021020981,2024-10-13,2103904,ジャクソン,42,投,3,1.0,1,2,1,0,1,0,0,0,0,0,,0,0,0,1,0,0,1,1.0,,1,0,1.59,5.666666666666667,5.2,,,0,4,1,1,1,,4,9,0,,25,100
2024,2021020981,2024-10-13,2106172,富田　蓮,50,投,5,1.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1.0,0.0,0,0,-,0.0,0.0,,,0,1,1,1,1,,0,0,0,,1,3
2024,2021028200,2024-10-05,800052,宮西　尚生,25,,8,,,,,,,,,,,,,,,,,,,2,1.0,0.0,0,1,2.10,1.0,1.0,,,0,1,1,1,0,,1,1,0,,5,20
2024,2021028200,2024-10-05,900056,浅村　栄斗,3,三,376,1.0,1,2,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021028200,2024-10-05,1100095,松本　剛,7,中左中,8,1.0,1,3,3,0,2,1,0,0,0,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021028200,2024-10-05,1100103,鈴木　大地,7,打,376,1.0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2024,2021028200,2024-10-05,1251037,上川畑　大悟,4,二,8,1.0,1,2,2,0,1,1,0,0,1,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
